"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments","Muestras totales","Muestras PCR","Muestras TestAc"
"2020-07-21","Asturias","Asturias, Principado de","","","","","2","3","339","","2450","2077","Coronavirus Asturias COVID-19 - Coronavirus","https://coronavirus.asturias.es/","","249199","150301","98898"
"2020-07-22","Asturias","Asturias, Principado de","","","","","2","3","339","","2450","2077","https://coronavirus.asturias.es/","","","249199","150301","98898"
"2020-07-23","Asturias","Asturias, Principado de","","","","","3","3","339","","2452","2077","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1286281770187526144","","","",""
"2020-07-24","Asturias","Asturias, Principado de","","","","","3","3","339","","2454","2077","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1286626238912770049","","","",""
"2020-07-25","Asturias","Asturias, Principado de","","","","","","","","","","","","","NO HAY DATOS","","",""
"2020-07-26","Asturias","Asturias, Principado de","","","","","","","","","","","","","NO HAY DATOS","","",""
"2020-07-27","Asturias","Asturias, Principado de","","","","","3","3","339","","2467","2077","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1287759705587306496","","","",""
"2020-07-28","Asturias","Asturias, Principado de","","","","","3","3","340","","2470","2077","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1288103439713464321","","","",""
"2020-07-29","Asturias","Asturias, Principado de","","","","","4","2","340","","2484","2082","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1288457080232345606","","","",""
"2020-07-30","Asturias","Asturias, Principado de","","","","","3","3","340","","2503","2082","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1288826336782487553","","","",""
"2020-07-31","Asturias","Asturias, Principado de","","","","","3","3","340","","2529","2082","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1289208994075049986","","","",""
"2020-08-01","Asturias","Asturias, Principado de","","","","","","","","","","","","","NO HAY DATOS","","",""
"2020-08-02","Asturias","Asturias, Principado de","","","","","","","","","","","","","NO HAY DATOS","","",""
"2020-08-03","Asturias","Asturias, Principado de","8","","","","0","4","340","","2555","2083","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1290270876953321472","","","",""
"2020-08-04","Asturias","Asturias, Principado de","","","","","0","4","340","","2564","2083","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1290627512662458371","","","",""
"2020-08-05","Asturias","Asturias, Principado de","","","","","0","4","340","","2588","2083","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1290990674536538112","","","",""
"2020-08-06","Asturias","Asturias, Principado de","","","","","4","0","340","","2620","2083","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1291352044884955136","","","",""
"2020-08-07","Asturias","Asturias, Principado de","","","","","4","1","340","","2651","2088","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1291712609583063046","","","",""
"2020-08-08","Asturias","Asturias, Principado de","15","","","","","","","","2666","","Gobierno de Asturias - Coronavirus","https://coronavirus.asturias.es/-/salud-notifica-quince-nuevos-positivos-por-coronavirus-tres-de-los-cuales-est%C3%A1n-relacionados-con-otros-tantos-brotes-activos?redirect=%2F","","","",""
"2020-08-09","Asturias","Asturias, Principado de","21","","","","","","","","","","Gobierno de Asturias - Coronavirus","https://coronavirus.asturias.es/-/salud-confirma-21-nuevos-casos-de-coronavirus-s%C3%B3lo-uno-relacionado-con-los-brotes-existentes?redirect=/","","","",""
"2020-08-10","Asturias","Asturias, Principado de","","","","","2","4","340","","2707","2088","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1292811709078482944","","","",""
"2020-08-11","Asturias","Asturias, Principado de","","","","","3","3","340","","2718","2095","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1293165847087849472","","","",""
"2020-08-12","Asturias","Asturias, Principado de","","","","","3","3","340","","2741","2107","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1293530678542438402","","","",""
"2020-08-13","Asturias","Asturias, Principado de","","","","","3","5","340","","2774","2107","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1293886934192988171","","","",""
"2020-08-14","Asturias","Asturias, Principado de","","","","","2","5","340","","2798","2122","Gobierno de Asturias - Twitter","https://twitter.com/GobAsturias/status/1294240169940389893","","","",""
