TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
03/05/2020,40,Vallès Occidental,08180,Ripollet,0,Home,Sospitós,1
03/05/2020,41,Vallès Oriental,08207,Sant Esteve de Palautordera,0,Home,Sospitós,2
03/05/2020,17,Garraf,08074,Cubelles,1,Dona,Sospitós,41
03/05/2020,41,Vallès Oriental,08042,Cànoves i Samalús,1,Dona,Sospitós,1
03/05/2020,11,Baix Llobregat,08169,El Prat de Llobregat,1,Dona,Sospitós,5
03/05/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,1
03/05/2020,34,Selva,17023,Blanes,0,Home,Sospitós,1
03/05/2020,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,32
03/05/2020,13,Barcelonès,08015,Badalona,1,Dona,Positiu PCR,1
03/05/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,4
03/05/2020,33,Segrià ,25019,Almacelles,0,Home,Positiu per Test Ràpid,1
03/05/2020,20,Gironès,17079,Girona,0,Home,Positiu PCR,1
03/05/2020,06,Anoia,08286,La Torre de Claramunt,0,Home,Sospitós,1
03/05/2020,11,Baix Llobregat,08905,La Palma de Cervelló,0,Home,Sospitós,1
03/05/2020,20,Gironès,17215,Vilablareix,0,Home,Sospitós,1
03/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Sospitós,2
03/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu PCR,1
03/05/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,6
03/05/2020,21,Maresme,08035,Calella,0,Home,Sospitós,1
03/05/2020,34,Selva,17033,Caldes de Malavella,1,Dona,Positiu per Test Ràpid,1
03/05/2020,36,Tarragonès,43153,Torredembarra,0,Home,Sospitós,2
03/05/2020,18,Garrigues,25029,Arbeca,1,Dona,Sospitós,1
03/05/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
03/05/2020,02,Alt Empordà ,17111,Navata,1,Dona,Sospitós,1
03/05/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Positiu PCR,1
03/05/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu PCR,1
03/05/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Positiu PCR,6
03/05/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,14
03/05/2020,14,Berguedà ,08022,Berga,1,Dona,Sospitós,5
03/05/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Epidemiològic,1
03/05/2020,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,2
03/05/2020,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,1
03/05/2020,12,Baix Penedès,43037,Calafell,0,Home,Positiu PCR,1
03/05/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Sospitós,44
03/05/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Sospitós,1
03/05/2020,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,6
03/05/2020,02,Alt Empordà ,17102,Maçanet de Cabrenys,0,Home,Sospitós,1
03/05/2020,40,Vallès Occidental,08291,Vacarisses,1,Dona,Sospitós,3
03/05/2020,11,Baix Llobregat,08114,Martorell,0,Home,Sospitós,1
03/05/2020,09,Baix Ebre,43133,Roquetes,0,Home,Sospitós,2
03/05/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,1
03/05/2020,17,Garraf,08270,Sitges,0,Home,Sospitós,3
03/05/2020,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,2
03/05/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Sospitós,1
03/05/2020,07,Bages,08113,Manresa,0,Home,Sospitós,7
03/05/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,20
03/05/2020,06,Anoia,08102,Igualada,1,Dona,Sospitós,3
03/05/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Sospitós,13
03/05/2020,42,Moianès,08138,Moià,1,Dona,Sospitós,1
03/05/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,9
03/05/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,1
03/05/2020,08,Baix Camp,43145,La Selva del Camp,1,Dona,Sospitós,1
03/05/2020,15,Cerdanya,17141,Puigcerdà,0,Home,Sospitós,1
03/05/2020,32,Segarra,25110,Guissona,0,Home,Sospitós,1
03/05/2020,20,Gironès,17155,Salt,1,Dona,Sospitós,5
03/05/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Sospitós,1
03/05/2020,24,Osona,08278,Taradell,1,Dona,Sospitós,11
03/05/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu per Test Ràpid,2
03/05/2020,21,Maresme,08029,Cabrera de Mar,0,Home,Sospitós,1
03/05/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Epidemiològic,1
03/05/2020,06,Anoia,08119,Masquefa,0,Home,Sospitós,1
03/05/2020,36,Tarragonès,43905,Salou,0,Home,Sospitós,2
03/05/2020,09,Baix Ebre,43155,Tortosa,1,Dona,Sospitós,1
03/05/2020,03,Alt Penedès,08273,Subirats,1,Dona,Sospitós,1
03/05/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,1
03/05/2020,36,Tarragonès,43100,Els Pallaresos,0,Home,Sospitós,2
03/05/2020,08,Baix Camp,43129,Riudoms,1,Dona,Sospitós,1
03/05/2020,22,Montsià ,43014,Amposta,1,Dona,Sospitós,1
03/05/2020,11,Baix Llobregat,08076,Esparreguera,0,Home,Sospitós,22
03/05/2020,02,Alt Empordà ,17221,Vilafant,1,Dona,Positiu PCR,1
03/05/2020,07,Bages,08113,Manresa,1,Dona,Positiu PCR,2
03/05/2020,07,Bages,08113,Manresa,1,Dona,Sospitós,8
03/05/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,0,Home,Sospitós,2
03/05/2020,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Sospitós,3
03/05/2020,08,Baix Camp,43123,Reus,0,Home,Sospitós,3
03/05/2020,01,Alt Camp,43108,El Pla de Santa Maria,0,Home,Sospitós,1
03/05/2020,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,1
03/05/2020,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,1
03/05/2020,33,Segrià ,25120,Lleida,1,Dona,Positiu PCR,1
03/05/2020,36,Tarragonès,43126,La Riera de Gaià,1,Dona,Sospitós,1
03/05/2020,07,Bages,08127,Monistrol de Montserrat,0,Home,Sospitós,1
03/05/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,82
03/05/2020,34,Selva,17180,Santa Coloma de Farners,1,Dona,Sospitós,1
03/05/2020,12,Baix Penedès,43140,Santa Oliva,1,Dona,Sospitós,1
03/05/2020,21,Maresme,08009,Argentona,1,Dona,Sospitós,1
03/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,3
03/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu PCR,1
03/05/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,30
03/05/2020,40,Vallès Occidental,08267,Sentmenat,1,Dona,Sospitós,22
03/05/2020,21,Maresme,08006,Arenys de Mar,0,Home,Positiu PCR,1
03/05/2020,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,1
03/05/2020,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,1
03/05/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Positiu PCR,1
03/05/2020,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,5
03/05/2020,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,3
03/05/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,5
03/05/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,3
03/05/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Sospitós,3
03/05/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,3
03/05/2020,24,Osona,08112,Manlleu,1,Dona,Sospitós,1
03/05/2020,21,Maresme,08007,Arenys de Munt,0,Home,Sospitós,41
03/05/2020,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,4
03/05/2020,20,Gironès,17169,Sant Julià de Ramis,0,Home,Positiu PCR,1
03/05/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Sospitós,2
03/05/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,4
03/05/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Positiu per Test Ràpid,1
03/05/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,89
03/05/2020,20,Gironès,17142,Quart,1,Dona,Positiu per Test Ràpid,1
03/05/2020,19,Garrotxa,17114,Olot,0,Home,Sospitós,2
03/05/2020,33,Segrià ,25011,Alcarràs,1,Dona,Sospitós,1
03/05/2020,21,Maresme,08155,Palafolls,0,Home,Positiu PCR,1
03/05/2020,21,Maresme,08155,Palafolls,0,Home,Sospitós,1
03/05/2020,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Sospitós,1
03/05/2020,41,Vallès Oriental,08105,La Llagosta,1,Dona,Positiu per Test Ràpid,1
02/05/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu PCR,1
02/05/2020,40,Vallès Occidental,08279,Terrassa,0,Home,Positiu PCR,1
02/05/2020,13,Barcelonès,08019,Barcelona,0,Home,Positiu per ELISA,1
02/05/2020,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Sospitós,3
02/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu PCR,1
02/05/2020,36,Tarragonès,43153,Torredembarra,1,Dona,Sospitós,3
02/05/2020,40,Vallès Occidental,08187,Sabadell,1,Dona,Epidemiològic,1
02/05/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Positiu PCR,1
02/05/2020,07,Bages,08127,Monistrol de Montserrat,0,Home,Sospitós,1
02/05/2020,33,Segrià ,25120,Lleida,0,Home,Positiu PCR,1
02/05/2020,21,Maresme,08172,Premià de Mar,0,Home,Sospitós,3
02/05/2020,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,2
02/05/2020,36,Tarragonès,43905,Salou,0,Home,Sospitós,1
02/05/2020,06,Anoia,08143,Òdena,0,Home,Sospitós,2
02/05/2020,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Positiu PCR,1
02/05/2020,11,Baix Llobregat,08001,Abrera,1,Dona,Sospitós,1
02/05/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Sospitós,1
02/05/2020,21,Maresme,08035,Calella,0,Home,Sospitós,3
02/05/2020,10,Baix Empordà ,17085,Jafre,1,Dona,Sospitós,1
02/05/2020,14,Berguedà ,08175,Puig-Reig,0,Home,Sospitós,2
02/05/2020,11,Baix Llobregat,08076,Esparreguera,1,Dona,Sospitós,1
02/05/2020,37,Terra Alta,43048,Corbera d'Ebre,1,Dona,Sospitós,1
02/05/2020,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Sospitós,6
02/05/2020,33,Segrià ,25023,Alpicat,1,Dona,Sospitós,1
02/05/2020,33,Segrià ,25012,Alcoletge,1,Dona,Sospitós,1
02/05/2020,17,Garraf,08148,Olivella,0,Home,Sospitós,1
02/05/2020,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Positiu PCR,1
02/05/2020,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Sospitós,3
02/05/2020,33,Segrià ,25120,Lleida,1,Dona,Sospitós,28
02/05/2020,21,Maresme,08153,Òrrius,0,Home,Sospitós,16
02/05/2020,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,16
02/05/2020,03,Alt Penedès,08164,El Pla del Penedès,0,Home,Sospitós,1
02/05/2020,06,Anoia,08044,Capellades,0,Home,Sospitós,4
02/05/2020,14,Berguedà ,08092,Gironella,1,Dona,Sospitós,3
02/05/2020,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,1
02/05/2020,11,Baix Llobregat,08069,Collbató,1,Dona,Sospitós,1
02/05/2020,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,1
02/05/2020,20,Gironès,17089,Llagostera,0,Home,Sospitós,1
02/05/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,3
02/05/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,1
02/05/2020,36,Tarragonès,43171,Vila-Seca,1,Dona,Sospitós,3
02/05/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Positiu PCR,1
02/05/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,6
02/05/2020,14,Berguedà ,08166,La Pobla de Lillet,1,Dona,Sospitós,1
02/05/2020,11,Baix Llobregat,08001,Abrera,0,Home,Sospitós,6
02/05/2020,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,6
02/05/2020,02,Alt Empordà ,17175,Sant Miquel de Fluvià,1,Dona,Sospitós,1
02/05/2020,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,1
02/05/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,1
02/05/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Positiu PCR,4
02/05/2020,14,Berguedà ,08016,Bagà,1,Dona,Sospitós,1
02/05/2020,21,Maresme,08035,Calella,0,Home,Positiu PCR,1
02/05/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu PCR,1
02/05/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Sospitós,19
02/05/2020,21,Maresme,08075,Dosrius,1,Dona,Positiu PCR,1
02/05/2020,03,Alt Penedès,08288,Torrelles de Foix,1,Dona,Sospitós,1
02/05/2020,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,3
02/05/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Sospitós,1
02/05/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,4
02/05/2020,17,Garraf,08043,Canyelles,0,Home,Sospitós,1
02/05/2020,,,,No classificat,1,Dona,Sospitós,3
02/05/2020,14,Berguedà ,08022,Berga,0,Home,Sospitós,5
02/05/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,1
02/05/2020,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,5
02/05/2020,19,Garrotxa,17185,Sant Joan Les Fonts,1,Dona,Sospitós,2
02/05/2020,01,Alt Camp,43161,Valls,1,Dona,Sospitós,5
02/05/2020,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,3
02/05/2020,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,24
02/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,11
02/05/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,28
02/05/2020,21,Maresme,08110,Malgrat de Mar,1,Dona,Sospitós,2
02/05/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Epidemiològic,1
02/05/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per Test Ràpid,3
02/05/2020,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,6
02/05/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,5
02/05/2020,14,Berguedà ,08024,Borredà,0,Home,Sospitós,1
02/05/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,2
02/05/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,4
02/05/2020,21,Maresme,08003,Alella,0,Home,Sospitós,18
02/05/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu PCR,4
02/05/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu per Test Ràpid,1
02/05/2020,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,18
02/05/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Sospitós,45
02/05/2020,40,Vallès Occidental,08184,Rubí,0,Home,Positiu PCR,1
02/05/2020,09,Baix Ebre,43903,Camarles,0,Home,Sospitós,2
02/05/2020,16,Conca de Barberà ,43086,Montblanc,0,Home,Sospitós,1
02/05/2020,21,Maresme,08281,Teià,0,Home,Sospitós,2
02/05/2020,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,6
02/05/2020,21,Maresme,08032,Caldes d'Estrac,0,Home,Sospitós,1
02/05/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,0,Home,Sospitós,1
02/05/2020,21,Maresme,08121,Mataró,1,Dona,Positiu PCR,2
02/05/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,2
02/05/2020,21,Maresme,08121,Mataró,1,Dona,Positiu per Test Ràpid,1
02/05/2020,24,Osona,08112,Manlleu,0,Home,Sospitós,2
02/05/2020,03,Alt Penedès,08227,Sant Martí Sarroca,0,Home,Sospitós,1
02/05/2020,21,Maresme,08121,Mataró,1,Dona,Sospitós,34
02/05/2020,17,Garraf,08270,Sitges,1,Dona,Positiu per Test Ràpid,1
02/05/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu per Test Ràpid,1
02/05/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,2
02/05/2020,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,3
02/05/2020,17,Garraf,08270,Sitges,1,Dona,Sospitós,4
02/05/2020,30,Ribera d'Ebre,43060,Flix,0,Home,Sospitós,1
02/05/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,1
02/05/2020,06,Anoia,08161,Piera,0,Home,Sospitós,10
02/05/2020,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,1
02/05/2020,07,Bages,08141,Navàs,1,Dona,Sospitós,1
02/05/2020,24,Osona,08237,Sant Quirze de Besora,1,Dona,Sospitós,1
02/05/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,16
02/05/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,4
02/05/2020,32,Segarra,25110,Guissona,1,Dona,Sospitós,1
02/05/2020,24,Osona,08265,Sant Vicenç de Torelló,1,Dona,Sospitós,1
02/05/2020,12,Baix Penedès,43090,El Montmell,1,Dona,Sospitós,6
02/05/2020,19,Garrotxa,17207,La Vall d'En Bas,1,Dona,Sospitós,1
02/05/2020,07,Bages,08010,Artés,1,Dona,Epidemiològic,1
02/05/2020,14,Berguedà ,08078,L'Espunyola,1,Dona,Sospitós,1
02/05/2020,03,Alt Penedès,08206,Sant Cugat Sesgarrigues,0,Home,Sospitós,1
02/05/2020,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Sospitós,3
02/05/2020,11,Baix Llobregat,08244,Santa Coloma de Cervelló,1,Dona,Sospitós,4
02/05/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,6
02/05/2020,21,Maresme,08006,Arenys de Mar,0,Home,Sospitós,2
02/05/2020,11,Baix Llobregat,08089,Gavà,0,Home,Positiu PCR,1
02/05/2020,41,Vallès Oriental,08041,Canovelles,1,Dona,Sospitós,18
02/05/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu PCR,1
02/05/2020,17,Garraf,08270,Sitges,0,Home,Positiu PCR,1
02/05/2020,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,8
02/05/2020,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Sospitós,2
02/05/2020,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,4
02/05/2020,17,Garraf,08270,Sitges,0,Home,Sospitós,9
02/05/2020,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,1
02/05/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,15
02/05/2020,34,Selva,17028,Brunyola,1,Dona,Sospitós,1
02/05/2020,20,Gironès,17087,Juià,0,Home,Sospitós,1
02/05/2020,02,Alt Empordà ,17062,L'Escala,1,Dona,Sospitós,1
02/05/2020,08,Baix Camp,43092,Mont-Roig del Camp,0,Home,Sospitós,2
02/05/2020,03,Alt Penedès,08304,Vilobí del Penedès,1,Dona,Sospitós,1
02/05/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Positiu PCR,1
02/05/2020,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,23
02/05/2020,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,2
02/05/2020,02,Alt Empordà ,17111,Navata,0,Home,Sospitós,1
02/05/2020,12,Baix Penedès,43090,El Montmell,0,Home,Sospitós,8
02/05/2020,01,Alt Camp,43108,El Pla de Santa Maria,1,Dona,Sospitós,1
02/05/2020,21,Maresme,08040,Canet de Mar,0,Home,Sospitós,1
02/05/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,0,Home,Sospitós,1
02/05/2020,21,Maresme,08282,Tiana,1,Dona,Sospitós,12
02/05/2020,13,Barcelonès,08015,Badalona,0,Home,Sospitós,20
02/05/2020,27,Pla d'Urgell,25137,Mollerussa,0,Home,Sospitós,1
02/05/2020,40,Vallès Occidental,08300,Viladecavalls,1,Dona,Sospitós,2
02/05/2020,13,Barcelonès,08015,Badalona,0,Home,Positiu PCR,2
02/05/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,25
02/05/2020,33,Segrià ,25120,Lleida,0,Home,Sospitós,15
02/05/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Sospitós,1
02/05/2020,13,Barcelonès,08019,Barcelona,0,Home,Epidemiològic,18
02/05/2020,21,Maresme,08118,El Masnou,0,Home,Sospitós,5
02/05/2020,01,Alt Camp,43005,Alcover,1,Dona,Sospitós,1
02/05/2020,28,Pla de l'Estany,17015,Banyoles,1,Dona,Sospitós,4
02/05/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu per Test Ràpid,1
02/05/2020,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Sospitós,1
02/05/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,1
02/05/2020,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,4
02/05/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Epidemiològic,1
02/05/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,11
02/05/2020,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2
02/05/2020,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,2
02/05/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Sospitós,57
02/05/2020,21,Maresme,08007,Arenys de Munt,0,Home,Sospitós,1
02/05/2020,34,Selva,17193,Sils,0,Home,Sospitós,1
02/05/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,20
02/05/2020,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,5
02/05/2020,12,Baix Penedès,43074,Llorenç del Penedès,1,Dona,Sospitós,2
02/05/2020,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Positiu PCR,1
02/05/2020,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,1
02/05/2020,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,1
02/05/2020,33,Segrià ,25023,Alpicat,0,Home,Sospitós,2
02/05/2020,08,Baix Camp,43088,Montbrió del Camp,0,Home,Sospitós,1
02/05/2020,40,Vallès Occidental,08187,Sabadell,1,Dona,Positiu PCR,3
02/05/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Epidemiològic,1
02/05/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Positiu per Test Ràpid,1
02/05/2020,30,Ribera d'Ebre,43019,Ascó,1,Dona,Sospitós,1
02/05/2020,37,Terra Alta,43106,El Pinell de Brai,1,Dona,Sospitós,1
02/05/2020,08,Baix Camp,43042,Castellvell del Camp,1,Dona,Sospitós,2
02/05/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,22
02/05/2020,34,Selva,17008,Anglès,1,Dona,Sospitós,1
02/05/2020,40,Vallès Occidental,08290,Ullastrell,1,Dona,Sospitós,1
02/05/2020,34,Selva,17164,Sant Hilari Sacalm,1,Dona,Positiu PCR,1
02/05/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu PCR,3
02/05/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,25
02/05/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,5
02/05/2020,01,Alt Camp,43161,Valls,0,Home,Sospitós,1
02/05/2020,03,Alt Penedès,08094,La Granada,1,Dona,Sospitós,1
02/05/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,4
02/05/2020,07,Bages,08047,Cardona,1,Dona,Sospitós,1
02/05/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu PCR,1
02/05/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,14
02/05/2020,41,Vallès Oriental,08256,Santa Maria de Martorelles,0,Home,Sospitós,1
02/05/2020,21,Maresme,08006,Arenys de Mar,0,Home,Positiu PCR,2
02/05/2020,42,Moianès,08138,Moià,0,Home,Sospitós,1
02/05/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu PCR,2
02/05/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Positiu PCR,1
02/05/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,2
02/05/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,16
02/05/2020,02,Alt Empordà ,17221,Vilafant,1,Dona,Sospitós,1
02/05/2020,08,Baix Camp,43129,Riudoms,0,Home,Sospitós,2
02/05/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Positiu PCR,2
02/05/2020,06,Anoia,08102,Igualada,1,Dona,Sospitós,5
02/05/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,10
02/05/2020,20,Gironès,17163,Sant Gregori,0,Home,Sospitós,3
02/05/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,19
02/05/2020,33,Segrià ,25007,Albatàrrec,0,Home,Sospitós,1
02/05/2020,06,Anoia,08161,Piera,1,Dona,Sospitós,6
02/05/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,2
02/05/2020,03,Alt Penedès,08122,Mediona,1,Dona,Sospitós,1
02/05/2020,06,Anoia,08044,Capellades,1,Dona,Sospitós,1
02/05/2020,13,Barcelonès,08019,Barcelona,0,Home,Positiu PCR,14
02/05/2020,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Sospitós,1
02/05/2020,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,31
02/05/2020,02,Alt Empordà ,17088,Lladó,0,Home,Sospitós,1
02/05/2020,01,Alt Camp,43001,Aiguamúrcia,0,Home,Sospitós,1
02/05/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,3
02/05/2020,02,Alt Empordà ,17152,Roses,1,Dona,Sospitós,1
