TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
01/06/2020,06,Anoia,08176,Pujalt,1,Dona,Sospitós,1
01/06/2020,12,Baix Penedès,43002,Albinyana,0,Home,Sospitós,1
01/06/2020,21,Maresme,08118,El Masnou,1,Dona,Sospitós,2
01/06/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Sospitós,1
01/06/2020,14,Berguedà ,08166,La Pobla de Lillet,0,Home,Sospitós,1
01/06/2020,18,Garrigues,25058,Les Borges Blanques,1,Dona,Sospitós,1
01/06/2020,07,Bages,08140,Navarcles,0,Home,Sospitós,2
01/06/2020,40,Vallès Occidental,08180,Ripollet,1,Dona,Sospitós,6
01/06/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,3
01/06/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,5
01/06/2020,28,Pla de l'Estany,17190,Serinyà,1,Dona,Sospitós,1
01/06/2020,26,Pallars Sobirà ,25086,Esterri d'Àneu,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Sospitós,2
01/06/2020,06,Anoia,08044,Capellades,0,Home,Sospitós,1
01/06/2020,24,Osona,08285,Torelló,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,0,Home,Sospitós,2
01/06/2020,21,Maresme,08110,Malgrat de Mar,0,Home,Sospitós,8
01/06/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Sospitós,1
01/06/2020,37,Terra Alta,43048,Corbera d'Ebre,0,Home,Sospitós,1
01/06/2020,24,Osona,08183,Roda de Ter,0,Home,Sospitós,1
01/06/2020,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,15
01/06/2020,34,Selva,17103,Maçanet de la Selva,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08035,Calella,0,Home,Sospitós,3
01/06/2020,42,Moianès,08239,Sant Quirze  Safaja,0,Home,Sospitós,1
01/06/2020,20,Gironès,17215,Vilablareix,1,Dona,Sospitós,2
01/06/2020,02,Alt Empordà ,17074,Fortià,0,Home,Sospitós,1
01/06/2020,08,Baix Camp,43123,Reus,0,Home,Positiu PCR,1
01/06/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,18
01/06/2020,03,Alt Penedès,08164,El Pla del Penedès,1,Dona,Sospitós,1
01/06/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,15
01/06/2020,23,Noguera,25172,Ponts,0,Home,Sospitós,2
01/06/2020,21,Maresme,08035,Calella,1,Dona,Sospitós,3
01/06/2020,11,Baix Llobregat,08056,Castelldefels,1,Dona,Sospitós,11
01/06/2020,34,Selva,17083,Hostalric,1,Dona,Sospitós,1
01/06/2020,33,Segrià ,25120,Lleida,1,Dona,Sospitós,31
01/06/2020,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Sospitós,5
01/06/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,1
01/06/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,12
01/06/2020,31,Ripollès,17167,Sant Joan de les Abadesses,1,Dona,Positiu PCR,1
01/06/2020,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,2
01/06/2020,,,,No classificat,0,Home,Sospitós,2
01/06/2020,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,7
01/06/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Positiu PCR,1
01/06/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Sospitós,12
01/06/2020,17,Garraf,08148,Olivella,0,Home,Sospitós,1
01/06/2020,34,Selva,17189,La Cellera de Ter,0,Home,Sospitós,1
01/06/2020,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,2
01/06/2020,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Sospitós,1
01/06/2020,14,Berguedà ,08092,Gironella,1,Dona,Positiu PCR,1
01/06/2020,02,Alt Empordà ,17230,Vila-Sacra,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,22
01/06/2020,24,Osona,08285,Torelló,1,Dona,Sospitós,3
01/06/2020,38,Urgell,25027,Anglesola,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu per Test Ràpid,2
01/06/2020,36,Tarragonès,43043,El Catllar,0,Home,Sospitós,1
01/06/2020,27,Pla d'Urgell,25135,Miralcamp,0,Home,Sospitós,1
01/06/2020,33,Segrià ,25254,Vilanova de la Barca,1,Dona,Sospitós,1
01/06/2020,08,Baix Camp,43116,Prades,1,Dona,Epidemiològic,1
01/06/2020,23,Noguera,25138,Montgai,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17088,Lladó,0,Home,Sospitós,1
01/06/2020,01,Alt Camp,43098,Nulles,0,Home,Sospitós,1
01/06/2020,36,Tarragonès,43012,Altafulla,1,Dona,Sospitós,1
01/06/2020,36,Tarragonès,43131,Roda de Berà,1,Dona,Sospitós,2
01/06/2020,27,Pla d'Urgell,25158,El Palau d'Anglesola,0,Home,Sospitós,2
01/06/2020,22,Montsià ,43014,Amposta,0,Home,Sospitós,2
01/06/2020,07,Bages,08262,Sant Vicenç de Castellet,0,Home,Sospitós,2
01/06/2020,35,Solsonès,25207,Solsona,0,Home,Sospitós,1
01/06/2020,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,28
01/06/2020,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Sospitós,4
01/06/2020,24,Osona,08298,Vic,1,Dona,Sospitós,6
01/06/2020,32,Segarra,25911,Els Plans de Sió,0,Home,Positiu PCR,1
01/06/2020,12,Baix Penedès,43074,Llorenç del Penedès,1,Dona,Sospitós,2
01/06/2020,20,Gironès,17215,Vilablareix,0,Home,Sospitós,1
01/06/2020,36,Tarragonès,43111,La Pobla de Montornès,0,Home,Sospitós,1
01/06/2020,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,3
01/06/2020,34,Selva,17027,Breda,1,Dona,Sospitós,1
01/06/2020,09,Baix Ebre,43149,Tivenys,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,1
01/06/2020,10,Baix Empordà ,17085,Jafre,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,3
01/06/2020,28,Pla de l'Estany,17015,Banyoles,1,Dona,Sospitós,2
01/06/2020,31,Ripollès,17167,Sant Joan de les Abadesses,1,Dona,Sospitós,1
01/06/2020,01,Alt Camp,43160,Vallmoll,1,Dona,Sospitós,1
01/06/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,4
01/06/2020,17,Garraf,08074,Cubelles,0,Home,Sospitós,2
01/06/2020,34,Selva,17213,Vidreres,0,Home,Sospitós,2
01/06/2020,08,Baix Camp,43123,Reus,0,Home,Sospitós,32
01/06/2020,02,Alt Empordà ,17012,Avinyonet de Puigventós,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17086,La Jonquera,0,Home,Sospitós,1
01/06/2020,11,Baix Llobregat,08020,Begues,0,Home,Sospitós,2
01/06/2020,16,Conca de Barberà ,43054,L'Espluga de Francolí,1,Dona,Sospitós,1
01/06/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,3
01/06/2020,33,Segrià ,25120,Lleida,0,Home,Sospitós,30
01/06/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Sospitós,6
01/06/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,4
01/06/2020,06,Anoia,08161,Piera,0,Home,Sospitós,3
01/06/2020,34,Selva,17027,Breda,0,Home,Sospitós,1
01/06/2020,22,Montsià ,43004,Alcanar,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17152,Roses,0,Home,Sospitós,1
01/06/2020,27,Pla d'Urgell,25041,Barbens,0,Home,Sospitós,1
01/06/2020,03,Alt Penedès,08065,Castellví de la Marca,1,Dona,Sospitós,1
01/06/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,12
01/06/2020,33,Segrià ,25021,Almenar,1,Dona,Sospitós,3
01/06/2020,01,Alt Camp,43161,Valls,1,Dona,Sospitós,9
01/06/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Positiu PCR,1
01/06/2020,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Sospitós,6
01/06/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Sospitós,4
01/06/2020,39,Aran,25121,Les,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08267,Sentmenat,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,5
01/06/2020,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Positiu PCR,1
01/06/2020,17,Garraf,08043,Canyelles,1,Dona,Positiu per Test Ràpid,1
01/06/2020,33,Segrià ,25189,Rosselló,1,Dona,Sospitós,1
01/06/2020,18,Garrigues,25009,L'Albi,0,Home,Sospitós,1
01/06/2020,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Sospitós,1
01/06/2020,07,Bages,08191,Sallent,1,Dona,Sospitós,3
01/06/2020,14,Berguedà ,08190,Saldes,0,Home,Sospitós,1
01/06/2020,24,Osona,08220,Sant Julià de Vilatorta,1,Dona,Sospitós,1
01/06/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,1
01/06/2020,33,Segrià ,25102,La Granja d'Escarp,1,Dona,Sospitós,1
01/06/2020,12,Baix Penedès,43137,Sant Jaume dels Domenys,1,Dona,Sospitós,1
01/06/2020,34,Selva,17146,Riells i Viabrea,1,Dona,Sospitós,3
01/06/2020,27,Pla d'Urgell,25048,Bell-Lloc d'Urgell,0,Home,Sospitós,1
01/06/2020,08,Baix Camp,43042,Castellvell del Camp,1,Dona,Sospitós,1
01/06/2020,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2
01/06/2020,11,Baix Llobregat,08001,Abrera,1,Dona,Sospitós,2
01/06/2020,02,Alt Empordà ,17140,El Port de la Selva,1,Dona,Sospitós,1
01/06/2020,25,Pallars Jussà ,25098,Gavet de la Conca,0,Home,Sospitós,1
01/06/2020,16,Conca de Barberà ,43147,Solivella,0,Home,Sospitós,1
01/06/2020,20,Gironès,17049,Celrà,0,Home,Sospitós,2
01/06/2020,20,Gironès,17155,Salt,1,Dona,Positiu PCR,1
01/06/2020,20,Gironès,17079,Girona,0,Home,Positiu PCR,1
01/06/2020,36,Tarragonès,43148,Tarragona,1,Dona,Positiu PCR,1
01/06/2020,38,Urgell,25217,Tàrrega,1,Dona,Positiu PCR,1
01/06/2020,23,Noguera,25008,Albesa,0,Home,Sospitós,1
01/06/2020,30,Ribera d'Ebre,43177,Vinebre,1,Dona,Sospitós,1
01/06/2020,27,Pla d'Urgell,25122,Linyola,0,Home,Sospitós,2
01/06/2020,07,Bages,08127,Monistrol de Montserrat,0,Home,Sospitós,2
01/06/2020,02,Alt Empordà ,17152,Roses,1,Dona,Sospitós,3
01/06/2020,19,Garrotxa,17114,Olot,0,Home,Sospitós,8
01/06/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,0,Home,Sospitós,2
01/06/2020,01,Alt Camp,43165,Vilabella,1,Dona,Sospitós,1
01/06/2020,33,Segrià ,25228,Torrefarrera,1,Dona,Sospitós,1
01/06/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,1
01/06/2020,11,Baix Llobregat,08289,Torrelles de Llobregat,0,Home,Sospitós,2
01/06/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08167,Polinyà,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08120,Matadepera,1,Dona,Sospitós,1
01/06/2020,07,Bages,08262,Sant Vicenç de Castellet,1,Dona,Sospitós,4
01/06/2020,17,Garraf,08270,Sitges,1,Dona,Sospitós,10
01/06/2020,21,Maresme,08030,Cabrils,1,Dona,Sospitós,2
01/06/2020,07,Bages,08113,Manresa,1,Dona,Positiu PCR,1
01/06/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,2
01/06/2020,24,Osona,08067,Centelles,0,Home,Sospitós,1
01/06/2020,07,Bages,08192,Santpedor,1,Dona,Sospitós,1
01/06/2020,14,Berguedà ,08144,Olvan,1,Dona,Positiu PCR,1
01/06/2020,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,5
01/06/2020,06,Anoia,08143,Òdena,1,Dona,Positiu per Test Ràpid,1
01/06/2020,33,Segrià ,25053,Benavent de Segrià,1,Dona,Sospitós,1
01/06/2020,30,Ribera d'Ebre,43094,Móra la Nova,0,Home,Sospitós,1
01/06/2020,02,Alt Empordà ,17223,Vilajuïga,1,Dona,Sospitós,2
01/06/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,2
01/06/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Sospitós,5
01/06/2020,23,Noguera,25040,Balaguer,1,Dona,Sospitós,3
01/06/2020,07,Bages,08038,Callús,0,Home,Sospitós,1
01/06/2020,,,,(Altres municipis),0,Home,Sospitós,4
01/06/2020,36,Tarragonès,43148,Tarragona,0,Home,Positiu PCR,2
01/06/2020,38,Urgell,25003,Agramunt,0,Home,Sospitós,1
01/06/2020,32,Segarra,25110,Guissona,0,Home,Positiu PCR,1
01/06/2020,36,Tarragonès,43905,Salou,1,Dona,Sospitós,4
01/06/2020,38,Urgell,25109,Guimerà,0,Home,Sospitós,1
01/06/2020,20,Gironès,17089,Llagostera,1,Dona,Sospitós,1
01/06/2020,22,Montsià ,43044,La Sénia,1,Dona,Sospitós,1
01/06/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,1
01/06/2020,12,Baix Penedès,43140,Santa Oliva,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,2
01/06/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,5
01/06/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,3
01/06/2020,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Sospitós,3
01/06/2020,07,Bages,08061,Castellgalí,1,Dona,Sospitós,1
01/06/2020,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,1
01/06/2020,14,Berguedà ,08144,Olvan,0,Home,Sospitós,1
01/06/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,1
01/06/2020,06,Anoia,08102,Igualada,0,Home,Sospitós,2
01/06/2020,40,Vallès Occidental,08291,Vacarisses,0,Home,Sospitós,2
01/06/2020,13,Barcelonès,08019,Barcelona,1,Dona,Sospitós,129
01/06/2020,33,Segrià ,25232,Torres del Segre,1,Dona,Sospitós,1
01/06/2020,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,4
01/06/2020,19,Garrotxa,17114,Olot,1,Dona,Sospitós,13
01/06/2020,23,Noguera,25047,Bellcaire d'Urgell,1,Dona,Sospitós,2
01/06/2020,11,Baix Llobregat,08244,Santa Coloma de Cervelló,1,Dona,Sospitós,3
01/06/2020,20,Gironès,17089,Llagostera,0,Home,Sospitós,2
01/06/2020,24,Osona,08037,Calldetenes,0,Home,Sospitós,1
01/06/2020,07,Bages,08053,Castellbell i el Vilar,1,Dona,Sospitós,1
01/06/2020,20,Gironès,17020,Bescanó,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Sospitós,2
01/06/2020,20,Gironès,17155,Salt,0,Home,Sospitós,13
01/06/2020,06,Anoia,08031,Calaf,1,Dona,Sospitós,2
01/06/2020,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,1
01/06/2020,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,6
01/06/2020,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,3
01/06/2020,21,Maresme,08235,Sant Pol de Mar,0,Home,Sospitós,1
01/06/2020,21,Maresme,08284,Tordera,0,Home,Sospitós,3
01/06/2020,17,Garraf,08074,Cubelles,1,Dona,Sospitós,1
01/06/2020,34,Selva,17193,Sils,1,Dona,Sospitós,3
01/06/2020,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,6
01/06/2020,27,Pla d'Urgell,25137,Mollerussa,0,Home,Positiu PCR,2
01/06/2020,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Sospitós,1
01/06/2020,35,Solsonès,25151,Olius,0,Home,Sospitós,2
01/06/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,1
01/06/2020,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,3
01/06/2020,34,Selva,17180,Santa Coloma de Farners,1,Dona,Positiu per Test Ràpid,1
01/06/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,3
01/06/2020,12,Baix Penedès,43016,L'Arboç,0,Home,Sospitós,1
01/06/2020,36,Tarragonès,43047,Constantí,0,Home,Positiu PCR,1
01/06/2020,07,Bages,08140,Navarcles,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,9
01/06/2020,07,Bages,08192,Santpedor,0,Home,Sospitós,3
01/06/2020,01,Alt Camp,43119,Puigpelat,0,Home,Sospitós,1
01/06/2020,42,Moianès,08055,Castellcir,0,Home,Sospitós,1
01/06/2020,21,Maresme,08007,Arenys de Munt,1,Dona,Sospitós,3
01/06/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,1,Dona,Sospitós,3
01/06/2020,23,Noguera,25138,Montgai,0,Home,Sospitós,1
01/06/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Sospitós,2
01/06/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,8
01/06/2020,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,1
01/06/2020,02,Alt Empordà ,17077,Garriguella,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08279,Terrassa,0,Home,Sospitós,42
01/06/2020,20,Gironès,17079,Girona,1,Dona,Sospitós,21
01/06/2020,37,Terra Alta,43071,Horta de Sant Joan,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,6
01/06/2020,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,2
01/06/2020,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,4
01/06/2020,08,Baix Camp,43042,Castellvell del Camp,0,Home,Sospitós,1
01/06/2020,20,Gironès,17155,Salt,1,Dona,Sospitós,13
01/06/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,1
01/06/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,1
01/06/2020,02,Alt Empordà ,17221,Vilafant,0,Home,Sospitós,2
01/06/2020,21,Maresme,08003,Alella,1,Dona,Sospitós,1
01/06/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Sospitós,1
01/06/2020,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,3
01/06/2020,12,Baix Penedès,43016,L'Arboç,1,Dona,Sospitós,8
01/06/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,1
01/06/2020,37,Terra Alta,43175,Vilalba dels Arcs,0,Home,Sospitós,1
01/06/2020,33,Segrià ,25013,Alfarràs,0,Home,Sospitós,2
01/06/2020,27,Pla d'Urgell,25099,Golmés,0,Home,Sospitós,1
01/06/2020,07,Bages,08274,Súria,1,Dona,Sospitós,2
01/06/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,17
01/06/2020,36,Tarragonès,43100,Els Pallaresos,1,Dona,Sospitós,1
01/06/2020,07,Bages,08062,Castellnou de Bages,1,Dona,Sospitós,1
01/06/2020,22,Montsià ,43156,Ulldecona,0,Home,Sospitós,1
01/06/2020,04,Alt Urgell,25005,Alàs i Cerc,0,Home,Sospitós,1
01/06/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Sospitós,18
01/06/2020,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,1
01/06/2020,01,Alt Camp,43005,Alcover,0,Home,Sospitós,2
01/06/2020,21,Maresme,08121,Mataró,1,Dona,Sospitós,25
01/06/2020,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,2
01/06/2020,21,Maresme,08214,Vilassar de Dalt,0,Home,Sospitós,1
01/06/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,1
01/06/2020,34,Selva,17164,Sant Hilari Sacalm,1,Dona,Sospitós,2
01/06/2020,36,Tarragonès,43905,Salou,0,Home,Sospitós,1
01/06/2020,20,Gironès,17044,Cassà de la Selva,1,Dona,Sospitós,6
01/06/2020,24,Osona,08112,Manlleu,0,Home,Sospitós,2
01/06/2020,21,Maresme,08155,Palafolls,1,Dona,Sospitós,1
01/06/2020,18,Garrigues,25058,Les Borges Blanques,0,Home,Sospitós,1
01/06/2020,08,Baix Camp,43123,Reus,1,Dona,Sospitós,32
01/06/2020,07,Bages,08218,Sant Joan de Vilatorrada,0,Home,Sospitós,9
01/06/2020,37,Terra Alta,43064,Gandesa,1,Dona,Sospitós,1
01/06/2020,26,Pallars Sobirà ,25209,Sort,0,Home,Sospitós,2
01/06/2020,03,Alt Penedès,08227,Sant Martí Sarroca,1,Dona,Sospitós,3
01/06/2020,37,Terra Alta,43106,El Pinell de Brai,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,6
01/06/2020,33,Segrià ,25182,Puigverd de Lleida,1,Dona,Sospitós,2
01/06/2020,33,Segrià ,25211,Sudanell,1,Dona,Sospitós,1
01/06/2020,11,Baix Llobregat,08204,Sant Climent de Llobregat,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08235,Sant Pol de Mar,1,Dona,Sospitós,1
01/06/2020,27,Pla d'Urgell,25158,El Palau d'Anglesola,1,Dona,Sospitós,1
01/06/2020,33,Segrià ,25174,La Portella,0,Home,Sospitós,1
01/06/2020,21,Maresme,08035,Calella,0,Home,Positiu PCR,1
01/06/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Sospitós,8
01/06/2020,12,Baix Penedès,43137,Sant Jaume dels Domenys,0,Home,Positiu PCR,1
01/06/2020,37,Terra Alta,43071,Horta de Sant Joan,1,Dona,Sospitós,1
01/06/2020,08,Baix Camp,43145,La Selva del Camp,0,Home,Sospitós,2
01/06/2020,29,Priorat,43157,Ulldemolins,0,Home,Sospitós,2
01/06/2020,06,Anoia,08044,Capellades,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,5
01/06/2020,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,4
01/06/2020,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,1
01/06/2020,34,Selva,17180,Santa Coloma de Farners,0,Home,Sospitós,4
01/06/2020,07,Bages,08010,Artés,1,Dona,Sospitós,1
01/06/2020,36,Tarragonès,43131,Roda de Berà,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,1
01/06/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,3
01/06/2020,08,Baix Camp,43038,Cambrils,0,Home,Positiu PCR,1
01/06/2020,07,Bages,08012,Avinyó,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08118,El Masnou,0,Home,Sospitós,1
01/06/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu PCR,1
01/06/2020,40,Vallès Occidental,08187,Sabadell,1,Dona,Positiu PCR,1
01/06/2020,07,Bages,08191,Sallent,0,Home,Sospitós,2
01/06/2020,38,Urgell,25050,Bellpuig,1,Dona,Sospitós,1
01/06/2020,34,Selva,17101,Massanes,1,Dona,Sospitós,2
01/06/2020,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Sospitós,2
01/06/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,1
01/06/2020,19,Garrotxa,17139,Les Preses,1,Dona,Positiu PCR,1
01/06/2020,23,Noguera,25047,Bellcaire d'Urgell,0,Home,Sospitós,1
01/06/2020,07,Bages,08047,Cardona,0,Home,Sospitós,2
01/06/2020,02,Alt Empordà ,17111,Navata,1,Dona,Sospitós,3
01/06/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,4
01/06/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,24
01/06/2020,06,Anoia,08102,Igualada,1,Dona,Sospitós,9
01/06/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Sospitós,2
01/06/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,0,Home,Sospitós,1
01/06/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Sospitós,3
01/06/2020,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,2
01/06/2020,24,Osona,08298,Vic,0,Home,Sospitós,3
01/06/2020,24,Osona,08278,Taradell,1,Dona,Sospitós,3
01/06/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,10
01/06/2020,20,Gironès,17050,Cervià de Ter,1,Dona,Sospitós,1
01/06/2020,40,Vallès Occidental,08267,Sentmenat,0,Home,Sospitós,3
01/06/2020,12,Baix Penedès,43024,Bellvei,0,Home,Sospitós,2
01/06/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,2
01/06/2020,06,Anoia,08286,La Torre de Claramunt,0,Home,Sospitós,1
01/06/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,8
01/06/2020,38,Urgell,25217,Tàrrega,0,Home,Positiu PCR,1
01/06/2020,14,Berguedà ,08144,Olvan,0,Home,Positiu PCR,1
01/06/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Sospitós,1
01/06/2020,14,Berguedà ,08022,Berga,1,Dona,Sospitós,3
01/06/2020,07,Bages,08141,Navàs,0,Home,Sospitós,1
01/06/2020,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Sospitós,1
01/06/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Sospitós,16
01/06/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,16
01/06/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,1
01/06/2020,21,Maresme,08126,Montgat,1,Dona,Sospitós,2
01/06/2020,20,Gironès,17186,Sarrià de Ter,1,Dona,Sospitós,1
01/06/2020,08,Baix Camp,43129,Riudoms,0,Home,Sospitós,3
01/06/2020,03,Alt Penedès,08122,Mediona,1,Dona,Sospitós,1
