Data defunció,Codi Comarca,Comarca,Codi Sexe,Sexe,Nombre defuncions
13/04/2020,21,Maresme,1,Dona,8
13/04/2020,40,Vallès Occidental,1,Dona,18
13/04/2020,41,Vallès Oriental,0,Home,5
13/04/2020,33,Segrià,1,Dona,2
13/04/2020,40,Vallès Occidental,0,Home,10
13/04/2020,24,Osona,1,Dona,4
13/04/2020,7,Bages,0,Home,6
13/04/2020,11,Baix Llobregat,0,Home,12
13/04/2020,8,Baix Camp,0,Home,2
13/04/2020,41,Vallès Oriental,1,Dona,7
13/04/2020,11,Baix Llobregat,1,Dona,12
12/04/2020,13,Barcelonès,1,Dona,77
12/04/2020,6,Anoia,1,Dona,2
12/04/2020,36,Tarragonès,0,Home,3
12/04/2020,7,Bages,1,Dona,12
12/04/2020,27,Pla d'Urgell,1,Dona,1
12/04/2020,11,Baix Llobregat,1,Dona,14
12/04/2020,13,Barcelonès,0,Home,56
12/04/2020,14,Berguedà,1,Dona,1
12/04/2020,3,Alt Penedès,0,Home,6
12/04/2020,24,Osona,0,Home,1
12/04/2020,14,Berguedà,0,Home,1
12/04/2020,40,Vallès Occidental,0,Home,13
12/04/2020,21,Maresme,0,Home,7
12/04/2020,33,Segrià,1,Dona,1
12/04/2020,17,Garraf,1,Dona,2
12/04/2020,3,Alt Penedès,1,Dona,2
12/04/2020,27,Pla d'Urgell,0,Home,1
12/04/2020,34,Selva,0,Home,2
12/04/2020,33,Segrià,0,Home,3
12/04/2020,41,Vallès Oriental,0,Home,2
12/04/2020,24,Osona,1,Dona,7
12/04/2020,6,Anoia,0,Home,3
12/04/2020,19,Garrotxa,0,Home,1
12/04/2020,20,Gironès,1,Dona,1
12/04/2020,8,Baix Camp,1,Dona,1
12/04/2020,19,Garrotxa,1,Dona,3
12/04/2020,21,Maresme,1,Dona,6
12/04/2020,7,Bages,0,Home,5
12/04/2020,36,Tarragonès,1,Dona,1
12/04/2020,40,Vallès Occidental,1,Dona,20
12/04/2020,2,Alt Empordà,0,Home,4
12/04/2020,12,Baix Penedès,0,Home,3
12/04/2020,20,Gironès,0,Home,3
12/04/2020,17,Garraf,0,Home,1
12/04/2020,11,Baix Llobregat,0,Home,17
12/04/2020,41,Vallès Oriental,1,Dona,7
12/04/2020,34,Selva,1,Dona,4
12/04/2020,10,Baix Empordà,0,Home,1
11/04/2020,12,Baix Penedès,0,Home,1
11/04/2020,36,Tarragonès,0,Home,1
11/04/2020,28,Pla de l'Estany,0,Home,1
11/04/2020,11,Baix Llobregat,1,Dona,21
11/04/2020,33,Segrià,1,Dona,2
11/04/2020,17,Garraf,1,Dona,4
11/04/2020,7,Bages,0,Home,6
11/04/2020,40,Vallès Occidental,0,Home,14
11/04/2020,36,Tarragonès,1,Dona,1
11/04/2020,27,Pla d'Urgell,0,Home,2
11/04/2020,20,Gironès,0,Home,2
11/04/2020,21,Maresme,1,Dona,10
11/04/2020,14,Berguedà,0,Home,1
11/04/2020,34,Selva,0,Home,1
11/04/2020,6,Anoia,0,Home,4
11/04/2020,21,Maresme,0,Home,10
11/04/2020,42,Moianès,1,Dona,1
11/04/2020,7,Bages,1,Dona,13
11/04/2020,39,Val d'Aran,1,Dona,1
11/04/2020,40,Vallès Occidental,1,Dona,25
11/04/2020,24,Osona,1,Dona,3
11/04/2020,13,Barcelonès,1,Dona,72
11/04/2020,3,Alt Penedès,1,Dona,4
11/04/2020,12,Baix Penedès,1,Dona,1
11/04/2020,11,Baix Llobregat,0,Home,10
11/04/2020,30,Ribera d'Ebre,1,Dona,1
11/04/2020,17,Garraf,0,Home,1
11/04/2020,32,Segarra,1,Dona,1
11/04/2020,6,Anoia,1,Dona,3
11/04/2020,20,Gironès,1,Dona,7
11/04/2020,10,Baix Empordà,0,Home,1
11/04/2020,41,Vallès Oriental,1,Dona,5
11/04/2020,41,Vallès Oriental,0,Home,7
11/04/2020,14,Berguedà,1,Dona,3
11/04/2020,13,Barcelonès,0,Home,63
11/04/2020,8,Baix Camp,0,Home,1
11/04/2020,3,Alt Penedès,0,Home,1
11/04/2020,33,Segrià,0,Home,4
11/04/2020,34,Selva,1,Dona,1
10/04/2020,8,Baix Camp,1,Dona,1
10/04/2020,14,Berguedà,0,Home,1
10/04/2020,33,Segrià,0,Home,2
10/04/2020,36,Tarragonès,1,Dona,4
10/04/2020,7,Bages,0,Home,4
10/04/2020,39,Val d'Aran,0,Home,1
10/04/2020,10,Baix Empordà,0,Home,1
10/04/2020,21,Maresme,0,Home,6
10/04/2020,17,Garraf,0,Home,1
10/04/2020,34,Selva,0,Home,3
10/04/2020,17,Garraf,1,Dona,3
10/04/2020,1,Alt Camp,1,Dona,1
10/04/2020,6,Anoia,1,Dona,4
10/04/2020,13,Barcelonès,0,Home,55
10/04/2020,9,Baix Ebre,1,Dona,1
10/04/2020,19,Garrotxa,1,Dona,3
10/04/2020,20,Gironès,0,Home,3
10/04/2020,7,Bages,1,Dona,10
10/04/2020,24,Osona,1,Dona,1
10/04/2020,11,Baix Llobregat,0,Home,11
10/04/2020,14,Berguedà,1,Dona,1
10/04/2020,41,Vallès Oriental,1,Dona,10
10/04/2020,36,Tarragonès,0,Home,2
10/04/2020,42,Moianès,1,Dona,1
10/04/2020,24,Osona,0,Home,3
10/04/2020,41,Vallès Oriental,0,Home,2
10/04/2020,40,Vallès Occidental,0,Home,14
10/04/2020,33,Segrià,1,Dona,1
10/04/2020,3,Alt Penedès,0,Home,2
10/04/2020,34,Selva,1,Dona,4
10/04/2020,40,Vallès Occidental,1,Dona,24
10/04/2020,21,Maresme,1,Dona,10
10/04/2020,6,Anoia,0,Home,5
10/04/2020,11,Baix Llobregat,1,Dona,33
10/04/2020,20,Gironès,1,Dona,1
10/04/2020,13,Barcelonès,1,Dona,63
10/04/2020,3,Alt Penedès,1,Dona,7
10/04/2020,12,Baix Penedès,0,Home,4
09/04/2020,6,Anoia,1,Dona,6
09/04/2020,2,Alt Empordà,0,Home,1
09/04/2020,20,Gironès,1,Dona,4
09/04/2020,20,Gironès,0,Home,1
09/04/2020,17,Garraf,0,Home,3
09/04/2020,24,Osona,1,Dona,2
09/04/2020,40,Vallès Occidental,1,Dona,20
09/04/2020,1,Alt Camp,0,Home,1
09/04/2020,13,Barcelonès,1,Dona,63
09/04/2020,12,Baix Penedès,0,Home,4
09/04/2020,8,Baix Camp,0,Home,3
09/04/2020,28,Pla de l'Estany,0,Home,2
09/04/2020,11,Baix Llobregat,0,Home,25
09/04/2020,28,Pla de l'Estany,1,Dona,1
09/04/2020,11,Baix Llobregat,1,Dona,26
09/04/2020,34,Selva,1,Dona,2
09/04/2020,36,Tarragonès,1,Dona,7
09/04/2020,42,Moianès,0,Home,1
09/04/2020,7,Bages,0,Home,4
09/04/2020,21,Maresme,0,Home,7
09/04/2020,6,Anoia,0,Home,5
09/04/2020,24,Osona,0,Home,5
09/04/2020,27,Pla d'Urgell,0,Home,1
09/04/2020,41,Vallès Oriental,0,Home,5
09/04/2020,7,Bages,1,Dona,10
09/04/2020,34,Selva,0,Home,4
09/04/2020,21,Maresme,1,Dona,9
09/04/2020,2,Alt Empordà,1,Dona,1
09/04/2020,14,Berguedà,0,Home,3
09/04/2020,42,Moianès,1,Dona,1
09/04/2020,3,Alt Penedès,1,Dona,5
09/04/2020,17,Garraf,1,Dona,5
09/04/2020,19,Garrotxa,1,Dona,2
09/04/2020,8,Baix Camp,1,Dona,1
09/04/2020,36,Tarragonès,0,Home,2
09/04/2020,19,Garrotxa,0,Home,3
09/04/2020,40,Vallès Occidental,0,Home,16
09/04/2020,13,Barcelonès,0,Home,68
09/04/2020,25,Pallars Jussà,1,Dona,1
09/04/2020,1,Alt Camp,1,Dona,1
09/04/2020,33,Segrià,0,Home,1
09/04/2020,3,Alt Penedès,0,Home,1
09/04/2020,41,Vallès Oriental,1,Dona,7
08/04/2020,17,Garraf,0,Home,2
08/04/2020,28,Pla de l'Estany,1,Dona,2
08/04/2020,7,Bages,1,Dona,11
08/04/2020,42,Moianès,1,Dona,2
08/04/2020,21,Maresme,0,Home,5
08/04/2020,25,Pallars Jussà,0,Home,1
08/04/2020,33,Segrià,0,Home,2
08/04/2020,33,Segrià,1,Dona,1
08/04/2020,9,Baix Ebre,1,Dona,1
08/04/2020,16,Conca de Barberà,0,Home,1
08/04/2020,41,Vallès Oriental,0,Home,7
08/04/2020,4,Alt Urgell,0,Home,1
08/04/2020,20,Gironès,1,Dona,3
08/04/2020,11,Baix Llobregat,1,Dona,27
08/04/2020,38,Urgell,1,Dona,1
08/04/2020,34,Selva,0,Home,4
08/04/2020,40,Vallès Occidental,0,Home,17
08/04/2020,12,Baix Penedès,0,Home,3
08/04/2020,34,Selva,1,Dona,3
08/04/2020,41,Vallès Oriental,1,Dona,6
08/04/2020,8,Baix Camp,1,Dona,2
08/04/2020,19,Garrotxa,1,Dona,1
08/04/2020,36,Tarragonès,0,Home,4
08/04/2020,36,Tarragonès,1,Dona,3
08/04/2020,11,Baix Llobregat,0,Home,18
08/04/2020,24,Osona,1,Dona,9
08/04/2020,40,Vallès Occidental,1,Dona,16
08/04/2020,6,Anoia,1,Dona,4
08/04/2020,17,Garraf,1,Dona,3
08/04/2020,13,Barcelonès,1,Dona,79
08/04/2020,6,Anoia,0,Home,3
08/04/2020,21,Maresme,1,Dona,7
08/04/2020,12,Baix Penedès,1,Dona,1
08/04/2020,14,Berguedà,0,Home,1
08/04/2020,7,Bages,0,Home,9
08/04/2020,3,Alt Penedès,1,Dona,3
08/04/2020,24,Osona,0,Home,4
08/04/2020,14,Berguedà,1,Dona,2
08/04/2020,2,Alt Empordà,0,Home,1
08/04/2020,19,Garrotxa,0,Home,2
08/04/2020,13,Barcelonès,0,Home,57
08/04/2020,10,Baix Empordà,0,Home,1
08/04/2020,3,Alt Penedès,0,Home,3
08/04/2020,10,Baix Empordà,1,Dona,1
07/04/2020,24,Osona,0,Home,4
07/04/2020,24,Osona,1,Dona,3
07/04/2020,7,Bages,0,Home,5
07/04/2020,17,Garraf,0,Home,4
07/04/2020,13,Barcelonès,0,Home,76
07/04/2020,21,Maresme,0,Home,6
07/04/2020,37,Terra Alta,1,Dona,1
07/04/2020,21,Maresme,1,Dona,8
07/04/2020,3,Alt Penedès,0,Home,2
07/04/2020,20,Gironès,0,Home,5
07/04/2020,40,Vallès Occidental,1,Dona,22
07/04/2020,7,Bages,1,Dona,8
07/04/2020,33,Segrià,0,Home,4
07/04/2020,25,Pallars Jussà,0,Home,1
07/04/2020,6,Anoia,1,Dona,4
07/04/2020,34,Selva,0,Home,6
07/04/2020,19,Garrotxa,0,Home,1
07/04/2020,6,Anoia,0,Home,3
07/04/2020,17,Garraf,1,Dona,3
07/04/2020,23,Noguera,0,Home,1
07/04/2020,3,Alt Penedès,1,Dona,4
07/04/2020,8,Baix Camp,0,Home,1
07/04/2020,19,Garrotxa,1,Dona,3
07/04/2020,40,Vallès Occidental,0,Home,18
07/04/2020,41,Vallès Oriental,1,Dona,1
07/04/2020,14,Berguedà,0,Home,4
07/04/2020,12,Baix Penedès,0,Home,4
07/04/2020,34,Selva,1,Dona,2
07/04/2020,14,Berguedà,1,Dona,2
07/04/2020,13,Barcelonès,1,Dona,85
07/04/2020,36,Tarragonès,0,Home,2
07/04/2020,11,Baix Llobregat,1,Dona,23
07/04/2020,41,Vallès Oriental,0,Home,9
07/04/2020,20,Gironès,1,Dona,5
07/04/2020,2,Alt Empordà,1,Dona,2
07/04/2020,11,Baix Llobregat,0,Home,12
07/04/2020,36,Tarragonès,1,Dona,1
07/04/2020,10,Baix Empordà,1,Dona,2
07/04/2020,1,Alt Camp,1,Dona,4
06/04/2020,36,Tarragonès,0,Home,3
06/04/2020,13,Barcelonès,1,Dona,77
06/04/2020,12,Baix Penedès,1,Dona,1
06/04/2020,10,Baix Empordà,1,Dona,1
06/04/2020,33,Segrià,0,Home,4
06/04/2020,6,Anoia,1,Dona,6
06/04/2020,21,Maresme,0,Home,2
06/04/2020,11,Baix Llobregat,0,Home,22
06/04/2020,17,Garraf,1,Dona,1
06/04/2020,14,Berguedà,0,Home,4
06/04/2020,33,Segrià,1,Dona,5
06/04/2020,24,Osona,0,Home,3
06/04/2020,3,Alt Penedès,1,Dona,2
06/04/2020,42,Moianès,1,Dona,1
06/04/2020,7,Bages,0,Home,2
06/04/2020,17,Garraf,0,Home,2
06/04/2020,20,Gironès,1,Dona,4
06/04/2020,38,Urgell,0,Home,1
06/04/2020,34,Selva,1,Dona,1
06/04/2020,31,Ripollès,1,Dona,1
06/04/2020,24,Osona,1,Dona,4
06/04/2020,19,Garrotxa,0,Home,1
06/04/2020,40,Vallès Occidental,0,Home,15
06/04/2020,25,Pallars Jussà,0,Home,1
06/04/2020,3,Alt Penedès,0,Home,2
06/04/2020,28,Pla de l'Estany,1,Dona,1
06/04/2020,6,Anoia,0,Home,4
06/04/2020,7,Bages,1,Dona,4
06/04/2020,37,Terra Alta,0,Home,1
06/04/2020,8,Baix Camp,0,Home,2
06/04/2020,41,Vallès Oriental,0,Home,6
06/04/2020,42,Moianès,0,Home,1
06/04/2020,34,Selva,0,Home,3
06/04/2020,40,Vallès Occidental,1,Dona,31
06/04/2020,1,Alt Camp,1,Dona,1
06/04/2020,21,Maresme,1,Dona,5
06/04/2020,13,Barcelonès,0,Home,75
06/04/2020,23,Noguera,0,Home,1
06/04/2020,41,Vallès Oriental,1,Dona,10
06/04/2020,20,Gironès,0,Home,2
06/04/2020,36,Tarragonès,1,Dona,4
06/04/2020,8,Baix Camp,1,Dona,1
06/04/2020,11,Baix Llobregat,1,Dona,17
05/04/2020,20,Gironès,1,Dona,3
05/04/2020,36,Tarragonès,1,Dona,3
05/04/2020,8,Baix Camp,1,Dona,1
05/04/2020,7,Bages,0,Home,9
05/04/2020,38,Urgell,0,Home,1
05/04/2020,19,Garrotxa,0,Home,1
05/04/2020,11,Baix Llobregat,1,Dona,23
05/04/2020,7,Bages,1,Dona,8
05/04/2020,8,Baix Camp,0,Home,1
05/04/2020,34,Selva,1,Dona,2
05/04/2020,12,Baix Penedès,1,Dona,1
05/04/2020,3,Alt Penedès,1,Dona,2
05/04/2020,21,Maresme,1,Dona,4
05/04/2020,13,Barcelonès,1,Dona,80
05/04/2020,24,Osona,0,Home,3
05/04/2020,12,Baix Penedès,0,Home,1
05/04/2020,3,Alt Penedès,0,Home,1
05/04/2020,6,Anoia,1,Dona,4
05/04/2020,25,Pallars Jussà,0,Home,1
05/04/2020,19,Garrotxa,1,Dona,3
05/04/2020,36,Tarragonès,0,Home,1
05/04/2020,24,Osona,1,Dona,2
05/04/2020,40,Vallès Occidental,0,Home,18
05/04/2020,6,Anoia,0,Home,5
05/04/2020,41,Vallès Oriental,0,Home,7
05/04/2020,13,Barcelonès,0,Home,63
05/04/2020,20,Gironès,0,Home,3
05/04/2020,21,Maresme,0,Home,5
05/04/2020,2,Alt Empordà,1,Dona,1
05/04/2020,33,Segrià,0,Home,1
05/04/2020,10,Baix Empordà,0,Home,1
05/04/2020,22,Montsià,1,Dona,2
05/04/2020,40,Vallès Occidental,1,Dona,24
05/04/2020,41,Vallès Oriental,1,Dona,10
05/04/2020,14,Berguedà,0,Home,1
05/04/2020,25,Pallars Jussà,1,Dona,1
05/04/2020,11,Baix Llobregat,0,Home,28
05/04/2020,17,Garraf,1,Dona,6
05/04/2020,14,Berguedà,1,Dona,6
04/04/2020,8,Baix Camp,0,Home,1
04/04/2020,34,Selva,0,Home,3
04/04/2020,17,Garraf,1,Dona,1
04/04/2020,14,Berguedà,1,Dona,3
04/04/2020,7,Bages,0,Home,4
04/04/2020,41,Vallès Oriental,1,Dona,5
04/04/2020,41,Vallès Oriental,0,Home,12
04/04/2020,34,Selva,1,Dona,4
04/04/2020,3,Alt Penedès,1,Dona,5
04/04/2020,10,Baix Empordà,0,Home,1
04/04/2020,13,Barcelonès,0,Home,71
04/04/2020,21,Maresme,0,Home,8
04/04/2020,42,Moianès,1,Dona,1
04/04/2020,19,Garrotxa,0,Home,1
04/04/2020,33,Segrià,1,Dona,1
04/04/2020,10,Baix Empordà,1,Dona,1
04/04/2020,17,Garraf,0,Home,3
04/04/2020,33,Segrià,0,Home,1
04/04/2020,20,Gironès,0,Home,8
04/04/2020,24,Osona,1,Dona,5
04/04/2020,6,Anoia,0,Home,6
04/04/2020,19,Garrotxa,1,Dona,4
04/04/2020,36,Tarragonès,1,Dona,5
04/04/2020,36,Tarragonès,0,Home,2
04/04/2020,2,Alt Empordà,1,Dona,1
04/04/2020,21,Maresme,1,Dona,5
04/04/2020,12,Baix Penedès,0,Home,1
04/04/2020,40,Vallès Occidental,0,Home,22
04/04/2020,11,Baix Llobregat,1,Dona,28
04/04/2020,13,Barcelonès,1,Dona,66
04/04/2020,40,Vallès Occidental,1,Dona,23
04/04/2020,24,Osona,0,Home,4
04/04/2020,9,Baix Ebre,0,Home,1
04/04/2020,7,Bages,1,Dona,2
04/04/2020,14,Berguedà,0,Home,2
04/04/2020,11,Baix Llobregat,0,Home,23
04/04/2020,22,Montsià,1,Dona,1
04/04/2020,6,Anoia,1,Dona,4
03/04/2020,12,Baix Penedès,1,Dona,3
03/04/2020,40,Vallès Occidental,0,Home,23
03/04/2020,41,Vallès Oriental,0,Home,8
03/04/2020,20,Gironès,0,Home,5
03/04/2020,1,Alt Camp,1,Dona,2
03/04/2020,7,Bages,1,Dona,5
03/04/2020,6,Anoia,1,Dona,3
03/04/2020,25,Pallars Jussà,0,Home,1
03/04/2020,21,Maresme,1,Dona,10
03/04/2020,28,Pla de l'Estany,1,Dona,1
03/04/2020,19,Garrotxa,0,Home,1
03/04/2020,17,Garraf,0,Home,7
03/04/2020,3,Alt Penedès,0,Home,4
03/04/2020,40,Vallès Occidental,1,Dona,24
03/04/2020,28,Pla de l'Estany,0,Home,2
03/04/2020,31,Ripollès,1,Dona,1
03/04/2020,34,Selva,0,Home,3
03/04/2020,41,Vallès Oriental,1,Dona,1
03/04/2020,36,Tarragonès,1,Dona,1
03/04/2020,22,Montsià,0,Home,2
03/04/2020,14,Berguedà,0,Home,1
03/04/2020,13,Barcelonès,0,Home,70
03/04/2020,13,Barcelonès,1,Dona,85
03/04/2020,21,Maresme,0,Home,5
03/04/2020,17,Garraf,1,Dona,1
03/04/2020,24,Osona,0,Home,9
03/04/2020,7,Bages,0,Home,6
03/04/2020,3,Alt Penedès,1,Dona,2
03/04/2020,11,Baix Llobregat,0,Home,25
03/04/2020,32,Segarra,0,Home,1
03/04/2020,33,Segrià,1,Dona,1
03/04/2020,11,Baix Llobregat,1,Dona,18
03/04/2020,20,Gironès,1,Dona,3
03/04/2020,8,Baix Camp,1,Dona,1
03/04/2020,1,Alt Camp,0,Home,1
03/04/2020,12,Baix Penedès,0,Home,1
03/04/2020,8,Baix Camp,0,Home,4
03/04/2020,6,Anoia,0,Home,10
03/04/2020,9,Baix Ebre,1,Dona,1
03/04/2020,14,Berguedà,1,Dona,2
03/04/2020,33,Segrià,0,Home,1
03/04/2020,10,Baix Empordà,1,Dona,1
03/04/2020,24,Osona,1,Dona,7
03/04/2020,19,Garrotxa,1,Dona,3
03/04/2020,36,Tarragonès,0,Home,1
03/04/2020,25,Pallars Jussà,1,Dona,1
02/04/2020,8,Baix Camp,0,Home,2
02/04/2020,40,Vallès Occidental,1,Dona,19
02/04/2020,20,Gironès,1,Dona,2
02/04/2020,19,Garrotxa,0,Home,1
02/04/2020,34,Selva,0,Home,2
02/04/2020,21,Maresme,1,Dona,5
02/04/2020,12,Baix Penedès,0,Home,2
02/04/2020,27,Pla d'Urgell,1,Dona,1
02/04/2020,25,Pallars Jussà,0,Home,1
02/04/2020,10,Baix Empordà,0,Home,3
02/04/2020,7,Bages,1,Dona,10
02/04/2020,1,Alt Camp,0,Home,1
02/04/2020,33,Segrià,0,Home,4
02/04/2020,11,Baix Llobregat,0,Home,22
02/04/2020,17,Garraf,1,Dona,4
02/04/2020,24,Osona,0,Home,8
02/04/2020,11,Baix Llobregat,1,Dona,20
02/04/2020,9,Baix Ebre,1,Dona,3
02/04/2020,41,Vallès Oriental,0,Home,14
02/04/2020,9,Baix Ebre,0,Home,1
02/04/2020,21,Maresme,0,Home,9
02/04/2020,13,Barcelonès,0,Home,86
02/04/2020,40,Vallès Occidental,0,Home,20
02/04/2020,20,Gironès,0,Home,5
02/04/2020,12,Baix Penedès,1,Dona,1
02/04/2020,23,Noguera,0,Home,2
02/04/2020,6,Anoia,0,Home,5
02/04/2020,13,Barcelonès,1,Dona,64
02/04/2020,3,Alt Penedès,0,Home,1
02/04/2020,36,Tarragonès,1,Dona,1
02/04/2020,17,Garraf,0,Home,5
02/04/2020,6,Anoia,1,Dona,8
02/04/2020,24,Osona,1,Dona,6
02/04/2020,2,Alt Empordà,0,Home,2
02/04/2020,7,Bages,0,Home,7
02/04/2020,36,Tarragonès,0,Home,4
02/04/2020,34,Selva,1,Dona,4
02/04/2020,14,Berguedà,0,Home,4
02/04/2020,41,Vallès Oriental,1,Dona,19
01/04/2020,11,Baix Llobregat,0,Home,16
01/04/2020,11,Baix Llobregat,1,Dona,23
01/04/2020,10,Baix Empordà,0,Home,1
01/04/2020,24,Osona,1,Dona,9
01/04/2020,20,Gironès,1,Dona,5
01/04/2020,41,Vallès Oriental,0,Home,9
01/04/2020,40,Vallès Occidental,0,Home,15
01/04/2020,25,Pallars Jussà,0,Home,3
01/04/2020,34,Selva,1,Dona,3
01/04/2020,14,Berguedà,1,Dona,7
01/04/2020,22,Montsià,0,Home,1
01/04/2020,7,Bages,1,Dona,6
01/04/2020,13,Barcelonès,1,Dona,63
01/04/2020,9,Baix Ebre,1,Dona,1
01/04/2020,33,Segrià,1,Dona,1
01/04/2020,13,Barcelonès,0,Home,85
01/04/2020,6,Anoia,0,Home,8
01/04/2020,17,Garraf,0,Home,2
01/04/2020,25,Pallars Jussà,1,Dona,1
01/04/2020,19,Garrotxa,0,Home,1
01/04/2020,17,Garraf,1,Dona,1
01/04/2020,21,Maresme,1,Dona,11
01/04/2020,2,Alt Empordà,0,Home,1
01/04/2020,24,Osona,0,Home,7
01/04/2020,9,Baix Ebre,0,Home,1
01/04/2020,38,Urgell,1,Dona,1
01/04/2020,19,Garrotxa,1,Dona,1
01/04/2020,23,Noguera,0,Home,1
01/04/2020,40,Vallès Occidental,1,Dona,12
01/04/2020,20,Gironès,0,Home,1
01/04/2020,12,Baix Penedès,0,Home,2
01/04/2020,21,Maresme,0,Home,3
01/04/2020,6,Anoia,1,Dona,5
01/04/2020,16,Conca de Barberà,0,Home,1
01/04/2020,33,Segrià,0,Home,1
01/04/2020,10,Baix Empordà,1,Dona,1
01/04/2020,3,Alt Penedès,1,Dona,1
01/04/2020,31,Ripollès,0,Home,1
01/04/2020,41,Vallès Oriental,1,Dona,9
01/04/2020,8,Baix Camp,0,Home,1
01/04/2020,14,Berguedà,0,Home,4
01/04/2020,1,Alt Camp,0,Home,2
01/04/2020,3,Alt Penedès,0,Home,2
01/04/2020,34,Selva,0,Home,1
01/04/2020,7,Bages,0,Home,10
31/03/2020,11,Baix Llobregat,1,Dona,15
31/03/2020,12,Baix Penedès,1,Dona,3
31/03/2020,21,Maresme,1,Dona,14
31/03/2020,27,Pla d'Urgell,1,Dona,1
31/03/2020,36,Tarragonès,1,Dona,4
31/03/2020,19,Garrotxa,0,Home,1
31/03/2020,41,Vallès Oriental,0,Home,9
31/03/2020,24,Osona,1,Dona,3
31/03/2020,20,Gironès,0,Home,1
31/03/2020,40,Vallès Occidental,1,Dona,5
31/03/2020,21,Maresme,0,Home,10
31/03/2020,8,Baix Camp,0,Home,3
31/03/2020,31,Ripollès,1,Dona,1
31/03/2020,36,Tarragonès,0,Home,4
31/03/2020,24,Osona,0,Home,7
31/03/2020,38,Urgell,0,Home,2
31/03/2020,2,Alt Empordà,1,Dona,1
31/03/2020,22,Montsià,0,Home,1
31/03/2020,17,Garraf,0,Home,3
31/03/2020,41,Vallès Oriental,1,Dona,8
31/03/2020,34,Selva,1,Dona,3
31/03/2020,11,Baix Llobregat,0,Home,24
31/03/2020,20,Gironès,1,Dona,6
31/03/2020,14,Berguedà,1,Dona,1
31/03/2020,34,Selva,0,Home,1
31/03/2020,10,Baix Empordà,1,Dona,1
31/03/2020,23,Noguera,1,Dona,1
31/03/2020,3,Alt Penedès,0,Home,1
31/03/2020,10,Baix Empordà,0,Home,2
31/03/2020,14,Berguedà,0,Home,1
31/03/2020,9,Baix Ebre,1,Dona,1
31/03/2020,6,Anoia,1,Dona,7
31/03/2020,7,Bages,1,Dona,5
31/03/2020,3,Alt Penedès,1,Dona,1
31/03/2020,6,Anoia,0,Home,8
31/03/2020,40,Vallès Occidental,0,Home,24
31/03/2020,33,Segrià,0,Home,3
31/03/2020,17,Garraf,1,Dona,1
31/03/2020,1,Alt Camp,0,Home,2
31/03/2020,7,Bages,0,Home,10
31/03/2020,13,Barcelonès,1,Dona,74
31/03/2020,13,Barcelonès,0,Home,94
30/03/2020,7,Bages,0,Home,9
30/03/2020,6,Anoia,1,Dona,8
30/03/2020,25,Pallars Jussà,1,Dona,1
30/03/2020,13,Barcelonès,0,Home,96
30/03/2020,14,Berguedà,1,Dona,2
30/03/2020,9,Baix Ebre,1,Dona,1
30/03/2020,40,Vallès Occidental,1,Dona,16
30/03/2020,3,Alt Penedès,1,Dona,2
30/03/2020,5,Alta Ribagorça,0,Home,1
30/03/2020,19,Garrotxa,1,Dona,2
30/03/2020,10,Baix Empordà,1,Dona,2
30/03/2020,1,Alt Camp,0,Home,1
30/03/2020,17,Garraf,1,Dona,3
30/03/2020,1,Alt Camp,1,Dona,3
30/03/2020,3,Alt Penedès,0,Home,1
30/03/2020,24,Osona,0,Home,6
30/03/2020,11,Baix Llobregat,1,Dona,20
30/03/2020,34,Selva,0,Home,1
30/03/2020,20,Gironès,0,Home,1
30/03/2020,21,Maresme,1,Dona,11
30/03/2020,41,Vallès Oriental,0,Home,21
30/03/2020,23,Noguera,0,Home,1
30/03/2020,10,Baix Empordà,0,Home,1
30/03/2020,36,Tarragonès,1,Dona,2
30/03/2020,34,Selva,1,Dona,2
30/03/2020,6,Anoia,0,Home,8
30/03/2020,24,Osona,1,Dona,1
30/03/2020,28,Pla de l'Estany,1,Dona,1
30/03/2020,7,Bages,1,Dona,3
30/03/2020,17,Garraf,0,Home,2
30/03/2020,12,Baix Penedès,1,Dona,2
30/03/2020,13,Barcelonès,1,Dona,88
30/03/2020,40,Vallès Occidental,0,Home,23
30/03/2020,21,Maresme,0,Home,12
30/03/2020,14,Berguedà,0,Home,2
30/03/2020,19,Garrotxa,0,Home,2
30/03/2020,11,Baix Llobregat,0,Home,21
30/03/2020,33,Segrià,0,Home,2
30/03/2020,8,Baix Camp,0,Home,1
30/03/2020,22,Montsià,1,Dona,1
30/03/2020,36,Tarragonès,0,Home,3
30/03/2020,12,Baix Penedès,0,Home,2
30/03/2020,41,Vallès Oriental,1,Dona,9
30/03/2020,28,Pla de l'Estany,0,Home,2
29/03/2020,31,Ripollès,0,Home,2
29/03/2020,10,Baix Empordà,1,Dona,2
29/03/2020,11,Baix Llobregat,0,Home,27
29/03/2020,40,Vallès Occidental,1,Dona,14
29/03/2020,33,Segrià,1,Dona,1
29/03/2020,19,Garrotxa,0,Home,2
29/03/2020,10,Baix Empordà,0,Home,1
29/03/2020,17,Garraf,0,Home,1
29/03/2020,41,Vallès Oriental,1,Dona,11
29/03/2020,6,Anoia,1,Dona,4
29/03/2020,23,Noguera,1,Dona,1
29/03/2020,12,Baix Penedès,0,Home,2
29/03/2020,41,Vallès Oriental,0,Home,8
29/03/2020,17,Garraf,1,Dona,2
29/03/2020,27,Pla d'Urgell,0,Home,1
29/03/2020,7,Bages,0,Home,6
29/03/2020,4,Alt Urgell,0,Home,1
