Data defunció,Codi Comarca,Comarca,Codi Sexe,Sexe,Nombre defuncions
29/03/2020,0,No classificat,0,Home,1
29/03/2020,1,Alt Camp,1,Dona,1
29/03/2020,12,Baix Penedès,1,Dona,1
29/03/2020,36,Tarragonès,0,Home,1
29/03/2020,13,Barcelonès,0,Home,68
29/03/2020,39,Val d'Aran,1,Dona,1
29/03/2020,8,Baix Camp,1,Dona,3
29/03/2020,34,Selva,0,Home,2
29/03/2020,19,Garrotxa,1,Dona,2
29/03/2020,40,Vallès Occidental,0,Home,20
29/03/2020,11,Baix Llobregat,1,Dona,21
29/03/2020,9,Baix Ebre,1,Dona,1
29/03/2020,24,Osona,1,Dona,3
29/03/2020,24,Osona,0,Home,4
29/03/2020,33,Segrià,0,Home,2
29/03/2020,20,Gironès,1,Dona,1
29/03/2020,36,Tarragonès,1,Dona,4
29/03/2020,6,Anoia,0,Home,7
29/03/2020,20,Gironès,0,Home,5
29/03/2020,7,Bages,1,Dona,9
29/03/2020,3,Alt Penedès,0,Home,1
29/03/2020,34,Selva,1,Dona,2
29/03/2020,21,Maresme,0,Home,6
29/03/2020,39,Val d'Aran,0,Home,1
29/03/2020,38,Urgell,0,Home,2
29/03/2020,13,Barcelonès,1,Dona,70
29/03/2020,21,Maresme,1,Dona,5
29/03/2020,9,Baix Ebre,0,Home,1
29/03/2020,14,Berguedà,0,Home,3
28/03/2020,28,Pla de l'Estany,0,Home,2
28/03/2020,17,Garraf,0,Home,1
28/03/2020,34,Selva,0,Home,2
28/03/2020,28,Pla de l'Estany,1,Dona,2
28/03/2020,17,Garraf,1,Dona,1
28/03/2020,35,Solsonès,0,Home,1
28/03/2020,11,Baix Llobregat,0,Home,28
28/03/2020,6,Anoia,1,Dona,7
28/03/2020,33,Segrià,1,Dona,2
28/03/2020,1,Alt Camp,0,Home,1
28/03/2020,11,Baix Llobregat,1,Dona,18
28/03/2020,33,Segrià,0,Home,1
28/03/2020,7,Bages,0,Home,7
28/03/2020,23,Noguera,0,Home,1
28/03/2020,20,Gironès,0,Home,2
28/03/2020,8,Baix Camp,0,Home,1
28/03/2020,34,Selva,1,Dona,1
28/03/2020,24,Osona,0,Home,1
28/03/2020,10,Baix Empordà,1,Dona,1
28/03/2020,13,Barcelonès,0,Home,86
28/03/2020,21,Maresme,1,Dona,5
28/03/2020,36,Tarragonès,1,Dona,1
28/03/2020,40,Vallès Occidental,1,Dona,14
28/03/2020,20,Gironès,1,Dona,2
28/03/2020,7,Bages,1,Dona,5
28/03/2020,6,Anoia,0,Home,9
28/03/2020,14,Berguedà,0,Home,1
28/03/2020,13,Barcelonès,1,Dona,63
28/03/2020,21,Maresme,0,Home,5
28/03/2020,41,Vallès Oriental,0,Home,13
28/03/2020,9,Baix Ebre,1,Dona,1
28/03/2020,40,Vallès Occidental,0,Home,14
28/03/2020,41,Vallès Oriental,1,Dona,9
27/03/2020,10,Baix Empordà,0,Home,1
27/03/2020,13,Barcelonès,0,Home,76
27/03/2020,20,Gironès,0,Home,1
27/03/2020,7,Bages,1,Dona,8
27/03/2020,3,Alt Penedès,1,Dona,2
27/03/2020,19,Garrotxa,1,Dona,3
27/03/2020,40,Vallès Occidental,1,Dona,10
27/03/2020,24,Osona,0,Home,6
27/03/2020,38,Urgell,0,Home,1
27/03/2020,11,Baix Llobregat,0,Home,19
27/03/2020,25,Pallars Jussà,0,Home,1
27/03/2020,20,Gironès,1,Dona,1
27/03/2020,36,Tarragonès,0,Home,2
27/03/2020,7,Bages,0,Home,6
27/03/2020,33,Segrià,1,Dona,1
27/03/2020,14,Berguedà,0,Home,2
27/03/2020,21,Maresme,0,Home,7
27/03/2020,21,Maresme,1,Dona,6
27/03/2020,33,Segrià,0,Home,1
27/03/2020,24,Osona,1,Dona,3
27/03/2020,34,Selva,1,Dona,3
27/03/2020,22,Montsià,1,Dona,1
27/03/2020,18,Garrigues,1,Dona,1
27/03/2020,34,Selva,0,Home,2
27/03/2020,41,Vallès Oriental,1,Dona,9
27/03/2020,12,Baix Penedès,1,Dona,3
27/03/2020,10,Baix Empordà,1,Dona,1
27/03/2020,40,Vallès Occidental,0,Home,18
27/03/2020,27,Pla d'Urgell,1,Dona,2
27/03/2020,41,Vallès Oriental,0,Home,13
27/03/2020,23,Noguera,0,Home,1
27/03/2020,13,Barcelonès,1,Dona,62
27/03/2020,16,Conca de Barberà,0,Home,1
27/03/2020,19,Garrotxa,0,Home,2
27/03/2020,12,Baix Penedès,0,Home,3
27/03/2020,6,Anoia,0,Home,9
27/03/2020,17,Garraf,0,Home,1
27/03/2020,11,Baix Llobregat,1,Dona,17
27/03/2020,27,Pla d'Urgell,0,Home,1
27/03/2020,6,Anoia,1,Dona,9
27/03/2020,8,Baix Camp,1,Dona,1
27/03/2020,17,Garraf,1,Dona,2
26/03/2020,41,Vallès Oriental,1,Dona,4
26/03/2020,34,Selva,0,Home,2
26/03/2020,39,Val d'Aran,1,Dona,1
26/03/2020,3,Alt Penedès,1,Dona,1
26/03/2020,38,Urgell,0,Home,1
26/03/2020,3,Alt Penedès,0,Home,1
26/03/2020,40,Vallès Occidental,0,Home,22
26/03/2020,6,Anoia,1,Dona,7
26/03/2020,34,Selva,1,Dona,1
26/03/2020,20,Gironès,0,Home,3
26/03/2020,13,Barcelonès,1,Dona,58
26/03/2020,13,Barcelonès,0,Home,60
26/03/2020,7,Bages,1,Dona,2
26/03/2020,20,Gironès,1,Dona,2
26/03/2020,23,Noguera,0,Home,1
26/03/2020,21,Maresme,0,Home,7
26/03/2020,11,Baix Llobregat,1,Dona,15
26/03/2020,10,Baix Empordà,0,Home,1
26/03/2020,40,Vallès Occidental,1,Dona,9
26/03/2020,12,Baix Penedès,1,Dona,2
26/03/2020,24,Osona,1,Dona,4
26/03/2020,27,Pla d'Urgell,1,Dona,1
26/03/2020,33,Segrià,1,Dona,4
26/03/2020,7,Bages,0,Home,8
26/03/2020,17,Garraf,0,Home,1
26/03/2020,17,Garraf,1,Dona,3
26/03/2020,23,Noguera,1,Dona,1
26/03/2020,33,Segrià,0,Home,3
26/03/2020,6,Anoia,0,Home,10
26/03/2020,11,Baix Llobregat,0,Home,18
26/03/2020,8,Baix Camp,1,Dona,1
26/03/2020,36,Tarragonès,0,Home,2
26/03/2020,19,Garrotxa,1,Dona,1
26/03/2020,8,Baix Camp,0,Home,2
26/03/2020,12,Baix Penedès,0,Home,1
26/03/2020,41,Vallès Oriental,0,Home,9
26/03/2020,21,Maresme,1,Dona,6
26/03/2020,24,Osona,0,Home,1
26/03/2020,19,Garrotxa,0,Home,1
25/03/2020,8,Baix Camp,1,Dona,1
25/03/2020,3,Alt Penedès,1,Dona,1
25/03/2020,7,Bages,0,Home,6
25/03/2020,42,Moianès,1,Dona,1
25/03/2020,40,Vallès Occidental,1,Dona,9
25/03/2020,41,Vallès Oriental,1,Dona,8
25/03/2020,38,Urgell,1,Dona,1
25/03/2020,18,Garrigues,1,Dona,1
25/03/2020,33,Segrià,0,Home,1
25/03/2020,27,Pla d'Urgell,1,Dona,2
25/03/2020,7,Bages,1,Dona,3
25/03/2020,12,Baix Penedès,1,Dona,1
25/03/2020,11,Baix Llobregat,0,Home,16
25/03/2020,17,Garraf,0,Home,1
25/03/2020,2,Alt Empordà,0,Home,1
25/03/2020,14,Berguedà,1,Dona,1
25/03/2020,10,Baix Empordà,0,Home,1
25/03/2020,40,Vallès Occidental,0,Home,20
25/03/2020,34,Selva,1,Dona,1
25/03/2020,6,Anoia,0,Home,6
25/03/2020,36,Tarragonès,0,Home,1
25/03/2020,24,Osona,0,Home,5
25/03/2020,9,Baix Ebre,0,Home,1
25/03/2020,19,Garrotxa,1,Dona,1
25/03/2020,13,Barcelonès,1,Dona,57
25/03/2020,10,Baix Empordà,1,Dona,2
25/03/2020,42,Moianès,0,Home,1
25/03/2020,21,Maresme,1,Dona,5
25/03/2020,34,Selva,0,Home,1
25/03/2020,13,Barcelonès,0,Home,54
25/03/2020,20,Gironès,1,Dona,3
25/03/2020,6,Anoia,1,Dona,11
25/03/2020,20,Gironès,0,Home,1
25/03/2020,41,Vallès Oriental,0,Home,3
25/03/2020,1,Alt Camp,0,Home,1
25/03/2020,24,Osona,1,Dona,4
25/03/2020,23,Noguera,0,Home,1
25/03/2020,17,Garraf,1,Dona,2
25/03/2020,11,Baix Llobregat,1,Dona,13
25/03/2020,3,Alt Penedès,0,Home,2
25/03/2020,21,Maresme,0,Home,5
24/03/2020,33,Segrià,0,Home,2
24/03/2020,13,Barcelonès,1,Dona,54
24/03/2020,3,Alt Penedès,1,Dona,1
24/03/2020,32,Segarra,1,Dona,1
24/03/2020,7,Bages,0,Home,4
24/03/2020,41,Vallès Oriental,0,Home,6
24/03/2020,11,Baix Llobregat,1,Dona,12
24/03/2020,25,Pallars Jussà,1,Dona,1
24/03/2020,13,Barcelonès,0,Home,50
24/03/2020,24,Osona,1,Dona,2
24/03/2020,6,Anoia,0,Home,11
24/03/2020,21,Maresme,0,Home,2
24/03/2020,34,Selva,0,Home,2
24/03/2020,8,Baix Camp,0,Home,2
24/03/2020,41,Vallès Oriental,1,Dona,4
24/03/2020,12,Baix Penedès,1,Dona,1
24/03/2020,20,Gironès,1,Dona,1
24/03/2020,14,Berguedà,0,Home,1
24/03/2020,33,Segrià,1,Dona,1
24/03/2020,40,Vallès Occidental,0,Home,13
24/03/2020,17,Garraf,1,Dona,3
24/03/2020,17,Garraf,0,Home,1
24/03/2020,19,Garrotxa,0,Home,2
24/03/2020,11,Baix Llobregat,0,Home,20
24/03/2020,6,Anoia,1,Dona,10
24/03/2020,7,Bages,1,Dona,3
24/03/2020,40,Vallès Occidental,1,Dona,7
24/03/2020,21,Maresme,1,Dona,2
23/03/2020,11,Baix Llobregat,0,Home,22
23/03/2020,36,Tarragonès,0,Home,2
23/03/2020,34,Selva,1,Dona,1
23/03/2020,41,Vallès Oriental,0,Home,6
23/03/2020,21,Maresme,0,Home,2
23/03/2020,41,Vallès Oriental,1,Dona,4
23/03/2020,28,Pla de l'Estany,0,Home,1
23/03/2020,33,Segrià,1,Dona,1
23/03/2020,28,Pla de l'Estany,1,Dona,1
23/03/2020,6,Anoia,0,Home,5
23/03/2020,11,Baix Llobregat,1,Dona,5
23/03/2020,40,Vallès Occidental,0,Home,17
23/03/2020,13,Barcelonès,1,Dona,34
23/03/2020,24,Osona,0,Home,1
23/03/2020,4,Alt Urgell,0,Home,1
23/03/2020,7,Bages,1,Dona,3
23/03/2020,19,Garrotxa,0,Home,1
23/03/2020,7,Bages,0,Home,6
23/03/2020,14,Berguedà,1,Dona,1
23/03/2020,13,Barcelonès,0,Home,53
23/03/2020,3,Alt Penedès,0,Home,2
23/03/2020,34,Selva,0,Home,2
23/03/2020,19,Garrotxa,1,Dona,3
23/03/2020,40,Vallès Occidental,1,Dona,8
23/03/2020,6,Anoia,1,Dona,6
23/03/2020,38,Urgell,1,Dona,2
23/03/2020,33,Segrià,0,Home,1
23/03/2020,24,Osona,1,Dona,1
23/03/2020,20,Gironès,0,Home,1
23/03/2020,17,Garraf,0,Home,1
22/03/2020,6,Anoia,0,Home,4
22/03/2020,11,Baix Llobregat,0,Home,13
22/03/2020,6,Anoia,1,Dona,6
22/03/2020,21,Maresme,0,Home,3
22/03/2020,41,Vallès Oriental,0,Home,4
22/03/2020,16,Conca de Barberà,0,Home,1
22/03/2020,24,Osona,1,Dona,1
22/03/2020,7,Bages,1,Dona,2
22/03/2020,7,Bages,0,Home,1
22/03/2020,1,Alt Camp,0,Home,1
22/03/2020,40,Vallès Occidental,0,Home,18
22/03/2020,40,Vallès Occidental,1,Dona,7
22/03/2020,42,Moianès,0,Home,1
22/03/2020,34,Selva,0,Home,1
22/03/2020,21,Maresme,1,Dona,1
22/03/2020,41,Vallès Oriental,1,Dona,1
22/03/2020,13,Barcelonès,0,Home,35
22/03/2020,11,Baix Llobregat,1,Dona,8
22/03/2020,23,Noguera,1,Dona,1
22/03/2020,13,Barcelonès,1,Dona,26
22/03/2020,24,Osona,0,Home,2
22/03/2020,20,Gironès,0,Home,2
22/03/2020,19,Garrotxa,1,Dona,2
22/03/2020,20,Gironès,1,Dona,4
21/03/2020,28,Pla de l'Estany,1,Dona,1
21/03/2020,41,Vallès Oriental,1,Dona,2
21/03/2020,41,Vallès Oriental,0,Home,5
21/03/2020,11,Baix Llobregat,0,Home,10
21/03/2020,19,Garrotxa,1,Dona,1
21/03/2020,40,Vallès Occidental,0,Home,11
21/03/2020,20,Gironès,0,Home,2
21/03/2020,34,Selva,0,Home,1
21/03/2020,20,Gironès,1,Dona,1
21/03/2020,40,Vallès Occidental,1,Dona,6
21/03/2020,11,Baix Llobregat,1,Dona,8
21/03/2020,24,Osona,0,Home,3
21/03/2020,13,Barcelonès,1,Dona,17
21/03/2020,7,Bages,1,Dona,1
21/03/2020,6,Anoia,1,Dona,4
21/03/2020,7,Bages,0,Home,1
21/03/2020,6,Anoia,0,Home,11
21/03/2020,19,Garrotxa,0,Home,1
21/03/2020,13,Barcelonès,0,Home,31
21/03/2020,24,Osona,1,Dona,1
20/03/2020,6,Anoia,0,Home,4
20/03/2020,24,Osona,1,Dona,1
20/03/2020,20,Gironès,1,Dona,1
20/03/2020,41,Vallès Oriental,0,Home,2
20/03/2020,7,Bages,1,Dona,2
20/03/2020,34,Selva,0,Home,2
20/03/2020,12,Baix Penedès,0,Home,1
20/03/2020,40,Vallès Occidental,1,Dona,5
20/03/2020,10,Baix Empordà,0,Home,1
20/03/2020,14,Berguedà,0,Home,2
20/03/2020,36,Tarragonès,0,Home,1
20/03/2020,11,Baix Llobregat,1,Dona,4
20/03/2020,20,Gironès,0,Home,2
20/03/2020,7,Bages,0,Home,2
20/03/2020,13,Barcelonès,1,Dona,14
20/03/2020,17,Garraf,0,Home,2
20/03/2020,41,Vallès Oriental,1,Dona,4
20/03/2020,24,Osona,0,Home,2
20/03/2020,11,Baix Llobregat,0,Home,12
20/03/2020,40,Vallès Occidental,0,Home,4
20/03/2020,21,Maresme,0,Home,1
20/03/2020,6,Anoia,1,Dona,4
20/03/2020,16,Conca de Barberà,1,Dona,1
20/03/2020,13,Barcelonès,0,Home,20
19/03/2020,33,Segrià,0,Home,1
19/03/2020,40,Vallès Occidental,0,Home,9
19/03/2020,13,Barcelonès,1,Dona,15
19/03/2020,40,Vallès Occidental,1,Dona,7
19/03/2020,13,Barcelonès,0,Home,16
19/03/2020,6,Anoia,1,Dona,5
19/03/2020,41,Vallès Oriental,0,Home,4
19/03/2020,3,Alt Penedès,1,Dona,2
19/03/2020,11,Baix Llobregat,0,Home,4
19/03/2020,11,Baix Llobregat,1,Dona,7
19/03/2020,9,Baix Ebre,0,Home,1
19/03/2020,6,Anoia,0,Home,4
19/03/2020,7,Bages,0,Home,1
19/03/2020,41,Vallès Oriental,1,Dona,4
18/03/2020,3,Alt Penedès,0,Home,1
18/03/2020,21,Maresme,0,Home,1
18/03/2020,11,Baix Llobregat,1,Dona,2
18/03/2020,41,Vallès Oriental,0,Home,2
18/03/2020,7,Bages,0,Home,1
18/03/2020,11,Baix Llobregat,0,Home,7
18/03/2020,7,Bages,1,Dona,3
18/03/2020,40,Vallès Occidental,0,Home,4
18/03/2020,6,Anoia,1,Dona,4
18/03/2020,6,Anoia,0,Home,1
18/03/2020,13,Barcelonès,1,Dona,22
18/03/2020,3,Alt Penedès,1,Dona,1
18/03/2020,13,Barcelonès,0,Home,22
18/03/2020,20,Gironès,1,Dona,1
18/03/2020,41,Vallès Oriental,1,Dona,1
18/03/2020,16,Conca de Barberà,1,Dona,1
18/03/2020,40,Vallès Occidental,1,Dona,3
18/03/2020,33,Segrià,0,Home,1
17/03/2020,6,Anoia,0,Home,5
17/03/2020,40,Vallès Occidental,0,Home,3
17/03/2020,20,Gironès,1,Dona,1
17/03/2020,24,Osona,0,Home,2
17/03/2020,41,Vallès Oriental,1,Dona,1
17/03/2020,24,Osona,1,Dona,1
17/03/2020,13,Barcelonès,1,Dona,17
17/03/2020,13,Barcelonès,0,Home,12
17/03/2020,20,Gironès,0,Home,1
17/03/2020,41,Vallès Oriental,0,Home,1
17/03/2020,4,Alt Urgell,0,Home,1
17/03/2020,11,Baix Llobregat,0,Home,5
17/03/2020,11,Baix Llobregat,1,Dona,1
16/03/2020,6,Anoia,1,Dona,5
16/03/2020,41,Vallès Oriental,0,Home,2
16/03/2020,11,Baix Llobregat,1,Dona,1
16/03/2020,40,Vallès Occidental,1,Dona,1
16/03/2020,6,Anoia,0,Home,6
16/03/2020,13,Barcelonès,0,Home,14
16/03/2020,13,Barcelonès,1,Dona,11
16/03/2020,32,Segarra,0,Home,1
16/03/2020,16,Conca de Barberà,1,Dona,1
16/03/2020,11,Baix Llobregat,0,Home,1
15/03/2020,11,Baix Llobregat,1,Dona,1
15/03/2020,11,Baix Llobregat,0,Home,3
15/03/2020,41,Vallès Oriental,1,Dona,1
15/03/2020,13,Barcelonès,1,Dona,13
15/03/2020,6,Anoia,0,Home,3
15/03/2020,35,Solsonès,1,Dona,1
15/03/2020,13,Barcelonès,0,Home,17
15/03/2020,6,Anoia,1,Dona,3
14/03/2020,40,Vallès Occidental,1,Dona,2
14/03/2020,11,Baix Llobregat,1,Dona,3
14/03/2020,13,Barcelonès,1,Dona,14
14/03/2020,41,Vallès Oriental,1,Dona,2
14/03/2020,13,Barcelonès,0,Home,13
14/03/2020,11,Baix Llobregat,0,Home,1
14/03/2020,6,Anoia,1,Dona,5
14/03/2020,6,Anoia,0,Home,2
13/03/2020,13,Barcelonès,1,Dona,10
13/03/2020,7,Bages,1,Dona,1
13/03/2020,13,Barcelonès,0,Home,3
13/03/2020,6,Anoia,0,Home,2
13/03/2020,11,Baix Llobregat,1,Dona,4
13/03/2020,24,Osona,1,Dona,1
13/03/2020,6,Anoia,1,Dona,2
13/03/2020,40,Vallès Occidental,0,Home,1
13/03/2020,11,Baix Llobregat,0,Home,1
12/03/2020,6,Anoia,1,Dona,2
12/03/2020,13,Barcelonès,1,Dona,3
12/03/2020,11,Baix Llobregat,0,Home,1
12/03/2020,40,Vallès Occidental,0,Home,1
12/03/2020,13,Barcelonès,0,Home,3
12/03/2020,6,Anoia,0,Home,2
11/03/2020,41,Vallès Oriental,1,Dona,1
11/03/2020,6,Anoia,0,Home,3
11/03/2020,6,Anoia,1,Dona,2
11/03/2020,13,Barcelonès,1,Dona,1
11/03/2020,13,Barcelonès,0,Home,1
10/03/2020,32,Segarra,0,Home,1
10/03/2020,3,Alt Penedès,0,Home,1
10/03/2020,6,Anoia,0,Home,2
10/03/2020,6,Anoia,1,Dona,1
09/03/2020,13,Barcelonès,1,Dona,1
09/03/2020,6,Anoia,0,Home,1
08/03/2020,11,Baix Llobregat,0,Home,1
08/03/2020,6,Anoia,1,Dona,1
08/03/2020,6,Anoia,0,Home,1
04/03/2020,11,Baix Llobregat,0,Home,1
02/03/2020,11,Baix Llobregat,1,Dona,1
