"Fecha","Isla","Provincia","Hospital","Hospitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador","Total","Fuente"
"29/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","1","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/03/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","5","2","0","7","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","3","2","0","5","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","3","1","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","3","2","0","5","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","2","0","4","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/05/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/06/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/07/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura","0","0","0","0","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
