"Fecha","Isla","Provincia","Hospital","Hospitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador","Total","Fuente"
"15/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","2","1","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/05/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","2","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/06/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","2","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","1","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","0","1","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/07/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"07/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"08/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","1","0","0","1","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"09/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","2","0","0","2","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"10/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","3","0","0","3","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"11/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","5","0","0","5","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"12/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","5","0","0","5","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"13/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","7","0","0","7","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"14/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","7","0","0","7","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"15/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","11","0","0","11","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"16/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","14","1","0","15","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"17/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","17","2","0","19","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"18/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","20","3","0","23","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"19/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","24","5","0","29","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"20/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","31","7","0","38","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"21/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","34","5","0","39","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"22/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","36","6","0","42","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"23/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","41","9","0","50","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"24/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","43","12","0","55","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"25/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","53","11","0","64","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"26/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","61","14","0","75","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"27/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","64","14","0","78","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"28/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","70","15","0","85","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"29/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","76","16","0","92","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"30/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","81","17","0","98","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"31/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","82","16","0","98","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"01/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","80","19","0","99","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"02/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","76","22","0","98","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"03/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","79","21","0","100","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"04/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","81","23","0","104","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"05/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","78","23","0","101","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
"06/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín","80","22","0","102","https://grafcan1.maps.arcgis.com/apps/opsdashboard/index.html#/6c18fb18eae64df2a5ecca8c4bd846c3"
