"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments","","deceased/day","add current+previous deceased","deceased (accumulated)","","total_hospitalizados","total_uci",""
"2020-07-28","Rioja, La","Rioja, La","","3","","","","","366","","4186","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","","","0","366","366","","","",""
"2020-07-29","Rioja, La","Rioja, La","","4","","","","","366","","4190","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","","","0","366","366","","","",""
"2020-07-30","Rioja, La","Rioja, La","","5","","","","","366","","4195","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","","","0","366","366","","","",""
"2020-07-31","Rioja, La","Rioja, La","","8","","","","","366","","4203","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","","","0","366","366","","","",""
"2020-08-01","Rioja, La","Rioja, La","","0","","","","","366","","4203","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","Fin de semana: no hay datos","","0","366","366","","","",""
"2020-08-02","Rioja, La","Rioja, La","","0","","","","","366","","4203","","Gobierno de La Rioja - Dato abierto","https://web.larioja.org/dato-abierto/datoabierto?n=opd-452","Fin de semana: no hay datos","","0","366","366","","","",""
"2020-08-03","Rioja, La","Rioja, La","","5","","","","","366","","4208","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","1) No hay datos abiertos a partir del 2020-08-02, a pesar de que, teóricamente, el fichero sigue como ""actualizado"".  2) Los datos del 2020-08-03 al 2020-08-09 se han tomado del gráfico hecho con Datawrapper que está en https://actualidad.larioja.org/coronavirus/datos (el gráfico, realmente, en https://datawrapper.dwcdn.net/pjvdZ/99/) 3) Para el 2020-08-11, se han tomado directamente de la info que aparece en https://actualidad.larioja.org/coronavirus/datos (que aparece a diario; luego, hay que recolectarla en el día)","","","","","","","",""
"2020-08-04","Rioja, La","Rioja, La","","2","","","","","366","","4210","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-08-05","Rioja, La","Rioja, La","","5","","","","","366","","4215","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-08-06","Rioja, La","Rioja, La","","13","","","","","366","","4228","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-08-07","Rioja, La","Rioja, La","","13","","","","","366","","4241","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","366","","","","","",""
"2020-08-08","Rioja, La","Rioja, La","","12","","","","","366","","4253","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-08-09","Rioja, La","Rioja, La","","11","","","","","366","","4264","","Gobierno de La Rioja - Actualidad - Coronavirus","https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-08-10","Rioja, La","Rioja, La","","32","","","5","0","","","4296","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-11","Rioja, La","Rioja, La","","37","","","3","0","366","","4333","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-12","Rioja, La","Rioja, La","","41","","","3","0","366","","4374","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","1498","",""
"2020-08-13","Rioja, La","Rioja, La","","51","","174","7","0","366","","4425","","LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-14","Rioja, La","Rioja, La","","79","","223","7","0","366","","4504","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-15","Rioja, La","Rioja, La","","59","","","5","0","366","","4563","","","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-16","Rioja, La","Rioja, La","","36","","293","5","0","366","","4599","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-17","Rioja, La","Rioja, La","","5","","374","8","0","366","","4604","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","1502","91",""
"2020-08-18","Rioja, La","Rioja, La","","59","","414","11","0","367","","4663","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","1503","91",""
"2020-08-19","Rioja, La","Rioja, La","","67","","458","10","2","367","","4730","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-20","Rioja, La","Rioja, La","","60","","490","15","2","367","","4790","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-21","Rioja, La","Rioja, La","","68","","537","18","3","367","","4858","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-22","Rioja, La","Rioja, La","","","","557","21","2","","","","","","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-23","Rioja, La","Rioja, La","","","","601","28","2","","","","","","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-24","Rioja, La","Rioja, La","","191","","640","38","2","368","","5049","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-25","Rioja, La","Rioja, La","","67","","653","34","2","369","","5116","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-26","Rioja, La","Rioja, La","","92","","661","37","2","369","","5208","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","1525","92",""
"2020-08-27","Rioja, La","Rioja, La","","91","","710","37","3","369","","5299","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-cuenta-persona-20200827100409-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","1530","96",""
"2020-08-28","Rioja, La","Rioja, La","","72","","752","46","3","369","","5371","","Gobierno de La Rioja - Actualidad - Coronavirus; LaRioja.com","https://actualidad.larioja.org/coronavirus/datos; https://www.larioja.com/la-rioja/coronavirus/rioja-contabiliza-nuevos-20200828180703-nt.html","Casos acumulados y fallecidos, directamente del Gobierno de la Rioja; casos activos, hospitalizados y UCI, compilados en Larioja.com (vía Gobierno de la Rioja)","","","","","","","",""
"2020-08-29","Rioja, La","Rioja, La","","","","801","43","4","369","","","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/nuevos-brotes-rioja-20200829133217-nt.html","Datos ofrecidos a los medios por el Gobierno de La Rioja y el Ministerio de Sanidad","","","","","","","",""
"2020-08-30","Rioja, La","Rioja, La","","","","909","52","10","369","","","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/disparan-ingresos-covid19-20200830114220-nt.html","Datos ofrecidos a los medios por el Gobierno de La Rioja y el Ministerio de Sanidad","","","","","","","",""
"2020-08-31","Rioja, La","Rioja, La","","355","","961","62","6","370","","5726","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/rioja-registra-casos-20200831164752-nt.html","Datos ofrecidos a los medios por el Gobierno de La Rioja y el Ministerio de Sanidad","","","","","","","",""
"2020-09-01","Rioja, La","Rioja, La","","60","","954","62","","372","","5786","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/pandemia-deja-nuevas-20200901183710-nt.html","Datos ofrecidos ""por el Ministerio de Sanidad"". No se dan datos de UCI: solo el total de hospitalizados.","","","","","","","",""
"2020-09-02","Rioja, La","Rioja, La","","101","","968","65","7","373","","5876","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/rioja-suma-nuevo-20200902180259-nt.html","Datos ofrecidos a los medios por el Gobierno de La Rioja y el Ministerio de Sanidad","","","","","","","",""
"2020-09-03","Rioja, La","Rioja, La","","62","","968","63","7","373","","5938","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/rioja-suma-nuevos-20200903180318-nt.html","Datos ofrecidos a los medios por el Gobierno de La Rioja y el Ministerio de Sanidad","","","","","","","",""
"2020-09-04","Rioja, La","Rioja, La","","99","","979","63","8","374","","6037","","LaRioja.com; Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/fallece-persona-covid19-20200904173153-nt.html;https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-09-05","Rioja, La","Rioja, La","","","","997","65","9","374","","","","LaRioja.com","https://www.larioja.com/la-rioja/coronavirus/fallece-persona-covid19-20200904173153-nt.html; ","FIN DE SEMANA, NO OFRECEN TODOS LOS DATOS","","","","","","","",""
"2020-09-06","Rioja, La","Rioja, La","","","","","","","","","","","","","NO HAY DATOS","","","","","","","",""
"2020-09-07","Rioja, La","Rioja, La","","217","","959","75","10","377","","6254","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/descienden-casos-activos-20200907104044-nt.html;https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-09-08","Rioja, La","Rioja, La","","98","","982","82","10","379","","6352","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/descienden-casos-activos-20200907104044-nt.html;https://actualidad.larioja.org/coronavirus/datos","","","","","","","","",""
"2020-09-09","Rioja, La","Rioja, La","","32","","911","79","10","380","","6381","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/descienden-datos-ingresos-20200909105703-nt.html","","","","","","","","",""
"2020-09-10","Rioja, La","Rioja, La","","","","860","79","11","381","","6472","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/bajan-casos-activos-20200910122232-nt.html","","","","","","","1643","104",""
"2020-09-11","Rioja, La","Rioja, La","","56","","810","81","12","382","","6528","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/bajan-positivos-rioja-20200911110737-nt.html","","","","","","","1650","",""
"2020-09-12","Rioja, La","Rioja, La","","71","","881","82","12","","","","","LaRioja.com;Gobierno de La Rioja","https://www.larioja.com/la-rioja/coronavirus/casos-activos-vuelven-20200912113708-nt.html","","","","","","","","",""
"2020-09-13","Rioja, La","Rioja, La","","123","","926","","","","","","","","","","","","","","","","",""
"2020-09-14","Rioja, La","Rioja, La","","379","","989","100","13","384","","6907","","https://www.larioja.com/la-rioja/coronavirus/rioja-registra-casos-20200914103507-nt.html","","","","","","","","1682","105","https://actualidad.larioja.org/coronavirus/datos"
"2020-09-15","Rioja, La","Rioja, La","","","","983","102","17","","","","","LaRioja.com;https://www.larioja.com/la-rioja/coronavirus/rioja-sigue-escalada-20200915103640-nt.html","","","","","","","","","",""
