"region","fecha","cases_registered","PCR","TestAc","hospitalized","intensive_care","deceassed","date","recovered"
"Melilla","4/5/2020",131,119,12,44,3,2,2020-05-04,NA
"Murcia","4/5/2020",2051,1496,555,650,111,136,2020-05-04,NA
"Navarra","4/5/2020",6561,4936,1625,1995,134,471,2020-05-04,NA
"País Vasco","4/5/2020",16448,12987,3461,6736,556,1353,2020-05-04,NA
"La Rioja","4/5/2020",5270,3967,1303,1452,90,336,2020-05-04,NA
"Andalucía","5/5/2020",14593,12190,2403,6012,740,1281,2020-05-05,NA
"Aragón","5/5/2020",6382,5231,1151,2552,253,788,2020-05-05,NA
"Asturias","5/5/2020",3090,2322,768,1068,120,278,2020-05-05,NA
"Baleares","5/5/2020",2009,1917,92,1117,164,199,2020-05-05,NA
"Canarias","5/5/2020",2231,2231,0,920,176,143,2020-05-05,NA
"Cantabria","5/5/2020",2626,2213,413,1018,79,199,2020-05-05,NA
"Castilla-La Mancha","5/5/2020",22166,16144,6022,8765,612,2647,2020-05-05,NA
"Castilla y León","5/5/2020",22156,17520,4636,8246,538,1847,2020-05-05,NA
"Cataluña","5/5/2020",52090,50924,1166,28085,2871,5345,2020-05-05,NA
"Ceuta","5/5/2020",164,109,55,10,4,4,2020-05-05,NA
"C. Valenciana","5/5/2020",13186,10659,2527,5225,701,1291,2020-05-05,NA
"Extremadura","5/5/2020",3746,2865,881,1650,108,463,2020-05-05,NA
"Galicia","5/5/2020",9996,8901,1095,2811,319,588,2020-05-05,NA
"Madrid","5/5/2020",69509,64820,4689,41031,3465,8466,2020-05-05,NA
"Melilla","5/5/2020",131,119,12,44,3,2,2020-05-05,NA
"Murcia","5/5/2020",2133,1498,635,650,111,136,2020-05-05,NA
"Navarra","5/5/2020",6770,4966,1804,2005,135,476,2020-05-05,NA
"País Vasco","5/5/2020",16692,13021,3671,6781,559,1364,2020-05-05,NA
"La Rioja","5/5/2020",5322,3980,1342,1458,91,337,2020-05-05,NA
"Andalucía","6/5/2020",14824,12222,2602,6027,742,1294,2020-05-06,NA
"Aragón","6/5/2020",6516,5258,1258,2564,255,800,2020-05-06,NA
"Asturias","6/5/2020",3103,2330,773,1072,121,279,2020-05-06,NA
"Baleares","6/5/2020",2019,1925,94,1121,164,201,2020-05-06,NA
"Canarias","6/5/2020",2235,2235,0,921,176,144,2020-05-06,NA
"Cantabria","6/5/2020",2642,2220,422,1020,79,200,2020-05-06,NA
"Castilla-La Mancha","6/5/2020",22567,16184,6383,8796,613,2677,2020-05-06,NA
"Castilla y León","6/5/2020",22537,17625,4912,8300,541,1864,2020-05-06,NA
"Cataluña","6/5/2020",52505,51190,1315,28248,2891,5394,2020-05-06,NA
"Ceuta","6/5/2020",165,109,56,10,4,4,2020-05-06,NA
"C. Valenciana","6/5/2020",13413,10694,2719,5252,704,1303,2020-05-06,NA
"Extremadura","6/5/2020",3808,2877,931,1664,108,467,2020-05-06,NA
"Galicia","6/5/2020",10077,8919,1158,2833,320,591,2020-05-06,NA
"Madrid","6/5/2020",69885,65093,4792,41159,3485,8504,2020-05-06,NA
"Melilla","6/5/2020",132,119,13,44,3,2,2020-05-06,NA
"Murcia","6/5/2020",2192,1501,691,652,111,137,2020-05-06,NA
"Navarra","6/5/2020",7010,4983,2027,2015,135,480,2020-05-06,NA
"País Vasco","6/5/2020",16972,13054,3918,6797,561,1383,2020-05-06,NA
"La Rioja","6/5/2020",5330,3986,1344,1463,91,338,2020-05-06,NA
"Andalucía","7/5/2020",15002,12239,2763,6038,742,1301,2020-05-07,NA
"Aragón","7/5/2020",6575,5274,1301,2578,255,815,2020-05-07,NA
"Asturias","7/5/2020",3159,2338,821,1076,121,280,2020-05-07,NA
"Baleares","7/5/2020",2025,1931,94,1121,164,202,2020-05-07,NA
"Canarias","7/5/2020",2240,2240,NA,927,176,148,2020-05-07,NA
"Cantabria","7/5/2020",2665,2232,433,1022,79,201,2020-05-07,NA
"Castilla-La Mancha","7/5/2020",22908,16237,6671,8828,617,2713,2020-05-07,NA
"Castilla y León","7/5/2020",22926,17716,5210,8357,543,1876,2020-05-07,NA
"Cataluña","7/5/2020",53209,51733,1476,28608,2949,5471,2020-05-07,NA
"Ceuta","7/5/2020",168,109,59,11,4,4,2020-05-07,NA
"C. Valenciana","7/5/2020",13613,10725,2888,5287,706,1309,2020-05-07,NA
"Extremadura","7/5/2020",3853,2900,953,1678,109,472,2020-05-07,NA
"Galicia","7/5/2020",10221,8952,1269,2852,321,592,2020-05-07,NA
"Madrid","7/5/2020",70125,65333,4792,41304,3493,8552,2020-05-07,NA
"Melilla","7/5/2020",132,119,13,44,3,2,2020-05-07,NA
"Murcia","7/5/2020",2252,1504,748,659,112,137,2020-05-07,NA
"Navarra","7/5/2020",7227,5006,2221,2015,135,484,2020-05-07,NA
"País Vasco","7/5/2020",17289,13104,4185,6818,566,1390,2020-05-07,NA
"La Rioja","7/5/2020",5355,3992,1363,1469,91,342,2020-05-07,NA
"Andalucía","8/5/2020",15180,12250,2930,6069,745,1317,2020-05-08,NA
"Aragón","8/5/2020",6656,5291,1365,2583,255,823,2020-05-08,NA
"Asturias","8/5/2020",3185,2344,841,1077,121,280,2020-05-08,NA
"Baleares","8/5/2020",2038,1940,98,1121,165,207,2020-05-08,NA
"Canarias","8/5/2020",2250,2250,0,935,178,148,2020-05-08,NA
"Cantabria","8/5/2020",2681,2241,440,1023,79,201,2020-05-08,NA
"Castilla-La Mancha","8/5/2020",23293,16278,7015,8867,621,2738,2020-05-08,NA
"Castilla y León","8/5/2020",23452,17822,5630,8394,546,1885,2020-05-08,NA
"Cataluña","8/5/2020",53578,51935,1643,28687,2950,5507,2020-05-08,NA
"Ceuta","8/5/2020",169,110,59,11,4,4,2020-05-08,NA
"C. Valenciana","8/5/2020",13775,10760,3015,5317,709,1315,2020-05-08,NA
"Extremadura","8/5/2020",3886,2907,979,1695,109,477,2020-05-08,NA
"Galicia","8/5/2020",10322,8964,1358,2876,323,595,2020-05-08,NA
"Madrid","8/5/2020",70407,65555,4852,41436,3508,8598,2020-05-08,NA
"Melilla","8/5/2020",132,119,13,44,3,2,2020-05-08,NA
"Murcia","8/5/2020",2263,1506,757,662,112,138,2020-05-08,NA
"Navarra","8/5/2020",7442,5039,2403,2021,135,487,2020-05-08,NA
"País Vasco","8/5/2020",17603,13161,4442,6865,568,1403,2020-05-08,NA
"La Rioja","8/5/2020",5365,4000,1365,1473,91,344,2020-05-08,NA
"Andalucía","9/5/2020",15355,12267,3088,6080,745,1320,2020-05-09,NA
"Aragón","9/5/2020",6702,5316,1386,2588,255,824,2020-05-09,NA
"Asturias","9/5/2020",3200,2346,854,1080,121,283,2020-05-09,NA
"Baleares","9/5/2020",2051,1946,105,1121,165,209,2020-05-09,NA
"Canarias","9/5/2020",2258,2258,0,935,178,148,2020-05-09,NA
"Cantabria","9/5/2020",2684,2244,440,1027,79,201,2020-05-09,NA
"Castilla-La Mancha","9/5/2020",23662,16343,7319,8895,623,2759,2020-05-09,NA
"Castilla y León","9/5/2020",23821,17952,5869,8468,546,1897,2020-05-09,NA
"Cataluña","9/5/2020",53805,52162,1643,28784,2951,5532,2020-05-09,NA
"Ceuta","9/5/2020",169,110,59,11,4,4,2020-05-09,NA
"C. Valenciana","9/5/2020",13897,10770,3127,5354,716,1323,2020-05-09,NA
"Extremadura","9/5/2020",3903,2912,991,1711,109,480,2020-05-09,NA
"Galicia","9/5/2020",10370,8981,1389,2886,325,596,2020-05-09,NA
"Madrid","9/5/2020",70516,65641,4875,41559,3520,8644,2020-05-09,NA
"Melilla","9/5/2020",132,119,13,44,3,2,2020-05-09,NA
"Murcia","9/5/2020",2329,1508,821,662,112,139,2020-05-09,NA
"Navarra","9/5/2020",7455,5052,2403,2023,135,488,2020-05-09,NA
"País Vasco","9/5/2020",17714,13193,4521,6902,571,1418,2020-05-09,NA
"La Rioja","9/5/2020",5378,4008,1370,1474,91,346,2020-05-09,NA
"Andalucía","10/5/2020",15422,12285,3137,6092,745,1322,2020-05-10,NA
"Aragón","10/5/2020",6731,5336,1395,2595,255,825,2020-05-10,NA
"Asturias","10/5/2020",3216,2350,866,1080,121,288,2020-05-10,NA
"Baleares","10/5/2020",2054,1949,105,1121,165,209,2020-05-10,NA
"Canarias","10/5/2020",2260,2260,0,936,178,149,2020-05-10,NA
"Cantabria","10/5/2020",2685,2245,440,1027,79,201,2020-05-10,NA
"Castilla-La Mancha","10/5/2020",23869,16387,7482,8918,624,2786,2020-05-10,NA
"Castilla y León","10/5/2020",23991,17995,5996,8482,547,1905,2020-05-10,NA
"Cataluña","10/5/2020",56450,54807,1643,28820,2952,5555,2020-05-10,NA
"Ceuta","10/5/2020",169,110,59,11,4,4,2020-05-10,NA
"C. Valenciana","10/5/2020",13928,10776,3152,5355,716,1330,2020-05-10,NA
"Extremadura","10/5/2020",3919,2918,1001,1725,109,483,2020-05-10,NA
"Galicia","10/5/2020",10388,8999,1389,2902,326,597,2020-05-10,NA
"Madrid","10/5/2020",70570,65693,4877,41650,3529,8683,2020-05-10,NA
"Melilla","10/5/2020",132,119,13,44,3,2,2020-05-10,NA
"Murcia","10/5/2020",2332,1517,815,665,112,139,2020-05-10,NA
"Navarra","10/5/2020",7486,5065,2421,2029,135,490,2020-05-10,NA
"País Vasco","10/5/2020",17745,13203,4542,6922,573,1423,2020-05-10,NA
"La Rioja","10/5/2020",5382,4008,1374,1475,91,346,2020-05-10,NA
"Andalucía","11/5/2020",15522,12293,3229,6101,745,1326,2020-05-11,NA
"Aragón","11/5/2020",6797,5359,1438,2606,255,828,2020-05-11,NA
"Asturias","11/5/2020",3227,2352,875,1080,121,290,2020-05-11,NA
"Baleares","11/5/2020",2054,1949,105,1122,166,210,2020-05-11,NA
"Canarias","11/5/2020",2268,2268,0,937,178,151,2020-05-11,NA
"Cantabria","11/5/2020",2691,2246,445,1027,79,203,2020-05-11,NA
"Castilla-La Mancha","11/5/2020",24051,16431,7620,8940,629,2811,2020-05-11,NA
"Castilla y León","11/5/2020",24170,18048,6122,8493,547,1914,2020-05-11,NA
"Cataluña","11/5/2020",56787,55144,1643,29138,2952,5621,2020-05-11,NA
"Ceuta","11/5/2020",173,114,59,11,4,4,2020-05-11,NA
"C. Valenciana","11/5/2020",13990,10793,3197,5360,717,1336,2020-05-11,NA
"Extremadura","11/5/2020",3920,2919,1001,1737,109,487,2020-05-11,NA
"Galicia","11/5/2020",10449,9003,1446,2905,326,598,2020-05-11,NA
"Madrid","11/5/2020",70764,65887,4877,41735,3543,8720,2020-05-11,NA
"Melilla","11/5/2020",132,119,13,44,3,2,2020-05-11,NA
"Murcia","11/5/2020",2333,1517,816,665,112,139,2020-05-11,NA
"Navarra","11/5/2020",7637,5081,2556,2039,135,493,2020-05-11,NA
"País Vasco","11/5/2020",17895,13231,4664,6929,574,1429,2020-05-11,NA
"La Rioja","11/5/2020",5392,4008,1384,1478,91,347,2020-05-11,NA
"Andalucía","12/5/2020",15629,12317,3312,6114,750,1332,2020-05-12,NA
"Aragón","12/5/2020",6856,5372,1484,2614,255,829,2020-05-12,NA
"Asturias","12/5/2020",3252,2356,896,1080,121,292,2020-05-12,NA
"Baleares","12/5/2020",2059,1953,106,1127,168,215,2020-05-12,NA
"Canarias","12/5/2020",2271,2271,0,937,178,151,2020-05-12,NA
"Cantabria","12/5/2020",2733,2256,477,1029,79,205,2020-05-12,NA
"Castilla-La Mancha","12/5/2020",24185,16453,7732,8963,632,2835,2020-05-12,NA
"Castilla y León","12/5/2020",24262,18105,6157,8517,547,1919,2020-05-12,NA
"Cataluña","12/5/2020",56930,55287,1643,29267,2953,5692,2020-05-12,NA
"Ceuta","12/5/2020",173,114,59,11,4,4,2020-05-12,NA
"C. Valenciana","12/5/2020",14101,10816,3285,5370,717,1341,2020-05-12,NA
"Extremadura","12/5/2020",3922,2921,1001,1754,109,489,2020-05-12,NA
"Galicia","12/5/2020",10495,9014,1481,2909,327,599,2020-05-12,NA
"Madrid","12/5/2020",71064,66106,4958,41856,3555,8760,2020-05-12,NA
"Melilla","12/5/2020",132,119,13,44,3,2,2020-05-12,NA
"Murcia","12/5/2020",2398,1525,873,666,112,142,2020-05-12,NA
"Navarra","12/5/2020",7752,5094,2658,2042,135,494,2020-05-12,NA
"País Vasco","12/5/2020",18141,13260,4881,6955,575,1442,2020-05-12,NA
"La Rioja","12/5/2020",5397,4009,1388,1481,91,348,2020-05-12,NA
"Andalucía","13/5/2020",15823,12359,3464,6128,751,1336,2020-05-13,NA
"Aragón","13/5/2020",6943,5389,1554,2625,255,836,2020-05-13,NA
"Asturias","13/5/2020",3267,2357,910,1084,121,293,2020-05-13,NA
"Baleares","13/5/2020",2060,1954,106,1127,168,216,2020-05-13,NA
"Canarias","13/5/2020",2275,2275,0,937,178,151,2020-05-13,NA
"Cantabria","13/5/2020",2739,2256,483,1030,79,205,2020-05-13,NA
"Castilla-La Mancha","13/5/2020",24331,16470,7861,8980,634,2852,2020-05-13,NA
"Castilla y León","13/5/2020",24379,18173,6206,8560,548,1925,2020-05-13,NA
"Cataluña","13/5/2020",56956,55313,1643,29305,2954,5823,2020-05-13,NA
"Ceuta","13/5/2020",175,116,59,11,4,4,2020-05-13,NA
"C. Valenciana","13/5/2020",14202,10832,3370,5389,717,1349,2020-05-13,NA
"Extremadura","13/5/2020",3926,2925,1001,1761,109,492,2020-05-13,NA
"Galicia","13/5/2020",10545,9030,1515,2915,327,603,2020-05-13,NA
"Madrid","13/5/2020",71273,66315,4958,41962,3564,8779,2020-05-13,NA
"Melilla","13/5/2020",132,119,13,44,3,2,2020-05-13,NA
"Murcia","13/5/2020",2437,1532,905,672,112,142,2020-05-13,NA
"Navarra","13/5/2020",7891,5105,2786,2045,135,498,2020-05-13,NA
"País Vasco","13/5/2020",18184,13303,4881,6994,577,1454,2020-05-13,NA
"La Rioja","13/5/2020",5405,4014,1391,1484,91,348,2020-05-13,NA
"Andalucía","14/5/2020",16068,12401,3667,6146,754,1344,2020-05-14,NA
"Aragón","14/5/2020",7015,5432,1583,2637,255,837,2020-05-14,NA
"Asturias","14/5/2020",3300,2364,936,1087,121,298,2020-05-14,NA
"Baleares","14/5/2020",2069,1963,106,1132,168,216,2020-05-14,NA
"Canarias","14/5/2020",2280,2280,0,938,178,151,2020-05-14,NA
"Cantabria","14/5/2020",2761,2263,498,1031,79,206,2020-05-14,NA
"Castilla-La Mancha","14/5/2020",24527,16513,8014,9001,635,2870,2020-05-14,NA
"Castilla y León","14/5/2020",24498,18272,6226,8595,548,1930,2020-05-14,NA
"Cataluña","14/5/2020",57205,55562,1643,29339,2955,5882,2020-05-14,NA
"Ceuta","14/5/2020",175,116,59,11,4,4,2020-05-14,NA
"C. Valenciana","14/5/2020",14438,10859,3579,5415,721,1358,2020-05-14,NA
"Extremadura","14/5/2020",3934,2933,1001,1772,109,494,2020-05-14,NA
"Galicia","14/5/2020",10605,9036,1569,2921,332,603,2020-05-14,NA
"Madrid","14/5/2020",71616,66523,5093,42057,3574,8809,2020-05-14,NA
"Melilla","14/5/2020",132,119,13,44,3,2,2020-05-14,NA
"Murcia","14/5/2020",2477,1534,943,675,112,143,2020-05-14,NA
"Navarra","14/5/2020",8082,5116,2966,2045,136,500,2020-05-14,NA
"País Vasco","14/5/2020",18213,13332,4881,7009,578,1454,2020-05-14,NA
"La Rioja","14/5/2020",5409,4016,1393,1488,91,348,2020-05-14,NA
"Andalucía","15/5/2020",16263,12420,3843,6161,758,1355,2020-05-15,NA
"Aragón","15/5/2020",7125,5456,1669,2648,255,838,2020-05-15,NA
"Asturias","15/5/2020",3327,2366,961,1087,121,299,2020-05-15,NA
"Baleares","15/5/2020",2085,1980,105,1132,168,216,2020-05-15,NA
"Canarias","15/5/2020",2284,2284,0,939,178,151,2020-05-15,NA
"Cantabria","15/5/2020",2770,2265,505,1032,79,206,2020-05-15,NA
"Castilla-La Mancha","15/5/2020",24776,16587,8189,9027,636,2883,2020-05-15,NA
"Castilla y León","15/5/2020",24595,18369,6226,8649,549,1940,2020-05-15,NA
"Cataluña","15/5/2020",57328,55685,1643,29339,2956,5915,2020-05-15,NA
"Ceuta","15/5/2020",175,116,59,11,4,4,2020-05-15,NA
"C. Valenciana","15/5/2020",14571,10885,3686,5435,722,1365,2020-05-15,NA
"Extremadura","15/5/2020",3945,2944,1001,1772,109,497,2020-05-15,NA
"Galicia","15/5/2020",10934,9041,1893,2923,332,604,2020-05-15,NA
"Madrid","15/5/2020",71932,66639,5293,42157,3577,8826,2020-05-15,NA
"Melilla","15/5/2020",132,119,13,44,3,2,2020-05-15,NA
"Murcia","15/5/2020",2546,1542,1004,676,112,144,2020-05-15,NA
"Navarra","15/5/2020",8235,5137,3098,2045,136,501,2020-05-15,NA
"País Vasco","15/5/2020",18564,13348,5216,7011,578,1455,2020-05-15,NA
"La Rioja","15/5/2020",5413,4020,1393,1490,91,348,2020-05-15,NA
"Andalucía","16/5/2020",16432,12450,3982,6174,760,1358,2020-05-16,NA
"Aragón","16/5/2020",7177,5478,1699,2655,255,838,2020-05-16,NA
"Asturias","16/5/2020",3344,2366,978,1087,121,299,2020-05-16,NA
"Baleares","16/5/2020",2094,1989,105,1134,168,218,2020-05-16,NA
"Canarias","16/5/2020",2289,2289,0,939,178,151,2020-05-16,NA
"Cantabria","16/5/2020",2773,2268,505,1033,79,207,2020-05-16,NA
"Castilla-La Mancha","16/5/2020",24908,16618,8290,9054,637,2893,2020-05-16,NA
"Castilla y León","16/5/2020",24696,18470,6226,8690,550,1946,2020-05-16,NA
"Cataluña","16/5/2020",57467,55824,1643,29400,2957,5944,2020-05-16,NA
"Ceuta","16/5/2020",175,116,59,11,4,4,2020-05-16,NA
"C. Valenciana","16/5/2020",14701,10914,3787,5454,723,1366,2020-05-16,NA
"Extremadura","16/5/2020",3948,2947,1001,1775,110,500,2020-05-16,NA
"Galicia","16/5/2020",10960,9051,1909,2926,332,606,2020-05-16,NA
"Madrid","16/5/2020",71956,66663,5293,42227,3584,8847,2020-05-16,NA
"Melilla","16/5/2020",134,121,13,44,3,2,2020-05-16,NA
"Murcia","16/5/2020",2566,1551,1015,676,112,144,2020-05-16,NA
"Navarra","16/5/2020",8293,5148,3145,2045,136,503,2020-05-16,NA
"País Vasco","16/5/2020",18690,13364,5326,7015,578,1459,2020-05-16,NA
"La Rioja","16/5/2020",5417,4024,1393,1496,91,349,2020-05-16,NA
"Andalucía","17/5/2020",16457,12458,3999,6178,760,1358,2020-05-17,NA
"Aragón","17/5/2020",7201,5503,1698,2659,255,838,2020-05-17,NA
"Asturias","17/5/2020",3355,2370,985,1088,121,301,2020-05-17,NA
"Baleares","17/5/2020",2096,1991,105,1134,168,218,2020-05-17,NA
"Canarias","17/5/2020",2294,2294,0,942,178,153,2020-05-17,NA
"Cantabria","17/5/2020",2774,2271,503,1035,79,207,2020-05-17,NA
"Castilla-La Mancha","17/5/2020",25014,16648,8366,9066,637,2898,2020-05-17,NA
"Castilla y León","17/5/2020",24746,18512,6234,8717,551,1953,2020-05-17,NA
"Cataluña","17/5/2020",57564,55921,1643,29421,2957,5956,2020-05-17,NA
"Ceuta","17/5/2020",175,116,59,11,4,4,2020-05-17,NA
"C. Valenciana","17/5/2020",14736,10926,3810,5469,725,1370,2020-05-17,NA
"Extremadura","17/5/2020",3949,2948,1001,1775,110,500,2020-05-17,NA
"Galicia","17/5/2020",10982,9056,1926,2934,332,607,2020-05-17,NA
"Madrid","17/5/2020",71995,66702,5293,42283,3594,8863,2020-05-17,NA
"Melilla","17/5/2020",134,121,13,44,3,2,2020-05-17,NA
"Murcia","17/5/2020",2595,1556,1039,678,112,145,2020-05-17,NA
"Navarra","17/5/2020",8335,5178,3157,2045,136,503,2020-05-17,NA
"País Vasco","17/5/2020",18729,13371,5358,7016,578,1466,2020-05-17,NA
"La Rioja","17/5/2020",5417,4024,1393,1496,91,351,2020-05-17,NA
"Andalucía","18/5/2020",16488,12489,3999,6182,760,1367,2020-05-18,NA
"Aragón","18/5/2020",7271,5520,1751,2667,255,843,2020-05-18,NA
"Asturias","18/5/2020",3358,2373,985,1088,121,303,2020-05-18,NA
"Baleares","18/5/2020",2109,2003,106,1137,168,219,2020-05-18,NA
"Canarias","18/5/2020",2294,2294,0,942,178,155,2020-05-18,NA
"Cantabria","18/5/2020",2782,2273,509,1035,79,208,2020-05-18,NA
"Castilla-La Mancha","18/5/2020",25074,16677,8397,9082,638,2900,2020-05-18,NA
"Castilla y León","18/5/2020",24834,18549,6285,8729,551,1960,2020-05-18,NA
"Cataluña","18/5/2020",57468,55825,1643,29459,2960,5981,2020-05-18,NA
"Ceuta","18/5/2020",176,117,59,11,4,4,2020-05-18,NA
"C. Valenciana","18/5/2020",14737,10927,3810,5738,727,1376,2020-05-18,NA
"Extremadura","18/5/2020",4039,3038,1001,1779,110,504,2020-05-18,NA
"Galicia","18/5/2020",11024,9058,1966,2935,332,607,2020-05-18,NA
"Madrid","18/5/2020",72121,66828,5293,42350,3600,8894,2020-05-18,NA
"Melilla","18/5/2020",134,121,13,44,3,2,2020-05-18,NA
"Murcia","18/5/2020",2597,1558,1039,679,112,145,2020-05-18,NA
"Navarra","18/5/2020",8340,5183,3157,2045,136,503,2020-05-18,NA
"País Vasco","18/5/2020",18744,13386,5358,7021,578,1470,2020-05-18,NA
"La Rioja","18/5/2020",5422,4027,1395,1498,91,352,2020-05-18,NA
"Andalucía","19/5/2020",16501,12502,3999,6196,764,1371,2020-05-19,NA
"Aragón","19/5/2020",7302,5551,1751,2434,255,847,2020-05-19,NA
"Asturias","19/5/2020",3359,2374,985,1089,121,304,2020-05-19,NA
"Baleares","19/5/2020",2122,2016,106,1142,168,221,2020-05-19,NA
"Canarias","19/5/2020",2300,2300,0,943,179,155,2020-05-19,NA
"Cantabria","19/5/2020",2787,2277,510,1036,79,209,2020-05-19,NA
"Castilla-La Mancha","19/5/2020",25285,16739,8546,9122,639,2913,2020-05-19,NA
"Castilla y León","19/5/2020",24876,18586,6290,8734,555,1960,2020-05-19,NA
"Cataluña","19/5/2020",57531,55888,1643,29497,2969,6021,2020-05-19,NA
"Ceuta","19/5/2020",178,119,59,11,4,4,2020-05-19,NA
"C. Valenciana","19/5/2020",14759,10949,3810,5742,727,1378,2020-05-19,NA
"Extremadura","19/5/2020",4041,3040,1001,1780,110,504,2020-05-19,NA
"Galicia","19/5/2020",11081,9067,2014,2939,334,607,2020-05-19,NA
"Madrid","19/5/2020",72260,66967,5293,42422,3610,8912,2020-05-19,NA
"Melilla","19/5/2020",134,121,13,44,3,2,2020-05-19,NA
"Murcia","19/5/2020",2599,1560,1039,679,112,148,2020-05-19,NA
"Navarra","19/5/2020",8349,5192,3157,2048,136,503,2020-05-19,NA
"País Vasco","19/5/2020",18770,13412,5358,7024,578,1480,2020-05-19,NA
"La Rioja","19/5/2020",5428,4033,1395,1499,91,353,2020-05-19,NA
"Andalucía","20/5/2020",16546,12547,3999,6210,766,1375,2020-05-20,NA
"Aragón","20/5/2020",7339,5588,1751,2442,256,848,2020-05-20,NA
"Asturias","20/5/2020",3359,2374,985,1089,121,307,2020-05-20,NA
"Baleares","20/5/2020",2131,2024,107,1144,169,221,2020-05-20,NA
"Canarias","20/5/2020",2307,2307,0,944,179,155,2020-05-20,NA
"Cantabria","20/5/2020",2798,2279,519,1036,79,209,2020-05-20,NA
"Castilla-La Mancha","20/5/2020",25423,16789,8634,9138,639,2919,2020-05-20,NA
"Castilla y León","20/5/2020",24918,18627,6291,8735,561,1960,2020-05-20,NA
"Cataluña","20/5/2020",57531,55888,1643,29497,2969,6021,2020-05-20,NA
"Ceuta","20/5/2020",178,119,59,11,4,4,2020-05-20,NA
"C. Valenciana","20/5/2020",14797,10987,3810,5747,730,1383,2020-05-20,NA
"Extremadura","20/5/2020",4043,3042,1001,1780,110,505,2020-05-20,NA
"Galicia","20/5/2020",11103,9077,2026,2943,334,608,2020-05-20,NA
"Madrid","20/5/2020",72342,67049,5293,42497,3617,8931,2020-05-20,NA
"Melilla","20/5/2020",134,121,13,44,3,2,2020-05-20,NA
"Murcia","20/5/2020",2609,1570,1039,680,112,149,2020-05-20,NA
"Navarra","20/5/2020",8352,5195,3157,2048,136,506,2020-05-20,NA
"País Vasco","20/5/2020",18779,13421,5358,7032,578,1483,2020-05-20,NA
"La Rioja","20/5/2020",5428,4033,1395,1504,91,354,2020-05-20,NA
"NOTA 1: Los datos publicados reflejan el n�mero de casos, confirmados por PCR, hospitalizados, admitidos en UCI y fallecidos acumulados cada d�a. La diferencia entre dos d�as consecutivos no necesariamente corresponde al n�mero de episodios que se han producido en un d�a determinado, debido a que pueden haberse asignado con posterioridad a fechas anteriores. Esta serie est� en revisi�n diaria por las CCAA y el Ministerio de Sanidad. Cualquier inferencia que se haga sobre las diferencias de un d�a a otro son �nicamente la responsabilidad del usuario.","",NA,NA,NA,NA,NA,NA,NA,NA
