"code","municipio","positivo","poblacion","ia","fallecidos","fatalidad","date","weekly_deaths","weekly_cases","ia7","ia14","provin_code","province"
"48081","LEZAMA",11,2383,461.6,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20053","LEZO",30,6102,491.6,2,6.7,2020-07-27,0,2,32.7,65.5,"20","Bizkaia"
"20054","LIZARTZA",5,647,772.8,0,0,2020-07-27,0,1,154.6,463.7,"20","Bizkaia"
"48903","LOIU",82,2355,3482,17,20.7,2020-07-27,0,2,85,85,"48","Gipuzkoa"
"48058","MALLABIA",6,1174,511.1,0,0,2020-07-27,0,1,85.2,170.4,"48","Gipuzkoa"
"48059","MAÑARIA",2,516,387.6,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48060","MARKINA-XEMEIN",23,4964,463.3,3,13,2020-07-27,0,1,20.1,20.1,"48","Gipuzkoa"
"48061","MARURI-JATABE",4,928,431,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20901","MENDARO",6,2139,280.5,0,0,2020-07-27,0,2,93.5,93.5,"20","Bizkaia"
"48062","MENDATA",2,408,490.2,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48063","MENDEXA",4,485,824.7,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48064","MEÑAKA",5,713,701.3,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"01039","MOREDA DE ALAVA/MOREDA ARABA",3,278,1079.1,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48066","MORGA",3,391,767.3,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48068","MUNDAKA",50,1844,2711.5,6,12,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48069","MUNGIA",113,17349,651.3,3,2.7,2020-07-27,0,2,11.5,23,"48","Gipuzkoa"
"48908","MURUETA",1,304,328.9,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48071","MUSKIZ",94,7456,1260.7,4,4.3,2020-07-27,0,1,13.4000000000001,26.8,"48","Gipuzkoa"
"20057","MUTILOA",3,250,1200,0,0,2020-07-27,0,0,0,0,"20","Bizkaia"
"20056","MUTRIKU",19,5334,356.2,0,0,2020-07-27,0,3,56.2,75,"20","Bizkaia"
"48067","MUXIKA",7,1482,472.3,0,0,2020-07-27,0,5,337.3,337.3,"48","Gipuzkoa"
"48909","NABARNIZ",2,242,826.4,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20063","OIARTZUN",30,10351,289.8,0,0,2020-07-27,0,0,0,0,"20","Bizkaia"
"01042","OKONDO",7,1204,581.4,1,14.3,2020-07-27,0,0,0,0,"01","Araba/Álava"
"20058","OLABERRIA",1,914,109.4,0,0,2020-07-27,0,0,0,0,"20","Bizkaia"
"48073","ONDARROA",28,8590,326,3,10.7,2020-07-27,0,1,11.7,11.7,"48","Gipuzkoa"
"20059","OÑATI",63,11355,554.8,4,6.3,2020-07-27,0,3,26.4,43.9999999999999,"20","Bizkaia"
"20076","ORDIZIA",137,9970,1374.1,24,17.5,2020-07-27,0,5,50.0999999999999,150.4,"20","Bizkaia"
"20061","ORIO",60,6061,989.9,1,1.7,2020-07-27,0,5,82.5,198,"20","Bizkaia"
"20062","ORMAIZTEGI",4,1295,308.9,0,0,2020-07-27,0,0,0,154.5,"20","Bizkaia"
"48075","OROZKO",25,2613,956.8,3,12,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48083","ORTUELLA",61,8350,730.5,1,1.6,2020-07-27,0,1,11.9,23.9,"48","Gipuzkoa"
"48072","OTXANDIO",11,1337,822.737472,1,9.1,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"01043","OYON-OION",35,3497,1000.9,1,2.9,2020-07-27,0,0,0,0,"01","Araba/Álava"
"20064","PASAIA",72,16711,430.9,4,5.6,2020-07-27,0,4,24,53.9,"20","Bizkaia"
"01044","PEÑACERRADA/URIZAHARRA",1,287,348.4,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48077","PLENTZIA",34,4363,779.3,1,2.9,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48078","PORTUGALETE",454,46191,982.9,16,3.5,2020-07-27,0,8,17.3,23.8,"48","Gipuzkoa"
"01047","RIBERA BAJA/ERRIBERA BEITIA",10,1560,641,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"01052","SAMANIEGO",19,238,7983.2,3,15.8,2020-07-27,0,0,0,0,"01","Araba/Álava"
"01053","SAN MILLAN/DONEMILIAGA",4,737,542.7,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48082","SANTURTZI",498,45690,1090,33,6.6,2020-07-27,0,10,21.9000000000001,41.5999999999999,"48","Gipuzkoa"
"20070","SEGURA",4,1523,262.6,0,0,2020-07-27,0,0,0,65.6,"20","Bizkaia"
"48084","SESTAO",287,27146,1057.2,31,10.8,2020-07-27,0,13,47.8000000000001,73.6,"48","Gipuzkoa"
"48904","SONDIKA",67,4489,1492.5,2,3,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48085","SOPELA",162,12947,1251.3,9,5.6,2020-07-27,0,3,23.2,69.5999999999999,"48","Gipuzkoa"
"48086","SOPUERTA",81,2468,3282,13,16,2020-07-27,0,3,121.5,121.5,"48","Gipuzkoa"
"20065","SORALUZE-PLACENCIA DE LAS ARMA",24,3937,609.6,0,0,2020-07-27,0,5,127,304.8,"20","Bizkaia"
"48076","SUKARRIETA",2,336,595.2,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20071","TOLOSA",184,19270,954.9,20,10.9,2020-07-27,0,2,10.4,181.7,"20","Bizkaia"
"48087","TRUCIOS-TURTZIOZ",8,512,1562.5,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48088","UBIDE",5,177,2824.9,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48065","UGAO-MIRABALLES",37,4114,899.4,2,5.4,2020-07-27,0,1,24.3,24.3,"48","Gipuzkoa"
"48089","URDULIZ",32,4294,745.2,1,3.1,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48074","URDUÑA/ORDUÑA",44,4274,1029.5,0,0,2020-07-27,0,1,23.4,23.4,"48","Gipuzkoa"
"01054","URKABUSTAIZ",12,1435,836.2,1,8.3,2020-07-27,0,1,69.6,209,"01","Araba/Álava"
"20072","URNIETA",24,6190,387.7,0,0,2020-07-27,0,0,0,16.1,"20","Bizkaia"
"20077","URRETXU",23,6802,338.1,1,4.3,2020-07-27,0,0,0,0,"20","Bizkaia"
"20073","USURBIL",18,6318,284.9,0,0,2020-07-27,0,0,0,15.8,"20","Bizkaia"
"01055","VALDEGOVIA/GAUBEA",4,1069,374.2,1,25,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48080","VALLE DE TRAPAGA-TRAPAGARAN",156,11875,1313.7,9,5.8,2020-07-27,0,10,84.2,109.5,"48","Gipuzkoa"
"01057","VILLABUENA DE ALAVA/ESKUERNAGA",2,304,657.9,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"01059","VITORIA-GASTEIZ",4771,246149,1938.3,322,6.7,2020-07-27,0,63,25.5999999999999,45.5,"01","Araba/Álava"
"01060","YECORA/IEKORA",6,257,2334.6,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48095","ZALDIBAR",23,3056,752.6,1,4.3,2020-07-27,0,3,98.1,229,"48","Gipuzkoa"
"20078","ZALDIBIA",4,1630,245.4,1,25,2020-07-27,0,0,0,0,"20","Bizkaia"
"01061","ZALDUONDO",1,194,515.5,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48096","ZALLA",64,8438,758.5,1,1.6,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"01062","ZAMBRANA",12,436,2752.3,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48905","ZAMUDIO",20,3274,610.9,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48097","ZARATAMO",11,1631,674.4,1,9.1,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20079","ZARAUTZ",299,23301,1283.2,23,7.7,2020-07-27,0,19,81.5,351.9,"20","Bizkaia"
"48024","ZEANURI",4,1258,318,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"48025","ZEBERIO",7,1065,657.3,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20025","ZEGAMA",7,1532,456.9,0,0,2020-07-27,0,0,0,0,"20","Bizkaia"
"20027","ZESTOA",6,3833,156.5,0,0,2020-07-27,0,1,26.1,26.1,"20","Bizkaia"
"48913","ZIERBENA",11,1493,736.8,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"01018","ZIGOITIA",19,1712,1109.8,0,0,2020-07-27,0,0,0,0,"01","Araba/Álava"
"48915","ZIORTZA-BOLIBAR",1,451,221.7,0,0,2020-07-27,0,0,0,0,"48","Gipuzkoa"
"20028","ZIZURKIL",11,3029,363.2,1,9.1,2020-07-27,0,1,33.1,99.1,"20","Bizkaia"
"01063","ZUIA",28,2365,1183.9,1,3.6,2020-07-27,0,0,0,42.3000000000002,"01","Araba/Álava"
"20081","ZUMAIA",61,9825,620.9,6,9.8,2020-07-27,0,1,10.1999999999999,30.6,"20","Bizkaia"
"20080","ZUMARRAGA",85,9767,870.3,15,17.6,2020-07-27,0,0,0,0,"20","Bizkaia"
NA,"OTROS",203,NA,NA,1,0.5,2020-07-27,0,8,NA,NA,NA,"Otros"
"48001","ABADIÑO",52,7695,675.8,3,5.8,2020-08-03,0,1,13,117,"48","Gipuzkoa"
"48002","ABANTO Y CIERVANA-ABANTO ZIERB",87,9476,918.1,3,3.4,2020-08-03,0,3,31.7,52.8000000000001,"48","Gipuzkoa"
"20002","ADUNA",2,480,416.7,1,50,2020-08-03,0,0,0,0,"20","Bizkaia"
"01051","SALVATIERRA/AGURAIN",74,5296,1397.3,14,18.9,2020-08-03,0,0,0,37.8,"01","Araba/Álava"
"20016","AIA",14,1998,700.7,0,0,2020-08-03,0,0,0,50,"20","Bizkaia"
"20003","AIZARNAZABAL",6,763,786.4,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20004","ALBIZTUR",1,296,337.8,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20005","ALEGIA",8,1751,456.9,1,12.5,2020-08-03,0,2,114.2,228.5,"20","Bizkaia"
"01001","ALEGRIA-DULANTZI",31,3075,1008.1,1,3.2,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20006","ALKIZA",3,346,867.1,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48912","ALONSOTEGI",19,2852,666.2,1,5.3,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20906","ALTZAGA",1,188,531.9,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20007","ALTZO",8,367,2179.8,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20008","AMEZKETA",2,907,220.5,1,50,2020-08-03,0,0,0,0,"20","Bizkaia"
"48003","AMOREBIETA-ETXANO",211,19119,1103.6,18,8.5,2020-08-03,0,8,41.8,78.3999999999999,"48","Gipuzkoa"
"01002","AMURRIO",134,10419,1286.1,8,6,2020-08-03,0,3,28.8,38.3999999999999,"01","Araba/Álava"
"20009","ANDOAIN",66,14945,441.6,3,4.5,2020-08-03,0,2,13.4,33.4,"20","Bizkaia"
"20010","ANOETA",14,2036,687.6,1,7.1,2020-08-03,0,0,0,0,"20","Bizkaia"
"20011","ANTZUOLA",9,2201,408.9,0,0,2020-08-03,0,1,45.4,45.4,"20","Bizkaia"
"20012","ARAMA",2,202,990.1,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"01003","ARAMAIO",5,1506,332,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48006","ARANTZAZU",1,377,265.3,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48093","AREATZA",8,1215,658.4,0,0,2020-08-03,0,1,82.3,82.3,"48","Gipuzkoa"
"20013","ARETXABALETA",74,7098,1042.5,7,9.5,2020-08-03,0,0,0,56.3,"20","Bizkaia"
"01006","ARMIÑON",3,223,1345.3,0,0,2020-08-03,0,1,448.4,448.4,"01","Araba/Álava"
"01037","ARRAIA-MAEZTU",2,732,273.2,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20055","ARRASATE/MONDRAGON",312,22058,1414.5,37,11.9,2020-08-03,0,16,72.5999999999999,131.5,"20","Bizkaia"
"01008","ARRATZUA-UBARRUNDIA",11,1033,1064.9,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48010","ARRIETA",2,566,353.4,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48011","ARRIGORRIAGA",149,11882,1254,12,8.1,2020-08-03,0,1,8.40000000000009,58.9000000000001,"48","Gipuzkoa"
"48023","ARTEA",3,722,415.5,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48008","ARTZENTALES",7,692,1011.6,0,0,2020-08-03,0,0,0,144.5,"48","Gipuzkoa"
"01004","ARTZINIEGA",15,1922,780.4,1,6.7,2020-08-03,0,1,52,52,"01","Araba/Álava"
"01009","ASPARRENA",12,1609,745.8,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20014","ASTEASU",5,1550,322.6,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20903","ASTIGARRAGA",24,6180,388.3,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20015","ATAUN",5,1745,286.5,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48091","ATXONDO",9,1414,636.5,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48070","AULESTI",2,665,300.8,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01010","AYALA/AIARA",67,2901,2309.5,1,1.5,2020-08-03,0,0,0,34.4000000000001,"01","Araba/Álava"
"20017","AZKOITIA",24,11989,200.2,1,4.2,2020-08-03,0,1,8.39999999999998,8.39999999999998,"20","Bizkaia"
"20018","AZPEITIA",22,15055,146.1,1,4.5,2020-08-03,0,1,6.59999999999999,6.59999999999999,"20","Bizkaia"
"48012","BAKIO",14,2639,530.5,1,7.1,2020-08-03,0,0,0,37.9,"48","Gipuzkoa"
"48090","BALMASEDA",139,7595,1830.2,18,12.9,2020-08-03,0,1,13.2,13.2,"48","Gipuzkoa"
"01011","BAÑOS DE EBRO/MAÑUETA",4,323,1238.4,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48013","BARAKALDO",1370,98497,1390.9,91,6.6,2020-08-03,1,62,62.9000000000001,121.8,"48","Gipuzkoa"
"48014","BARRIKA",10,1528,654.5,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01013","BARRUNDIA",13,945,1375.7,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48015","BASAURI",614,40711,1508.2,75,12.2,2020-08-03,0,30,73.7,108.1,"48","Gipuzkoa"
"20019","BEASAIN",66,13969,472.5,6,9.1,2020-08-03,0,2,14.3,28.7,"20","Bizkaia"
"48092","BEDIA",6,1054,569.3,1,16.7,2020-08-03,0,3,284.7,284.7,"48","Gipuzkoa"
"20021","BELAUNTZA",2,258,775.2,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48016","BERANGO",87,7230,1203.3,0,0,2020-08-03,0,5,69.0999999999999,207.4,"48","Gipuzkoa"
"01014","BERANTEVILLA",4,488,819.7,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20022","BERASTEGI",3,1053,284.9,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20074","BERGARA",89,15004,593.2,3,3.4,2020-08-03,0,1,6.70000000000005,33.3000000000001,"20","Bizkaia"
"48017","BERMEO",181,16880,1072.3,16,8.8,2020-08-03,0,5,29.5999999999999,71.0999999999999,"48","Gipuzkoa"
"01016","BERNEDO",8,517,1547.4,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48018","BERRIATUA",8,1251,639.5,0,0,2020-08-03,0,1,79.9,79.9,"48","Gipuzkoa"
"48019","BERRIZ",10,4701,212.7,1,10,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20024","BIDANIA-GOIATZ",3,557,538.6,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48020","BILBAO",5171,343430,1505.7,366,7.1,2020-08-03,1,401,116.8,177.3,"48","Gipuzkoa"
"20075","VILLABONA",45,5906,761.9,2,4.4,2020-08-03,0,7,118.5,118.5,"20","Bizkaia"
"48021","BUSTURIA",45,1607,2800.2,6,13.3,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01017","CAMPEZO/KANPEZU",20,1066,1876.2,3,15,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20029","DEBA",31,5445,569.3,1,3.2,2020-08-03,0,1,18.3,202,"20","Bizkaia"
"48901","DERIO",64,6472,988.9,0,0,2020-08-03,0,1,15.5,61.8,"48","Gipuzkoa"
"48026","DIMA",5,1431,349.4,1,20,2020-08-03,0,1,69.9,69.9,"48","Gipuzkoa"
"20069","DONOSTIA / SAN SEBASTIAN",1012,181652,557.1,74,7.3,2020-08-03,0,61,33.6,52.8,"20","Bizkaia"
"48027","DURANGO",270,29436,917.2,16,5.9,2020-08-03,0,12,40.7,67.9000000000001,"48","Gipuzkoa"
"20030","EIBAR",450,27246,1651.6,25,5.6,2020-08-03,1,62,227.5,557.9,"20","Bizkaia"
"48031","ELANTXOBE",5,362,1381.2,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01021","ELBURGO/BURGELU",8,627,1275.9,1,12.5,2020-08-03,0,0,0,0,"01","Araba/Álava"
"01022","ELCIEGO",11,1038,1059.7,1,9.1,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20033","ELGETA",11,1139,965.8,1,9.1,2020-08-03,0,0,0,0,"20","Bizkaia"
"20032","ELGOIBAR",83,11585,716.4,2,2.4,2020-08-03,0,10,86.3,164,"20","Bizkaia"
"48032","ELORRIO",36,7441,483.8,1,2.8,2020-08-03,0,2,26.9,40.3,"48","Gipuzkoa"
"01023","ELVILLAR/BILAR",4,355,1126.8,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48902","ERANDIO",339,24297,1395.2,21,6.2,2020-08-03,0,27,111.1,123.4,"48","Gipuzkoa"
"48033","EREÑO",1,264,378.8,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48034","ERMUA",414,16039,2581.2,21,5.1,2020-08-03,0,42,261.9,978.9,"48","Gipuzkoa"
"20067","ERRENTERIA",154,40141,383.6,7,4.5,2020-08-03,0,2,4.90000000000003,44.8,"20","Bizkaia"
"01046","ERRIBERAGOITIA/RIBERA ALTA",13,836,1555,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48079","ERRIGOITI",4,484,826.4,0,0,2020-08-03,0,2,413.2,413.2,"48","Gipuzkoa"
"20034","ESKORIATZA",23,4065,565.8,2,8.7,2020-08-03,0,0,0,0,"20","Bizkaia"
"48029","ETXEBARRI",119,11338,1049.6,6,5,2020-08-03,0,0,0,35.3,"48","Gipuzkoa"
"48030","ETXEBARRIA",4,751,532.6,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20035","EZKIO-ITSASO",2,644,310.6,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48906","FORUA",7,916,764.2,0,0,2020-08-03,0,1,109.2,218.3,"48","Gipuzkoa"
"48035","FRUIZ",2,543,368.3,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48036","GALDAKAO",367,29389,1248.8,32,8.7,2020-08-03,0,8,27.3,54.5,"48","Gipuzkoa"
"48037","GALDAMES",8,836,956.9,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48038","GAMIZ-FIKA",7,1374,509.5,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48040","GATIKA",8,1648,485.4,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48041","GAUTEGIZ ARTEAGA",4,854,468.4,1,25,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48046","GERNIKA-LUMO",112,16725,669.7,2,1.8,2020-08-03,0,1,6,6,"48","Gipuzkoa"
"20039","GETARIA",33,2846,1159.5,3,9.1,2020-08-03,0,12,421.6,527,"20","Bizkaia"
"48044","GETXO",732,77088,949.6,41,5.6,2020-08-03,0,33,42.8000000000001,59.7,"48","Gipuzkoa"
"48047","GIZABURUAGA",1,210,476.2,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48042","GORDEXOLA",28,1724,1624.1,1,3.6,2020-08-03,0,0,0,58,"48","Gipuzkoa"
"48043","GORLIZ",36,5825,618,2,5.6,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48045","GÜEÑES",79,6564,1203.5,4,5.1,2020-08-03,0,1,15.2,45.7,"48","Gipuzkoa"
"20040","HERNANI",84,20013,419.7,3,3.6,2020-08-03,0,3,15,49.9,"20","Bizkaia"
"20041","HERNIALDE",2,305,655.7,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20036","HONDARRIBIA",56,16937,330.6,1,1.8,2020-08-03,0,1,5.90000000000003,5.90000000000003,"20","Bizkaia"
"20042","IBARRA",35,4258,822,1,2.9,2020-08-03,0,0,0,0,"20","Bizkaia"
"48048","IBARRANGELU",5,625,800,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20043","IDIAZABAL",8,2388,335,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48094","IGORRE",24,4163,576.5,0,0,2020-08-03,0,3,72.1,72.1,"48","Gipuzkoa"
"20044","IKAZTEGIETA",1,506,197.6,0,0,2020-08-03,NA,NA,NA,NA,"20","Bizkaia"
"20045","IRUN",290,59899,484.1,15,5.2,2020-08-03,0,14,23.3,31.7,"20","Bizkaia"
"01901","IRUÑA OKA/IRUÑA DE OCA",33,3514,939.1,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"20046","IRURA",20,1811,1104.4,4,20,2020-08-03,0,0,0,0,"20","Bizkaia"
"01027","IRURAIZ-GAUNA",8,531,1506.6,1,12.5,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48049","ISPASTER",2,741,269.9,0,0,2020-08-03,0,1,134.9,134.9,"48","Gipuzkoa"
"20047","ITSASONDO",7,718,974.9,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"48910","IURRETA",22,3689,596.4,3,13.6,2020-08-03,0,1,27.1,135.6,"48","Gipuzkoa"
"48050","IZURTZA",1,289,346,0,0,2020-08-03,NA,NA,NA,NA,"48","Gipuzkoa"
"48022","KARRANTZA HARANA/CARRANZA",24,2806,855.3,1,4.2,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48907","KORTEZUBI",4,437,915.3,2,50,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01028","LABASTIDA/BASTIDA",42,1492,2815,3,7.1,2020-08-03,0,1,67,67,"01","Araba/Álava"
"01031","LAGUARDIA",4,1549,258.2,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"01032","LANCIEGO/LANTZIEGO",2,724,276.2,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48051","LANESTOSA",1,276,362.3,0,0,2020-08-03,NA,NA,NA,NA,"48","Gipuzkoa"
"01902","LANTARON",10,942,1061.6,0,0,2020-08-03,0,1,106.2,212.3,"01","Araba/Álava"
"01033","LAPUEBLA DE LABARCA",6,882,680.3,1,16.7,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48052","LARRABETZU",7,2053,341,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20902","LASARTE-ORIA",60,18825,318.7,3,5,2020-08-03,0,3,15.9,21.2,"20","Bizkaia"
"01036","LAUDIO/LLODIO",186,18345,1013.9,9,4.8,2020-08-03,0,4,21.8,54.5,"01","Araba/Álava"
"48053","LAUKIZ",11,1165,944.2,1,9.1,2020-08-03,0,1,85.8000000000001,85.8000000000001,"48","Gipuzkoa"
"20049","LAZKAO",21,5549,378.4,0,0,2020-08-03,0,0,0,36,"20","Bizkaia"
"20050","LEABURU",1,363,275.5,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20051","LEGAZPI",32,8430,379.6,1,3.1,2020-08-03,0,0,0,0,"20","Bizkaia"
"20052","LEGORRETA",12,1489,805.9,1,8.3,2020-08-03,0,0,0,0,"20","Bizkaia"
"01058","LEGUTIO",13,1795,724.2,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48054","LEIOA",320,31188,1026,14,4.4,2020-08-03,0,13,41.6,67.3,"48","Gipuzkoa"
"48057","LEKEITIO",32,7246,441.6,1,3.1,2020-08-03,0,2,27.6,41.4,"48","Gipuzkoa"
"48055","LEMOA",27,3610,747.9,0,0,2020-08-03,0,1,27.6999999999999,110.8,"48","Gipuzkoa"
"48056","LEMOIZ",8,1238,646.2,0,0,2020-08-03,0,1,80.8000000000001,80.8000000000001,"48","Gipuzkoa"
"01034","LEZA",1,217,460.8,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48081","LEZAMA",14,2383,587.5,0,0,2020-08-03,0,3,125.9,125.9,"48","Gipuzkoa"
"20053","LEZO",31,6102,508,2,6.5,2020-08-03,0,1,16.4,49.1,"20","Bizkaia"
"20054","LIZARTZA",5,647,772.8,0,0,2020-08-03,0,0,0,154.6,"20","Bizkaia"
"48903","LOIU",83,2355,3524.4,17,20.5,2020-08-03,0,1,42.4000000000001,127.4,"48","Gipuzkoa"
"48058","MALLABIA",7,1174,596.3,0,0,2020-08-03,0,1,85.1999999999999,170.4,"48","Gipuzkoa"
"48059","MAÑARIA",2,516,387.6,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48060","MARKINA-XEMEIN",25,4964,503.6,3,12,2020-08-03,0,2,40.3,60.4,"48","Gipuzkoa"
"48061","MARURI-JATABE",4,928,431,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20901","MENDARO",6,2139,280.5,0,0,2020-08-03,0,0,0,93.5,"20","Bizkaia"
"48062","MENDATA",2,408,490.2,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48063","MENDEXA",4,485,824.7,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48064","MEÑAKA",5,713,701.3,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"01039","MOREDA DE ALAVA/MOREDA ARABA",3,278,1079.1,0,0,2020-08-03,0,0,0,0,"01","Araba/Álava"
"48066","MORGA",7,391,1790.3,0,0,2020-08-03,0,4,1023,1023,"48","Gipuzkoa"
"48068","MUNDAKA",50,1844,2711.5,6,12,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48069","MUNGIA",117,17349,674.4,3,2.6,2020-08-03,0,4,23.1,34.6,"48","Gipuzkoa"
"48007","MUNITIBAR-ARBATZEGI GERRIKAITZ",1,457,218.8,0,0,2020-08-03,NA,NA,NA,NA,"48","Gipuzkoa"
"48908","MURUETA",1,304,328.9,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"48071","MUSKIZ",98,7456,1314.4,4,4.1,2020-08-03,0,4,53.7,67.1000000000001,"48","Gipuzkoa"
"20057","MUTILOA",3,250,1200,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
"20056","MUTRIKU",21,5334,393.7,0,0,2020-08-03,0,2,37.5,93.7,"20","Bizkaia"
"48067","MUXIKA",7,1482,472.3,0,0,2020-08-03,0,0,0,337.3,"48","Gipuzkoa"
"48909","NABARNIZ",2,242,826.4,0,0,2020-08-03,0,0,0,0,"48","Gipuzkoa"
"20063","OIARTZUN",30,10351,289.8,0,0,2020-08-03,0,0,0,0,"20","Bizkaia"
