"code","municipio","positivo","poblacion","ia","fallecidos","fatalidad","date","weekly_deaths","weekly_cases","ia7","ia14","provin_code","province"
"20055","ARRASATE/MONDRAGON",333,22058,1509.7,37,11.1,2020-08-17,0,12,54.4000000000001,95.2,"20","Bizkaia"
"01008","ARRATZUA-UBARRUNDIA",13,1033,1258.5,0,0,2020-08-17,0,1,96.8,193.6,"01","Araba/Álava"
"48010","ARRIETA",2,566,353.4,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48011","ARRIGORRIAGA",178,11882,1498.1,12,6.7,2020-08-17,0,20,168.4,244.1,"48","Gipuzkoa"
"48023","ARTEA",4,722,554,0,0,2020-08-17,0,1,138.5,138.5,"48","Gipuzkoa"
"48008","ARTZENTALES",7,692,1011.6,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01004","ARTZINIEGA",21,1922,1092.6,1,4.8,2020-08-17,0,4,208.1,312.2,"01","Araba/Álava"
"01009","ASPARRENA",12,1609,745.8,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"20014","ASTEASU",10,1550,645.2,0,0,2020-08-17,0,0,0,322.6,"20","Bizkaia"
"20903","ASTIGARRAGA",30,6180,485.4,0,0,2020-08-17,0,3,48.5,97.1,"20","Bizkaia"
"20015","ATAUN",5,1745,286.5,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48091","ATXONDO",10,1414,707.2,0,0,2020-08-17,0,1,70.7,70.7,"48","Gipuzkoa"
"48070","AULESTI",2,665,300.8,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01010","AYALA/AIARA",71,2901,2447.4,1,1.4,2020-08-17,0,0,0,137.9,"01","Araba/Álava"
"20017","AZKOITIA",43,11989,358.7,1,2.3,2020-08-17,0,14,116.8,158.5,"20","Bizkaia"
"20018","AZPEITIA",121,15055,803.7,1,0.8,2020-08-17,0,94,624.4,657.6,"20","Bizkaia"
"48012","BAKIO",16,2639,606.3,1,6.2,2020-08-17,0,2,75.8,75.8,"48","Gipuzkoa"
"48090","BALMASEDA",152,7595,2001.3,18,11.8,2020-08-17,0,11,144.8,171.1,"48","Gipuzkoa"
"01011","BAÑOS DE EBRO/MAÑUETA",4,323,1238.4,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48013","BARAKALDO",1699,98497,1724.9,95,5.6,2020-08-17,1,192,194.9,334,"48","Gipuzkoa"
"48014","BARRIKA",14,1528,916.2,0,0,2020-08-17,0,4,261.7,261.7,"48","Gipuzkoa"
"01013","BARRUNDIA",14,945,1481.5,0,0,2020-08-17,0,1,105.8,105.8,"01","Araba/Álava"
"48015","BASAURI",701,40711,1721.9,76,10.8,2020-08-17,1,38,93.3000000000002,213.7,"48","Gipuzkoa"
"20019","BEASAIN",73,13969,522.6,6,8.2,2020-08-17,0,1,7.20000000000005,50.1,"20","Bizkaia"
"48092","BEDIA",10,1054,948.8,1,10,2020-08-17,0,2,189.8,379.5,"48","Gipuzkoa"
"20021","BELAUNTZA",2,258,775.2,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48016","BERANGO",104,7230,1438.5,0,0,2020-08-17,0,13,179.9,235.2,"48","Gipuzkoa"
"01014","BERANTEVILLA",5,488,1024.6,0,0,2020-08-17,0,0,0,204.9,"01","Araba/Álava"
"20022","BERASTEGI",3,1053,284.9,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"20074","BERGARA",105,15004,699.8,3,2.9,2020-08-17,0,12,80,106.6,"20","Bizkaia"
"48017","BERMEO",205,16880,1214.5,16,7.8,2020-08-17,0,22,130.4,142.2,"48","Gipuzkoa"
"01016","BERNEDO",8,517,1547.4,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48018","BERRIATUA",14,1251,1119.1,0,0,2020-08-17,0,5,399.7,479.6,"48","Gipuzkoa"
"48019","BERRIZ",11,4701,234,1,9.1,2020-08-17,0,1,21.3,21.3,"48","Gipuzkoa"
"20024","BIDANIA-GOIATZ",7,557,1256.7,0,0,2020-08-17,0,2,359,718.1,"20","Bizkaia"
"48020","BILBAO",7005,343430,2039.7,371,5.3,2020-08-17,4,924,269,534,"48","Gipuzkoa"
"20075","VILLABONA",52,5906,880.5,2,3.8,2020-08-17,0,4,67.8,118.6,"20","Bizkaia"
"48021","BUSTURIA",45,1607,2800.2,6,13.3,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01017","CAMPEZO/KANPEZU",20,1066,1876.2,3,15,2020-08-17,0,0,0,0,"01","Araba/Álava"
"20029","DEBA",36,5445,661.2,1,2.8,2020-08-17,0,2,36.8000000000001,91.9000000000001,"20","Bizkaia"
"48901","DERIO",93,6472,1437,0,0,2020-08-17,0,21,324.5,448.1,"48","Gipuzkoa"
"48026","DIMA",5,1431,349.4,1,20,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20069","DONOSTIA / SAN SEBASTIAN",1260,181652,693.6,75,6,2020-08-17,1,143,78.7,136.5,"20","Bizkaia"
"48027","DURANGO",303,29436,1029.4,16,5.3,2020-08-17,0,20,68.0000000000001,112.2,"48","Gipuzkoa"
"20030","EIBAR",488,27246,1791.1,25,5.1,2020-08-17,0,16,58.6999999999998,139.5,"20","Bizkaia"
"48031","ELANTXOBE",5,362,1381.2,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01021","ELBURGO/BURGELU",10,627,1594.9,1,10,2020-08-17,0,2,319,319,"01","Araba/Álava"
"01022","ELCIEGO",11,1038,1059.7,1,9.1,2020-08-17,0,0,0,0,"01","Araba/Álava"
"20033","ELGETA",13,1139,1141.4,1,7.7,2020-08-17,0,1,87.8000000000002,175.6,"20","Bizkaia"
"20032","ELGOIBAR",154,11585,1329.3,2,1.3,2020-08-17,0,25,215.8,612.9,"20","Bizkaia"
"48032","ELORRIO",45,7441,604.8,1,2.2,2020-08-17,0,7,94.1,121,"48","Gipuzkoa"
"01023","ELVILLAR/BILAR",4,355,1126.8,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48902","ERANDIO",473,24297,1946.7,21,4.4,2020-08-17,0,74,304.5,551.5,"48","Gipuzkoa"
"48033","EREÑO",1,264,378.8,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48034","ERMUA",423,16039,2637.3,21,5,2020-08-17,0,2,12.4000000000001,56.1000000000004,"48","Gipuzkoa"
"20067","ERRENTERIA",175,40141,436,7,4,2020-08-17,0,10,24.9,52.4,"20","Bizkaia"
"01046","ERRIBERAGOITIA/RIBERA ALTA",13,836,1555,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48079","ERRIGOITI",4,484,826.4,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20034","ESKORIATZA",23,4065,565.8,2,8.7,2020-08-17,0,0,0,0,"20","Bizkaia"
"48029","ETXEBARRI",143,11338,1261.2,6,4.2,2020-08-17,0,16,141.1,211.6,"48","Gipuzkoa"
"48030","ETXEBARRIA",4,751,532.6,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20035","EZKIO-ITSASO",2,644,310.6,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48906","FORUA",8,916,873.4,0,0,2020-08-17,0,1,109.2,109.2,"48","Gipuzkoa"
"48035","FRUIZ",2,543,368.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48036","GALDAKAO",425,29389,1446.1,32,7.5,2020-08-17,0,27,91.8999999999999,197.3,"48","Gipuzkoa"
"48037","GALDAMES",9,836,1076.6,0,0,2020-08-17,0,0,0,119.7,"48","Gipuzkoa"
"48038","GAMIZ-FIKA",8,1374,582.2,0,0,2020-08-17,0,1,72.7,72.7,"48","Gipuzkoa"
"48040","GATIKA",9,1648,546.1,0,0,2020-08-17,0,1,60.7,60.7,"48","Gipuzkoa"
"48041","GAUTEGIZ ARTEAGA",4,854,468.4,1,25,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48046","GERNIKA-LUMO",128,16725,765.3,2,1.6,2020-08-17,0,10,59.8,95.5999999999999,"48","Gipuzkoa"
"20039","GETARIA",48,2846,1686.6,3,6.2,2020-08-17,0,8,281.1,527.1,"20","Bizkaia"
"48044","GETXO",951,77088,1233.7,42,4.4,2020-08-17,1,151,195.9,284.1,"48","Gipuzkoa"
"48047","GIZABURUAGA",1,210,476.2,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48042","GORDEXOLA",29,1724,1682.1,1,3.4,2020-08-17,0,1,58,58,"48","Gipuzkoa"
"48043","GORLIZ",49,5825,841.2,2,4.1,2020-08-17,0,8,137.3,223.2,"48","Gipuzkoa"
"48045","GÜEÑES",95,6564,1447.3,4,4.2,2020-08-17,0,10,152.4,243.8,"48","Gipuzkoa"
"20040","HERNANI",96,20013,479.7,3,3.1,2020-08-17,0,9,45,60,"20","Bizkaia"
"20041","HERNIALDE",2,305,655.7,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"20036","HONDARRIBIA",69,16937,407.4,1,1.4,2020-08-17,0,10,59.1,76.8,"20","Bizkaia"
"20042","IBARRA",37,4258,869,1,2.7,2020-08-17,0,2,47,47,"20","Bizkaia"
"48048","IBARRANGELU",5,625,800,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20043","IDIAZABAL",9,2388,376.9,0,0,2020-08-17,0,1,41.9,41.9,"20","Bizkaia"
"48094","IGORRE",33,4163,792.7,0,0,2020-08-17,0,5,120.1,216.2,"48","Gipuzkoa"
"20044","IKAZTEGIETA",1,506,197.6,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"20045","IRUN",328,59899,547.6,15,4.6,2020-08-17,0,26,43.4,63.5,"20","Bizkaia"
"01901","IRUÑA OKA/IRUÑA DE OCA",38,3514,1081.4,0,0,2020-08-17,0,3,85.4000000000001,142.3,"01","Araba/Álava"
"20046","IRURA",22,1811,1214.8,4,18.2,2020-08-17,0,1,55.2,110.4,"20","Bizkaia"
"01027","IRURAIZ-GAUNA",9,531,1694.9,1,11.1,2020-08-17,0,0,0,188.3,"01","Araba/Álava"
"48049","ISPASTER",2,741,269.9,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20047","ITSASONDO",7,718,974.9,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48910","IURRETA",30,3689,813.2,3,10,2020-08-17,0,4,108.4,216.8,"48","Gipuzkoa"
"48050","IZURTZA",1,289,346,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48022","KARRANTZA HARANA/CARRANZA",29,2806,1033.5,1,3.4,2020-08-17,0,0,0,178.2,"48","Gipuzkoa"
"48907","KORTEZUBI",4,437,915.3,2,50,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01028","LABASTIDA/BASTIDA",42,1492,2815,3,7.1,2020-08-17,0,0,0,0,"01","Araba/Álava"
"01031","LAGUARDIA",4,1549,258.2,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"01032","LANCIEGO/LANTZIEGO",2,724,276.2,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48051","LANESTOSA",1,276,362.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01902","LANTARON",10,942,1061.6,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"01033","LAPUEBLA DE LABARCA",6,882,680.3,1,16.7,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48052","LARRABETZU",11,2053,535.8,0,0,2020-08-17,0,3,146.1,194.8,"48","Gipuzkoa"
"20902","LASARTE-ORIA",81,18825,430.3,3,3.7,2020-08-17,0,4,21.3,111.6,"20","Bizkaia"
"01036","LAUDIO/LLODIO",220,18345,1199.2,9,4.1,2020-08-17,0,18,98.1000000000001,185.3,"01","Araba/Álava"
"48053","LAUKIZ",15,1165,1287.6,1,6.7,2020-08-17,0,4,343.4,343.4,"48","Gipuzkoa"
"20049","LAZKAO",28,5549,504.6,0,0,2020-08-17,0,2,36,126.2,"20","Bizkaia"
"20050","LEABURU",1,363,275.5,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"20051","LEGAZPI",35,8430,415.2,1,2.9,2020-08-17,0,2,23.7,35.6,"20","Bizkaia"
"20052","LEGORRETA",13,1489,873.1,1,7.7,2020-08-17,0,0,0,67.2,"20","Bizkaia"
"01058","LEGUTIO",15,1795,835.7,0,0,2020-08-17,0,1,55.8000000000001,111.5,"01","Araba/Álava"
"48054","LEIOA",374,31188,1199.2,14,3.7,2020-08-17,0,33,105.8,173.2,"48","Gipuzkoa"
"48057","LEKEITIO",45,7246,621,1,2.2,2020-08-17,0,9,124.2,179.4,"48","Gipuzkoa"
"48055","LEMOA",34,3610,941.8,0,0,2020-08-17,0,3,83.0999999999999,193.9,"48","Gipuzkoa"
"48056","LEMOIZ",12,1238,969.3,0,0,2020-08-17,0,3,242.3,323.1,"48","Gipuzkoa"
"01034","LEZA",2,217,921.7,0,0,2020-08-17,0,0,0,460.9,"01","Araba/Álava"
"48081","LEZAMA",19,2383,797.3,0,0,2020-08-17,0,1,41.9,209.8,"48","Gipuzkoa"
"20053","LEZO",33,6102,540.8,2,6.1,2020-08-17,0,0,0,32.8,"20","Bizkaia"
"20054","LIZARTZA",6,647,927.4,0,0,2020-08-17,0,0,0,154.6,"20","Bizkaia"
"48903","LOIU",95,2355,4034,17,17.9,2020-08-17,0,5,212.3,509.6,"48","Gipuzkoa"
"48058","MALLABIA",7,1174,596.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48059","MAÑARIA",2,516,387.6,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48060","MARKINA-XEMEIN",32,4964,644.6,3,9.4,2020-08-17,0,4,80.5,141,"48","Gipuzkoa"
"48061","MARURI-JATABE",5,928,538.8,0,0,2020-08-17,0,1,107.8,107.8,"48","Gipuzkoa"
"20901","MENDARO",9,2139,420.8,0,0,2020-08-17,0,2,93.5,140.3,"20","Bizkaia"
"48062","MENDATA",2,408,490.2,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48063","MENDEXA",4,485,824.7,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48064","MEÑAKA",5,713,701.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"01039","MOREDA DE ALAVA/MOREDA ARABA",3,278,1079.1,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48066","MORGA",7,391,1790.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48068","MUNDAKA",50,1844,2711.5,6,12,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48069","MUNGIA",147,17349,847.3,4,2.7,2020-08-17,1,18,103.7,172.9,"48","Gipuzkoa"
"48007","MUNITIBAR-ARBATZEGI GERRIKAITZ",1,457,218.8,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48908","MURUETA",1,304,328.9,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48071","MUSKIZ",108,7456,1448.5,4,3.7,2020-08-17,0,7,93.9000000000001,134.1,"48","Gipuzkoa"
"20057","MUTILOA",3,250,1200,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"20056","MUTRIKU",65,5334,1218.6,0,0,2020-08-17,0,32,599.9,824.9,"20","Bizkaia"
"48067","MUXIKA",12,1482,809.7,0,0,2020-08-17,0,2,134.9,337.4,"48","Gipuzkoa"
"48909","NABARNIZ",2,242,826.4,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20063","OIARTZUN",38,10351,367.1,0,0,2020-08-17,0,6,58,77.3,"20","Bizkaia"
"01042","OKONDO",8,1204,664.5,1,12.5,2020-08-17,0,1,83.1,83.1,"01","Araba/Álava"
"20058","OLABERRIA",1,914,109.4,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48073","ONDARROA",62,8590,721.8,3,4.8,2020-08-17,0,13,151.4,279.4,"48","Gipuzkoa"
"20059","OÑATI",84,11355,739.8,4,4.8,2020-08-17,0,1,8.79999999999995,105.7,"20","Bizkaia"
"20076","ORDIZIA",148,9970,1484.5,24,16.2,2020-08-17,0,5,50.2,110.4,"20","Bizkaia"
"20061","ORIO",62,6061,1022.933509,1,1.6,2020-08-17,0,0,0,0,"20","Bizkaia"
"20062","ORMAIZTEGI",4,1295,308.9,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48075","OROZKO",28,2613,1071.6,3,10.7,2020-08-17,0,3,114.8,114.8,"48","Gipuzkoa"
"48083","ORTUELLA",77,8350,922.2,1,1.3,2020-08-17,0,9,107.8,167.7,"48","Gipuzkoa"
"48072","OTXANDIO",15,1337,1121.9,1,6.7,2020-08-17,0,4,299.2,299.2,"48","Gipuzkoa"
"01043","OYON-OION",37,3497,1058,1,2.7,2020-08-17,0,2,57.1,57.1,"01","Araba/Álava"
"20064","PASAIA",87,16711,520.6,4,4.6,2020-08-17,0,9,53.8,59.8,"20","Bizkaia"
"01044","PEÑACERRADA/URIZAHARRA",1,287,348.4,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48077","PLENTZIA",43,4363,985.6,1,2.3,2020-08-17,0,5,114.6,160.5,"48","Gipuzkoa"
"48078","PORTUGALETE",605,46191,1309.8,18,3,2020-08-17,1,86,186.2,281.5,"48","Gipuzkoa"
"01047","RIBERA BAJA/ERRIBERA BEITIA",11,1560,705.1,0,0,2020-08-17,0,1,64.1,64.1,"01","Araba/Álava"
"01052","SAMANIEGO",19,238,7983.2,3,15.8,2020-08-17,0,0,0,0,"01","Araba/Álava"
"01053","SAN MILLAN/DONEMILIAGA",4,737,542.7,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48082","SANTURTZI",607,45690,1328.5,33,5.4,2020-08-17,0,61,133.5,175.1,"48","Gipuzkoa"
"20070","SEGURA",4,1523,262.6,0,0,2020-08-17,0,0,0,0,"20","Bizkaia"
"48084","SESTAO",390,27146,1436.7,31,7.9,2020-08-17,0,59,217.4,298.4,"48","Gipuzkoa"
"48904","SONDIKA",76,4489,1693,2,2.6,2020-08-17,0,5,111.4,155.9,"48","Gipuzkoa"
"48085","SOPELA",185,12947,1428.9,9,4.9,2020-08-17,0,6,46.3000000000002,115.9,"48","Gipuzkoa"
"48086","SOPUERTA",87,2468,3525.1,13,14.9,2020-08-17,0,3,121.5,243.1,"48","Gipuzkoa"
"20065","SORALUZE-PLACENCIA DE LAS ARMA",31,3937,787.4,0,0,2020-08-17,0,2,50.8,127,"20","Bizkaia"
"48076","SUKARRIETA",2,336,595.2,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20071","TOLOSA",206,19270,1069,20,9.7,2020-08-17,0,11,57.1,72.6,"20","Bizkaia"
"48087","TRUCIOS-TURTZIOZ",9,512,1757.8,0,0,2020-08-17,0,1,195.3,195.3,"48","Gipuzkoa"
"48088","UBIDE",5,177,2824.9,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"48065","UGAO-MIRABALLES",49,4114,1191.1,2,4.1,2020-08-17,0,6,145.9,218.8,"48","Gipuzkoa"
"48089","URDULIZ",38,4294,885,1,2.6,2020-08-17,0,1,23.3,93.2,"48","Gipuzkoa"
"48074","URDUÑA/ORDUÑA",49,4274,1146.5,0,0,2020-08-17,0,3,70.2,117,"48","Gipuzkoa"
"01054","URKABUSTAIZ",17,1435,1184.7,1,5.9,2020-08-17,0,4,278.8,278.8,"01","Araba/Álava"
"20072","URNIETA",30,6190,484.7,0,0,2020-08-17,0,1,16.2,32.4,"20","Bizkaia"
"20077","URRETXU",27,6802,396.9,1,3.7,2020-08-17,0,1,14.7,58.8,"20","Bizkaia"
"20073","USURBIL",23,6318,364,0,0,2020-08-17,0,1,15.8,79.1,"20","Bizkaia"
"01055","VALDEGOVIA/GAUBEA",4,1069,374.2,1,25,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48080","VALLE DE TRAPAGA-TRAPAGARAN",174,11875,1465.3,9,5.2,2020-08-17,0,9,75.8,117.9,"48","Gipuzkoa"
"01057","VILLABUENA DE ALAVA/ESKUERNAGA",2,304,657.9,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"01059","VITORIA-GASTEIZ",5788,246149,2351.4,325,5.6,2020-08-17,0,570,231.5,343.7,"01","Araba/Álava"
"01060","YECORA/IEKORA",6,257,2334.6,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48095","ZALDIBAR",28,3056,916.2,1,3.6,2020-08-17,0,0,0,32.7,"48","Gipuzkoa"
"20078","ZALDIBIA",7,1630,429.4,1,14.3,2020-08-17,0,0,0,122.7,"20","Bizkaia"
"01061","ZALDUONDO",1,194,515.5,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48096","ZALLA",75,8438,888.8,1,1.3,2020-08-17,0,8,94.8,118.5,"48","Gipuzkoa"
"01062","ZAMBRANA",12,436,2752.3,0,0,2020-08-17,0,0,0,0,"01","Araba/Álava"
"48905","ZAMUDIO",57,3274,1741,0,0,2020-08-17,0,34,1038.5,1099.6,"48","Gipuzkoa"
"48097","ZARATAMO",12,1631,735.7,1,8.3,2020-08-17,0,0,0,61.3000000000001,"48","Gipuzkoa"
"20079","ZARAUTZ",342,23301,1467.7,23,6.7,2020-08-17,0,8,34.3,90.1000000000001,"20","Bizkaia"
"48024","ZEANURI",8,1258,635.9,0,0,2020-08-17,0,2,159,159,"48","Gipuzkoa"
"48025","ZEBERIO",7,1065,657.3,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20025","ZEGAMA",20,1532,1305.5,0,0,2020-08-17,0,3,195.8,848.6,"20","Bizkaia"
"20027","ZESTOA",9,3833,234.8,0,0,2020-08-17,0,2,52.2,78.3,"20","Bizkaia"
"48913","ZIERBENA",15,1493,1004.7,0,0,2020-08-17,0,3,200.9,200.9,"48","Gipuzkoa"
"01018","ZIGOITIA",21,1712,1226.6,0,0,2020-08-17,0,1,58.3999999999999,116.8,"01","Araba/Álava"
"48915","ZIORTZA-BOLIBAR",1,451,221.7,0,0,2020-08-17,0,0,0,0,"48","Gipuzkoa"
"20028","ZIZURKIL",19,3029,627.3,1,5.3,2020-08-17,0,0,0,33,"20","Bizkaia"
"01063","ZUIA",40,2365,1691.3,1,2.5,2020-08-17,0,9,380.5,507.4,"01","Araba/Álava"
"20081","ZUMAIA",68,9825,692.1,6,8.8,2020-08-17,0,2,20.3000000000001,40.7,"20","Bizkaia"
"20080","ZUMARRAGA",92,9767,941.9,15,16.3,2020-08-17,0,6,61.4,71.6,"20","Bizkaia"
NA,"OTROS",270,NA,NA,1,0.4,2020-08-17,0,30,NA,NA,NA,"Otros"
"20066","ERREZIL",1,628,159.2,0,0,2020-08-17,NA,NA,NA,NA,"20","Bizkaia"
"48001","ABADIÑO",66,7695,857.7,3,4.5,2020-08-24,0,10,130,181.9,"48","Gipuzkoa"
"48002","ABANTO Y CIERVANA-ABANTO ZIERB",115,9476,1213.6,5,4.3,2020-08-24,2,10,105.5,263.8,"48","Gipuzkoa"
"20002","ADUNA",2,480,416.7,1,50,2020-08-24,0,0,0,0,"20","Bizkaia"
"01051","SALVATIERRA/AGURAIN",93,5296,1756,14,15.1,2020-08-24,0,8,151,226.5,"01","Araba/Álava"
"20016","AIA",18,1998,900.9,0,0,2020-08-24,0,4,200.2,200.2,"20","Bizkaia"
"20003","AIZARNAZABAL",6,763,786.4,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"48911","AJANGIZ",2,453,441.5,0,0,2020-08-24,NA,NA,NA,NA,"48","Gipuzkoa"
"20004","ALBIZTUR",1,296,337.8,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"20005","ALEGIA",8,1751,456.9,1,12.5,2020-08-24,0,0,0,0,"20","Bizkaia"
"01001","ALEGRIA-DULANTZI",33,3075,1073.2,1,3,2020-08-24,0,0,0,32.5,"01","Araba/Álava"
"20006","ALKIZA",3,346,867.1,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"48912","ALONSOTEGI",22,2852,771.4,1,4.5,2020-08-24,0,2,70.1,105.2,"48","Gipuzkoa"
"20906","ALTZAGA",1,188,531.9,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"20007","ALTZO",9,367,2452.3,0,0,2020-08-24,0,1,272.5,272.5,"20","Bizkaia"
"20008","AMEZKETA",2,907,220.5,1,50,2020-08-24,0,0,0,0,"20","Bizkaia"
"48003","AMOREBIETA-ETXANO",240,19119,1255.3,18,7.5,2020-08-24,0,13,68,120.3,"48","Gipuzkoa"
"01002","AMURRIO",154,10419,1478.1,8,5.2,2020-08-24,0,14,134.4,153.6,"01","Araba/Álava"
"20009","ANDOAIN",90,14945,602.2,3,3.3,2020-08-24,0,9,60.2,147.2,"20","Bizkaia"
"20010","ANOETA",15,2036,736.7,1,6.7,2020-08-24,0,0,0,0,"20","Bizkaia"
"20011","ANTZUOLA",10,2201,454.3,0,0,2020-08-24,0,1,45.4,45.4,"20","Bizkaia"
"20012","ARAMA",2,202,990.1,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"01003","ARAMAIO",5,1506,332,0,0,2020-08-24,0,0,0,0,"01","Araba/Álava"
"48006","ARANTZAZU",4,377,1061,0,0,2020-08-24,0,0,0,265.2,"48","Gipuzkoa"
"48093","AREATZA",16,1215,1316.9,0,0,2020-08-24,0,5,411.6,658.5,"48","Gipuzkoa"
"20013","ARETXABALETA",87,7098,1225.7,7,8,2020-08-24,0,9,126.8,169.1,"20","Bizkaia"
"01006","ARMIÑON",3,223,1345.3,0,0,2020-08-24,0,0,0,0,"01","Araba/Álava"
"01037","ARRAIA-MAEZTU",3,732,409.8,0,0,2020-08-24,0,1,136.6,136.6,"01","Araba/Álava"
"20055","ARRASATE/MONDRAGON",350,22058,1586.7,37,10.6,2020-08-24,0,17,77,131.4,"20","Bizkaia"
"01008","ARRATZUA-UBARRUNDIA",19,1033,1839.3,0,0,2020-08-24,0,6,580.8,677.6,"01","Araba/Álava"
"48010","ARRIETA",3,566,530,0,0,2020-08-24,0,1,176.6,176.6,"48","Gipuzkoa"
"48011","ARRIGORRIAGA",185,11882,1557,12,6.5,2020-08-24,0,7,58.9000000000001,227.3,"48","Gipuzkoa"
"48023","ARTEA",4,722,554,0,0,2020-08-24,0,0,0,138.5,"48","Gipuzkoa"
"48008","ARTZENTALES",7,692,1011.6,0,0,2020-08-24,0,0,0,0,"48","Gipuzkoa"
"01004","ARTZINIEGA",23,1922,1196.7,1,4.3,2020-08-24,0,2,104.1,312.2,"01","Araba/Álava"
"01009","ASPARRENA",12,1609,745.8,0,0,2020-08-24,0,0,0,0,"01","Araba/Álava"
"20014","ASTEASU",12,1550,774.2,0,0,2020-08-24,0,2,129,129,"20","Bizkaia"
"20903","ASTIGARRAGA",32,6180,517.8,0,0,2020-08-24,0,2,32.4,80.9,"20","Bizkaia"
"20015","ATAUN",5,1745,286.5,0,0,2020-08-24,0,0,0,0,"20","Bizkaia"
"48091","ATXONDO",14,1414,990.1,0,0,2020-08-24,0,4,282.9,353.6,"48","Gipuzkoa"
"48070","AULESTI",7,665,1052.6,0,0,2020-08-24,0,5,751.8,751.8,"48","Gipuzkoa"
"01010","AYALA/AIARA",73,2901,2516.4,1,1.4,2020-08-24,0,2,69,69,"01","Araba/Álava"
"20017","AZKOITIA",53,11989,442.1,1,1.9,2020-08-24,0,10,83.4,200.2,"20","Bizkaia"
"20018","AZPEITIA",160,15055,1062.8,1,0.6,2020-08-24,0,39,259.1,883.5,"20","Bizkaia"
"48012","BAKIO",16,2639,606.3,1,6.2,2020-08-24,0,0,0,75.8,"48","Gipuzkoa"
"48090","BALMASEDA",156,7595,2054,18,11.5,2020-08-24,0,4,52.7,197.5,"48","Gipuzkoa"
