"name","date","value","daily_cases_avg7","OSI_NOM_eu"
"Abanto-Muskiz",2020-04-13,1,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-03,5,2.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-11,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-19,1,2.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-16,2,4.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-04,1,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-14,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-10,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-15,0,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-02,5,2.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-18,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-26,1,0.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-30,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-03,0,0.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-12,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-20,9,3.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-06,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-21,3,2.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-27,2,0.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-17,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-05,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-08,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-26,1,2.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-28,3,1.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-12,2,1.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-31,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-04,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-27,0,1.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-08,1,1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-24,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-16,0,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-12,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-07,0,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-17,2,3.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-06,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-13,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-10,1,1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-20,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-22,2,2.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-20,7,2.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-25,3,2.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-31,1,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-07,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-14,0,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-21,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-21,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-27,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-26,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-23,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-20,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-01,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-15,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-10,10,5.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-18,0,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-05,8,4.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-02,2,1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-14,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-15,1,4.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-14,11,5.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-28,0,0.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-30,4,2,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-05,0,0.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-17,0,NA,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-22,0,2.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-22,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-06,3,1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-11,3,5,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-23,1,0.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-02,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-18,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-01,2,1.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-17,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-16,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-13,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-06,3,4.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-04,7,3.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-19,0,0.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-01,0,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-18,0,2.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-10,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-27,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-02,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-23,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-01,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-13,1,4.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-29,2,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-29,1,1.6,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-14,2,3.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-13,13,3.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-11,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-15,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-24,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-19,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-25,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-04,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-07,0,4.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-16,0,3.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-07,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-24,0,0.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-15,1,3.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-18,0,2.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-08,7,5,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-22,0,0.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-20,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-09,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-26,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-11,4,1.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-19,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-21,1,2.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-31,0,1.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-29,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-24,2,2.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-19,4,3.1,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-16,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-03,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-12,4,4.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-25,0,0,"Ezkerraldea - Enkarterri - Cruces"
