"date","hospital","hospitalizados","provincia","uci","fallecidos","fallecidos_cum","altas","altas_cum","total_ingresados","daily_totat_ingresados","daily_deceassed","daily_deceassed_avg"
2020-05-03,"06 Zumarraga",7,"Gipuzkoa",0,0,2,0,67,76,0,0,0.1
2020-05-03,"07 Bidasoa",6,"Gipuzkoa",0,0,8,0,65,79,0,0,0
2020-05-03,"08 Mendaro",13,"Gipuzkoa",0,0,11,0,101,125,0,0,0.1
2020-05-03,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,93,109,0,0,0
2020-05-03,"10 San Eloy",8,"Bizkaia",0,0,8,0,167,183,0,0,0.3
2020-05-03,"11 Urduliz",7,"Bizkaia",0,0,8,0,263,278,0,0,0.1
2020-05-03,"12 Eibar",28,"Gipuzkoa",0,0,34,0,103,165,0,0,0.4
2020-05-03,"13 Leza",7,"Araba/Álava",0,0,1,0,16,24,0,0,0
2020-05-03,"14 Sta Marina",78,"Bizkaia",0,2,149,2,405,632,5,2,2.4
2020-05-03,"15 Gorliz",34,"Bizkaia",0,2,56,2,169,259,2,2,0.7
2020-05-03,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-03,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-03,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-03,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-05-04,"01 Araba",89,"Araba/Álava",15,0,210,17,1374,1688,15,0,0.1
2020-05-04,"02 Cruces",66,"Bizkaia",40,0,74,8,897,1077,4,0,1.1
2020-05-04,"03 Donosti",50,"Gipuzkoa",11,0,52,10,604,717,6,0,0.3
2020-05-04,"04 Basurto",45,"Bizkaia",10,0,82,11,974,1111,5,0,0.6
2020-05-04,"05 Galdakao",30,"Bizkaia",3,1,98,8,643,774,3,1,0.4
2020-05-04,"06 Zumarraga",7,"Gipuzkoa",0,0,2,0,67,76,0,0,0
2020-05-04,"07 Bidasoa",5,"Gipuzkoa",0,0,8,1,66,79,0,0,0
2020-05-04,"08 Mendaro",12,"Gipuzkoa",0,0,11,2,103,126,1,0,0.1
2020-05-04,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,93,109,0,0,0
2020-05-04,"10 San Eloy",8,"Bizkaia",0,0,8,1,168,184,1,0,0.3
2020-05-04,"11 Urduliz",6,"Bizkaia",0,0,8,1,264,278,0,0,0.1
2020-05-04,"12 Eibar",26,"Gipuzkoa",0,1,35,3,106,167,2,1,0.6
2020-05-04,"13 Leza",9,"Araba/Álava",0,0,1,0,16,26,2,0,0
2020-05-04,"14 Sta Marina",68,"Bizkaia",0,3,152,12,417,637,5,3,2.4
2020-05-04,"15 Gorliz",34,"Bizkaia",0,1,57,2,171,262,3,1,0.9
2020-05-04,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-04,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-04,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-04,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-05-05,"01 Araba",84,"Araba/Álava",15,0,210,14,1388,1697,9,0,0.1
2020-05-05,"02 Cruces",69,"Bizkaia",39,1,75,3,900,1083,6,1,1
2020-05-05,"03 Donosti",41,"Gipuzkoa",9,2,54,12,616,720,3,2,0.6
2020-05-05,"04 Basurto",44,"Bizkaia",11,3,85,7,981,1121,10,3,0.9
2020-05-05,"05 Galdakao",24,"Bizkaia",3,1,99,11,654,780,6,1,0.4
2020-05-05,"06 Zumarraga",7,"Gipuzkoa",0,0,2,1,68,77,1,0,0
2020-05-05,"07 Bidasoa",5,"Gipuzkoa",0,0,8,0,66,79,0,0,0
2020-05-05,"08 Mendaro",12,"Gipuzkoa",0,0,11,1,104,127,1,0,0.1
2020-05-05,"09 Alto Deba",0,"Gipuzkoa",0,0,14,2,95,109,0,0,0
2020-05-05,"10 San Eloy",10,"Bizkaia",0,1,9,1,169,188,4,1,0.4
2020-05-05,"11 Urduliz",5,"Bizkaia",0,0,8,1,265,278,0,0,0.1
2020-05-05,"12 Eibar",26,"Gipuzkoa",0,1,36,1,107,169,2,1,0.6
2020-05-05,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,1,0,0
2020-05-05,"14 Sta Marina",68,"Bizkaia",0,0,152,3,420,640,3,0,1.9
2020-05-05,"15 Gorliz",34,"Bizkaia",0,0,57,5,176,267,5,0,0.9
2020-05-05,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-05,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-05,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-05,"ZAMUDIO H.",7,"Bizkaia",0,0,0,0,9,16,1,0,0
2020-05-06,"01 Araba",82,"Araba/Álava",12,1,211,8,1396,1701,4,1,0.3
2020-05-06,"02 Cruces",66,"Bizkaia",41,1,76,11,911,1094,11,1,1.1
2020-05-06,"03 Donosti",34,"Gipuzkoa",9,0,54,9,625,722,2,0,0.6
2020-05-06,"04 Basurto",44,"Bizkaia",10,1,86,8,989,1129,8,1,0.9
2020-05-06,"05 Galdakao",18,"Bizkaia",4,0,99,5,659,780,0,0,0.4
2020-05-06,"06 Zumarraga",7,"Gipuzkoa",0,0,2,0,68,77,0,0,0
2020-05-06,"07 Bidasoa",3,"Gipuzkoa",0,0,8,2,68,79,0,0,0
2020-05-06,"08 Mendaro",11,"Gipuzkoa",0,0,11,1,105,127,0,0,0.1
2020-05-06,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,95,109,0,0,0
2020-05-06,"10 San Eloy",6,"Bizkaia",0,0,9,4,173,188,0,0,0.4
2020-05-06,"11 Urduliz",3,"Bizkaia",0,0,8,2,267,278,0,0,0
2020-05-06,"12 Eibar",24,"Gipuzkoa",0,0,36,2,109,169,0,0,0.3
2020-05-06,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-06,"14 Sta Marina",71,"Bizkaia",0,1,153,2,422,646,6,1,1.9
2020-05-06,"15 Gorliz",34,"Bizkaia",0,1,58,2,178,270,3,1,0.9
2020-05-06,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-06,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-06,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-06,"ZAMUDIO H.",6,"Bizkaia",0,0,0,1,10,16,0,0,0
2020-05-07,"01 Araba",84,"Araba/Álava",11,0,211,6,1402,1708,7,0,0.3
2020-05-07,"02 Cruces",62,"Bizkaia",39,1,77,11,922,1100,6,1,1
2020-05-07,"03 Donosti",35,"Gipuzkoa",9,0,54,6,631,729,7,0,0.4
2020-05-07,"04 Basurto",42,"Bizkaia",11,1,87,8,997,1137,8,1,1
2020-05-07,"05 Galdakao",18,"Bizkaia",4,1,100,4,663,785,5,1,0.6
2020-05-07,"06 Zumarraga",6,"Gipuzkoa",0,0,2,1,69,77,0,0,0
2020-05-07,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,68,79,0,0,0
2020-05-07,"08 Mendaro",9,"Gipuzkoa",0,0,11,3,108,128,1,0,0
2020-05-07,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,95,109,0,0,0
2020-05-07,"10 San Eloy",5,"Bizkaia",0,0,9,2,175,189,1,0,0.4
2020-05-07,"11 Urduliz",3,"Bizkaia",0,0,8,1,268,279,1,0,0
2020-05-07,"12 Eibar",23,"Gipuzkoa",0,0,36,2,111,170,1,0,0.3
2020-05-07,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-07,"14 Sta Marina",66,"Bizkaia",0,2,155,5,427,648,2,2,1.7
2020-05-07,"15 Gorliz",34,"Bizkaia",0,0,58,1,179,271,1,0,0.7
2020-05-07,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-07,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-07,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-07,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,10,16,0,0,0
2020-05-08,"01 Araba",71,"Araba/Álava",11,2,213,22,1424,1719,11,2,0.6
2020-05-08,"02 Cruces",59,"Bizkaia",40,0,77,9,931,1107,7,0,0.7
2020-05-08,"03 Donosti",35,"Gipuzkoa",8,0,54,4,635,732,3,0,0.4
2020-05-08,"04 Basurto",35,"Bizkaia",11,2,89,10,1007,1142,5,2,1.3
2020-05-08,"05 Galdakao",18,"Bizkaia",2,0,100,3,666,786,1,0,0.6
2020-05-08,"06 Zumarraga",5,"Gipuzkoa",0,0,2,2,71,78,1,0,0
2020-05-08,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,68,79,0,0,0
2020-05-08,"08 Mendaro",6,"Gipuzkoa",0,0,11,3,111,128,0,0,0
2020-05-08,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,95,109,0,0,0
2020-05-08,"10 San Eloy",3,"Bizkaia",0,0,9,3,178,190,1,0,0.3
2020-05-08,"11 Urduliz",3,"Bizkaia",0,0,8,0,268,279,0,0,0
2020-05-08,"12 Eibar",19,"Gipuzkoa",0,0,36,6,117,172,2,0,0.3
2020-05-08,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-08,"14 Sta Marina",62,"Bizkaia",0,3,158,7,434,654,6,3,1.9
2020-05-08,"15 Gorliz",32,"Bizkaia",0,0,58,4,183,273,2,0,0.6
2020-05-08,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-08,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-08,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-08,"ZAMUDIO H.",6,"Bizkaia",0,0,0,1,11,17,1,0,0
2020-05-09,"01 Araba",68,"Araba/Álava",10,3,216,5,1429,1723,4,3,0.9
2020-05-09,"02 Cruces",65,"Bizkaia",38,0,77,1,932,1112,5,0,0.4
2020-05-09,"03 Donosti",33,"Gipuzkoa",8,0,54,2,637,732,0,0,0.3
2020-05-09,"04 Basurto",36,"Bizkaia",10,1,90,2,1009,1145,3,1,1.4
2020-05-09,"05 Galdakao",20,"Bizkaia",2,0,100,0,666,788,2,0,0.4
2020-05-09,"06 Zumarraga",5,"Gipuzkoa",0,0,2,0,71,78,0,0,0
2020-05-09,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,68,79,0,0,0
2020-05-09,"08 Mendaro",6,"Gipuzkoa",0,0,11,0,111,128,0,0,0
2020-05-09,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,95,109,0,0,0
2020-05-09,"10 San Eloy",2,"Bizkaia",0,0,9,1,179,190,0,0,0.1
2020-05-09,"11 Urduliz",3,"Bizkaia",0,0,8,0,268,279,0,0,0
2020-05-09,"12 Eibar",18,"Gipuzkoa",0,0,36,1,118,172,0,0,0.3
2020-05-09,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-09,"14 Sta Marina",63,"Bizkaia",0,0,158,0,434,655,1,0,1.6
2020-05-09,"15 Gorliz",31,"Bizkaia",0,0,58,2,185,274,1,0,0.6
2020-05-09,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-09,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-09,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-09,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,11,17,0,0,0
2020-05-10,"01 Araba",68,"Araba/Álava",10,1,217,3,1432,1727,4,1,1
2020-05-10,"02 Cruces",68,"Bizkaia",39,0,77,0,932,1116,4,0,0.4
2020-05-10,"03 Donosti",34,"Gipuzkoa",8,0,54,0,637,733,1,0,0.3
2020-05-10,"04 Basurto",37,"Bizkaia",10,0,90,1,1010,1147,2,0,1.1
2020-05-10,"05 Galdakao",20,"Bizkaia",2,0,100,0,666,788,0,0,0.4
2020-05-10,"06 Zumarraga",4,"Gipuzkoa",0,1,3,1,72,79,1,1,0.1
2020-05-10,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,68,79,0,0,0
2020-05-10,"08 Mendaro",6,"Gipuzkoa",0,0,11,0,111,128,0,0,0
2020-05-10,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,95,109,0,0,0
2020-05-10,"10 San Eloy",2,"Bizkaia",0,0,9,0,179,190,0,0,0.1
2020-05-10,"11 Urduliz",3,"Bizkaia",0,0,8,0,268,279,0,0,0
2020-05-10,"12 Eibar",18,"Gipuzkoa",0,0,36,0,118,172,0,0,0.3
2020-05-10,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-10,"14 Sta Marina",61,"Bizkaia",0,3,161,3,437,659,4,3,1.7
2020-05-10,"15 Gorliz",31,"Bizkaia",0,0,58,0,185,274,0,0,0.3
2020-05-10,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-10,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-10,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-10,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,11,17,0,0,0
2020-05-11,"01 Araba",67,"Araba/Álava",9,1,218,8,1440,1734,7,1,1.1
2020-05-11,"02 Cruces",66,"Bizkaia",32,2,79,11,943,1120,4,2,0.7
2020-05-11,"03 Donosti",32,"Gipuzkoa",7,1,55,6,643,737,4,1,0.4
2020-05-11,"04 Basurto",35,"Bizkaia",9,2,92,6,1016,1152,5,2,1.4
2020-05-11,"05 Galdakao",22,"Bizkaia",2,0,100,2,668,792,4,0,0.3
2020-05-11,"06 Zumarraga",6,"Gipuzkoa",0,0,3,0,72,81,2,0,0.1
2020-05-11,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,68,79,0,0,0
2020-05-11,"08 Mendaro",6,"Gipuzkoa",0,0,11,0,111,128,0,0,0
2020-05-11,"09 Alto Deba",1,"Gipuzkoa",0,0,14,0,95,110,1,0,0
2020-05-11,"10 San Eloy",2,"Bizkaia",0,0,9,0,179,190,0,0,0.1
2020-05-11,"11 Urduliz",2,"Bizkaia",0,0,8,1,269,279,0,0,0
2020-05-11,"12 Eibar",17,"Gipuzkoa",0,0,36,1,119,172,0,0,0.1
2020-05-11,"13 Leza",10,"Araba/Álava",0,0,1,0,16,27,0,0,0
2020-05-11,"14 Sta Marina",59,"Bizkaia",0,1,162,2,439,660,1,1,1.4
2020-05-11,"15 Gorliz",31,"Bizkaia",0,0,58,0,185,274,0,0,0.1
2020-05-11,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-11,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-11,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-11,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,11,17,0,0,0
2020-05-12,"01 Araba",63,"Araba/Álava",9,1,219,12,1452,1743,9,1,1.3
2020-05-12,"02 Cruces",66,"Bizkaia",30,1,80,8,951,1127,7,1,0.7
2020-05-12,"03 Donosti",30,"Gipuzkoa",7,0,55,4,647,739,2,0,0.1
2020-05-12,"04 Basurto",38,"Bizkaia",8,0,92,5,1021,1159,7,0,1
2020-05-12,"05 Galdakao",23,"Bizkaia",2,0,100,3,671,796,4,0,0.1
2020-05-12,"06 Zumarraga",4,"Gipuzkoa",0,0,3,2,74,81,0,0,0.1
2020-05-12,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,1,0,0
2020-05-12,"08 Mendaro",5,"Gipuzkoa",0,0,11,1,112,128,0,0,0
2020-05-12,"09 Alto Deba",1,"Gipuzkoa",0,0,14,1,96,111,1,0,0
2020-05-12,"10 San Eloy",3,"Bizkaia",0,0,9,0,179,191,1,0,0
2020-05-12,"11 Urduliz",2,"Bizkaia",0,0,8,0,269,279,0,0,0
2020-05-12,"12 Eibar",16,"Gipuzkoa",0,0,36,1,120,172,0,0,0
2020-05-12,"13 Leza",11,"Araba/Álava",0,0,1,0,16,28,1,0,0
2020-05-12,"14 Sta Marina",54,"Bizkaia",0,3,165,10,449,668,8,3,1.9
2020-05-12,"15 Gorliz",29,"Bizkaia",0,1,59,4,189,277,3,1,0.3
2020-05-12,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-12,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-12,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-12,"ZAMUDIO H.",5,"Bizkaia",0,0,0,1,12,17,0,0,0
2020-05-13,"01 Araba",54,"Araba/Álava",10,0,219,9,1461,1744,1,0,1.1
2020-05-13,"02 Cruces",59,"Bizkaia",28,1,81,11,962,1130,3,1,0.7
2020-05-13,"03 Donosti",30,"Gipuzkoa",7,0,55,1,648,740,1,0,0.1
2020-05-13,"04 Basurto",37,"Bizkaia",8,0,92,3,1024,1161,2,0,0.9
2020-05-13,"05 Galdakao",21,"Bizkaia",2,0,100,4,675,798,2,0,0.1
2020-05-13,"06 Zumarraga",2,"Gipuzkoa",0,0,3,2,76,81,0,0,0.1
2020-05-13,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-13,"08 Mendaro",5,"Gipuzkoa",0,0,11,0,112,128,0,0,0
2020-05-13,"09 Alto Deba",1,"Gipuzkoa",0,0,14,0,96,111,0,0,0
2020-05-13,"10 San Eloy",3,"Bizkaia",0,0,9,0,179,191,0,0,0
2020-05-13,"11 Urduliz",2,"Bizkaia",0,0,8,0,269,279,0,0,0
2020-05-13,"12 Eibar",17,"Gipuzkoa",0,0,36,0,120,173,1,0,0
2020-05-13,"13 Leza",9,"Araba/Álava",0,0,1,2,18,28,0,0,0
2020-05-13,"14 Sta Marina",50,"Bizkaia",0,0,165,6,455,670,2,0,1.7
2020-05-13,"15 Gorliz",27,"Bizkaia",0,0,59,3,192,278,1,0,0.1
2020-05-13,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-13,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-13,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-13,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,1,0,0
2020-05-14,"01 Araba",54,"Araba/Álava",9,0,219,5,1466,1748,4,0,1.1
2020-05-14,"02 Cruces",56,"Bizkaia",26,1,82,6,968,1132,2,1,0.7
2020-05-14,"03 Donosti",31,"Gipuzkoa",7,0,55,1,649,742,2,0,0.1
2020-05-14,"04 Basurto",34,"Bizkaia",6,1,93,7,1031,1164,3,1,0.9
2020-05-14,"05 Galdakao",22,"Bizkaia",2,0,100,3,678,802,4,0,0
2020-05-14,"06 Zumarraga",2,"Gipuzkoa",0,0,3,0,76,81,0,0,0.1
2020-05-14,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-14,"08 Mendaro",3,"Gipuzkoa",0,0,11,2,114,128,0,0,0
2020-05-14,"09 Alto Deba",4,"Gipuzkoa",0,0,14,0,96,114,3,0,0
2020-05-14,"10 San Eloy",4,"Bizkaia",0,0,9,1,180,193,2,0,0
2020-05-14,"11 Urduliz",1,"Bizkaia",0,0,8,1,270,279,0,0,0
2020-05-14,"12 Eibar",17,"Gipuzkoa",0,0,36,0,120,173,0,0,0
2020-05-14,"13 Leza",8,"Araba/Álava",0,0,1,1,19,28,0,0,0
2020-05-14,"14 Sta Marina",45,"Bizkaia",0,0,165,6,461,671,1,0,1.4
2020-05-14,"15 Gorliz",28,"Bizkaia",0,0,59,0,192,279,1,0,0.1
2020-05-14,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-14,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-14,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-14,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,0,0,0
2020-05-15,"01 Araba",52,"Araba/Álava",7,2,221,9,1475,1755,7,2,1.1
2020-05-15,"02 Cruces",50,"Bizkaia",27,0,82,8,976,1135,3,0,0.7
2020-05-15,"03 Donosti",27,"Gipuzkoa",7,0,55,10,659,748,6,0,0.1
2020-05-15,"04 Basurto",35,"Bizkaia",6,0,93,5,1036,1170,6,0,0.6
2020-05-15,"05 Galdakao",15,"Bizkaia",2,1,101,7,685,803,1,1,0.1
2020-05-15,"06 Zumarraga",3,"Gipuzkoa",0,0,3,0,76,82,1,0,0.1
2020-05-15,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-15,"08 Mendaro",3,"Gipuzkoa",0,0,11,1,115,129,1,0,0
2020-05-15,"09 Alto Deba",4,"Gipuzkoa",0,0,14,0,96,114,0,0,0
2020-05-15,"10 San Eloy",3,"Bizkaia",0,0,9,1,181,193,0,0,0
2020-05-15,"11 Urduliz",0,"Bizkaia",0,0,8,1,271,279,0,0,0
2020-05-15,"12 Eibar",16,"Gipuzkoa",0,0,36,3,123,175,2,0,0
2020-05-15,"13 Leza",7,"Araba/Álava",0,0,1,1,20,28,0,0,0
2020-05-15,"14 Sta Marina",41,"Bizkaia",0,0,165,7,468,674,3,0,1
2020-05-15,"15 Gorliz",23,"Bizkaia",0,0,59,6,198,280,1,0,0.1
2020-05-15,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-15,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-15,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-15,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,0,0,0
2020-05-16,"01 Araba",52,"Araba/Álava",7,1,222,3,1478,1759,4,1,0.9
2020-05-16,"02 Cruces",50,"Bizkaia",26,2,84,1,977,1137,2,2,1
2020-05-16,"03 Donosti",25,"Gipuzkoa",7,0,55,2,661,748,0,0,0.1
2020-05-16,"04 Basurto",34,"Bizkaia",6,0,93,1,1037,1170,0,0,0.4
2020-05-16,"05 Galdakao",16,"Bizkaia",2,0,101,1,686,805,2,0,0.1
2020-05-16,"06 Zumarraga",3,"Gipuzkoa",0,0,3,0,76,82,0,0,0.1
2020-05-16,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-16,"08 Mendaro",4,"Gipuzkoa",0,0,11,0,115,130,1,0,0
2020-05-16,"09 Alto Deba",3,"Gipuzkoa",0,0,14,1,97,114,0,0,0
2020-05-16,"10 San Eloy",3,"Bizkaia",0,0,9,0,181,193,0,0,0
2020-05-16,"11 Urduliz",0,"Bizkaia",0,NA,8,NA,271,279,0,0,0
2020-05-16,"12 Eibar",16,"Gipuzkoa",0,0,36,0,123,175,0,0,0
2020-05-16,"13 Leza",7,"Araba/Álava",0,0,1,0,20,28,0,0,0
2020-05-16,"14 Sta Marina",40,"Bizkaia",0,3,168,3,471,679,5,3,1.4
2020-05-16,"15 Gorliz",23,"Bizkaia",0,1,60,1,199,282,2,1,0.3
2020-05-16,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-16,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-16,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-16,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,0,0,0
2020-05-17,"01 Araba",57,"Araba/Álava",7,0,222,0,1478,1764,5,0,0.7
2020-05-17,"02 Cruces",51,"Bizkaia",26,0,84,0,977,1138,1,0,1
2020-05-17,"03 Donosti",25,"Gipuzkoa",7,0,55,0,661,748,0,0,0.1
2020-05-17,"04 Basurto",33,"Bizkaia",6,0,93,1,1038,1170,0,0,0.4
2020-05-17,"05 Galdakao",16,"Bizkaia",2,0,101,0,686,805,0,0,0.1
2020-05-17,"06 Zumarraga",3,"Gipuzkoa",0,0,3,0,76,82,0,0,0
2020-05-17,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-17,"08 Mendaro",3,"Gipuzkoa",0,0,11,1,116,130,0,0,0
2020-05-17,"09 Alto Deba",5,"Gipuzkoa",0,0,14,0,97,116,2,0,0
2020-05-17,"10 San Eloy",3,"Bizkaia",0,0,9,0,181,193,0,0,0
2020-05-17,"11 Urduliz",0,"Bizkaia",0,NA,8,NA,271,279,0,0,0
2020-05-17,"12 Eibar",16,"Gipuzkoa",0,0,36,0,123,175,0,0,0
2020-05-17,"13 Leza",7,"Araba/Álava",0,0,1,0,20,28,0,0,0
2020-05-17,"14 Sta Marina",43,"Bizkaia",0,0,168,0,471,682,3,0,1
2020-05-17,"15 Gorliz",23,"Bizkaia",0,0,60,0,199,282,0,0,0.3
2020-05-17,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-17,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-17,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-17,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,0,0,0
2020-05-18,"01 Araba",52,"Araba/Álava",7,1,223,7,1485,1767,3,1,0.7
2020-05-18,"02 Cruces",46,"Bizkaia",25,0,84,6,983,1138,0,0,0.7
2020-05-18,"03 Donosti",23,"Gipuzkoa",7,1,56,4,665,751,3,1,0.1
2020-05-18,"04 Basurto",28,"Bizkaia",6,1,94,11,1049,1177,7,1,0.3
2020-05-18,"05 Galdakao",13,"Bizkaia",0,0,101,6,692,806,1,0,0.1
2020-05-18,"06 Zumarraga",1,"Gipuzkoa",0,0,3,2,78,82,0,0,0
2020-05-18,"07 Bidasoa",4,"Gipuzkoa",0,0,8,0,68,80,0,0,0
2020-05-18,"08 Mendaro",4,"Gipuzkoa",0,0,11,0,116,131,1,0,0
2020-05-18,"09 Alto Deba",4,"Gipuzkoa",0,0,14,2,99,117,1,0,0
2020-05-18,"10 San Eloy",4,"Bizkaia",0,0,9,0,181,194,1,0,0
2020-05-18,"11 Urduliz",0,"Bizkaia",0,NA,8,NA,271,279,0,0,0
2020-05-18,"12 Eibar",15,"Gipuzkoa",0,1,37,2,125,177,2,1,0.1
2020-05-18,"13 Leza",7,"Araba/Álava",0,0,1,0,20,28,0,0,0
2020-05-18,"14 Sta Marina",44,"Bizkaia",0,0,168,1,472,684,2,0,0.9
2020-05-18,"15 Gorliz",26,"Bizkaia",0,0,60,0,199,285,3,0,0.3
2020-05-18,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
