"date","hospital","hospitalizados","provincia","uci","fallecidos","fallecidos_cum","altas","altas_cum","total_ingresados","daily_totat_ingresados","daily_deceassed","daily_deceassed_avg"
2020-04-17,"ÁLAVA PSIQUIÁTRICO H.",35,"Araba/Álava",0,0,1,0,1,37,1,0,0
2020-04-17,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-17,"ZALDIBAR H.",8,"Bizkaia",0,0,2,4,27,37,0,0,0.1
2020-04-17,"ZAMUDIO H.",4,"Bizkaia",0,0,0,0,7,11,1,0,0
2020-04-18,"01 Araba",107,"Araba/Álava",26,2,201,7,1244,1578,4,2,2.4
2020-04-18,"02 Cruces",117,"Bizkaia",53,1,61,2,743,974,4,1,1.1
2020-04-18,"03 Donosti",76,"Gipuzkoa",26,0,48,5,498,648,1,0,0.7
2020-04-18,"04 Basurto",101,"Bizkaia",17,2,69,9,839,1026,7,2,1
2020-04-18,"05 Galdakao",59,"Bizkaia",10,0,89,3,578,736,7,0,0.9
2020-04-18,"06 Zumarraga",13,"Gipuzkoa",0,0,1,0,53,67,0,0,0
2020-04-18,"07 Bidasoa",8,"Gipuzkoa",0,0,7,0,59,74,0,0,0.1
2020-04-18,"08 Mendaro",11,"Gipuzkoa",1,0,7,0,84,103,0,0,0.4
2020-04-18,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,91,107,0,0,0.3
2020-04-18,"10 San Eloy",9,"Bizkaia",0,1,4,1,149,162,2,1,0.1
2020-04-18,"11 Urduliz",25,"Bizkaia",5,1,7,2,233,270,1,1,0.1
2020-04-18,"12 Eibar",55,"Gipuzkoa",0,1,28,4,68,151,1,1,1.1
2020-04-18,"13 Leza",4,"Araba/Álava",0,1,1,1,12,17,1,1,0.1
2020-04-18,"14 Sta Marina",141,"Bizkaia",0,1,110,3,276,527,4,1,3.9
2020-04-18,"15 Gorliz",51,"Bizkaia",0,0,43,2,128,222,2,0,1.1
2020-04-18,"ÁLAVA PSIQUIÁTRICO H.",36,"Araba/Álava",0,0,1,0,1,38,1,0,0
2020-04-18,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-18,"ZALDIBAR H.",7,"Bizkaia",0,0,2,1,28,37,0,0,0
2020-04-18,"ZAMUDIO H.",4,"Bizkaia",0,0,0,0,7,11,0,0,0
2020-04-19,"01 Araba",109,"Araba/Álava",24,2,203,2,1246,1582,4,2,2.7
2020-04-19,"02 Cruces",114,"Bizkaia",53,0,61,8,751,979,5,0,1.1
2020-04-19,"03 Donosti",79,"Gipuzkoa",26,0,48,1,499,652,4,0,0.7
2020-04-19,"04 Basurto",98,"Bizkaia",18,2,71,5,844,1031,5,2,1.1
2020-04-19,"05 Galdakao",60,"Bizkaia",10,0,89,0,578,737,1,0,0.4
2020-04-19,"06 Zumarraga",13,"Gipuzkoa",0,0,1,0,53,67,0,0,0
2020-04-19,"07 Bidasoa",7,"Gipuzkoa",0,1,8,1,60,75,1,1,0.3
2020-04-19,"08 Mendaro",15,"Gipuzkoa",0,0,7,0,84,106,3,0,0.4
2020-04-19,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,91,107,0,0,0.3
2020-04-19,"10 San Eloy",8,"Bizkaia",0,1,5,2,151,164,2,1,0.3
2020-04-19,"11 Urduliz",24,"Bizkaia",7,0,7,1,234,272,2,0,0.1
2020-04-19,"12 Eibar",54,"Gipuzkoa",0,1,29,1,69,152,1,1,1.3
2020-04-19,"13 Leza",4,"Araba/Álava",0,0,1,0,12,17,0,0,0.1
2020-04-19,"14 Sta Marina",142,"Bizkaia",0,5,115,5,281,538,11,5,4.1
2020-04-19,"15 Gorliz",51,"Bizkaia",0,0,43,1,129,223,1,0,0.9
2020-04-19,"ÁLAVA PSIQUIÁTRICO H.",35,"Araba/Álava",0,0,1,1,2,38,0,0,0
2020-04-19,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-19,"ZALDIBAR H.",7,"Bizkaia",0,0,2,0,28,37,0,0,0
2020-04-19,"ZAMUDIO H.",4,"Bizkaia",0,0,0,0,7,11,0,0,0
2020-04-20,"01 Araba",102,"Araba/Álava",21,0,203,18,1264,1590,8,0,2.6
2020-04-20,"02 Cruces",99,"Bizkaia",49,2,63,26,777,988,9,2,1.3
2020-04-20,"03 Donosti",76,"Gipuzkoa",25,0,48,7,506,655,3,0,0.6
2020-04-20,"04 Basurto",78,"Bizkaia",18,0,71,27,871,1038,7,0,1
2020-04-20,"05 Galdakao",54,"Bizkaia",6,1,90,12,590,740,3,1,0.6
2020-04-20,"06 Zumarraga",11,"Gipuzkoa",0,0,1,2,55,67,0,0,0
2020-04-20,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,60,75,0,0,0.1
2020-04-20,"08 Mendaro",15,"Gipuzkoa",0,0,7,2,86,108,2,0,0.4
2020-04-20,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,91,107,0,0,0.3
2020-04-20,"10 San Eloy",10,"Bizkaia",0,0,5,1,152,167,3,0,0.3
2020-04-20,"11 Urduliz",23,"Bizkaia",6,0,7,2,236,272,0,0,0.1
2020-04-20,"12 Eibar",55,"Gipuzkoa",0,0,29,0,69,153,1,0,1.1
2020-04-20,"13 Leza",3,"Araba/Álava",0,0,1,1,13,17,0,0,0.1
2020-04-20,"14 Sta Marina",140,"Bizkaia",0,1,116,11,292,548,10,1,2.9
2020-04-20,"15 Gorliz",47,"Bizkaia",0,2,45,5,134,226,3,2,0.7
2020-04-20,"ÁLAVA PSIQUIÁTRICO H.",35,"Araba/Álava",0,0,1,0,2,38,0,0,0
2020-04-20,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-20,"ZALDIBAR H.",4,"Bizkaia",0,0,2,3,31,37,0,0,0
2020-04-20,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,7,12,1,0,0
2020-04-21,"01 Araba",96,"Araba/Álava",20,0,203,10,1274,1593,3,0,2.3
2020-04-21,"02 Cruces",82,"Bizkaia",48,1,64,23,800,994,6,1,1.3
2020-04-21,"03 Donosti",72,"Gipuzkoa",25,0,48,8,514,659,4,0,0.6
2020-04-21,"04 Basurto",73,"Bizkaia",16,3,74,12,883,1046,8,3,1.4
2020-04-21,"05 Galdakao",50,"Bizkaia",6,3,93,7,597,746,6,3,1
2020-04-21,"06 Zumarraga",12,"Gipuzkoa",0,0,1,0,55,68,1,0,0
2020-04-21,"07 Bidasoa",7,"Gipuzkoa",0,0,8,1,61,76,1,0,0.1
2020-04-21,"08 Mendaro",14,"Gipuzkoa",0,2,9,3,89,112,4,2,0.6
2020-04-21,"09 Alto Deba",0,"Gipuzkoa",0,0,14,2,93,107,0,0,0.1
2020-04-21,"10 San Eloy",10,"Bizkaia",0,0,5,1,153,168,1,0,0.3
2020-04-21,"11 Urduliz",23,"Bizkaia",7,0,7,2,238,275,3,0,0.1
2020-04-21,"12 Eibar",54,"Gipuzkoa",0,0,29,3,72,155,2,0,1.1
2020-04-21,"13 Leza",3,"Araba/Álava",0,0,1,0,13,17,0,0,0.1
2020-04-21,"14 Sta Marina",128,"Bizkaia",0,6,122,18,310,560,12,6,3.1
2020-04-21,"15 Gorliz",42,"Bizkaia",0,1,46,6,140,228,2,1,0.7
2020-04-21,"ÁLAVA PSIQUIÁTRICO H.",35,"Araba/Álava",0,0,1,0,2,38,0,0,0
2020-04-21,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-21,"ZALDIBAR H.",0,"Bizkaia",0,0,2,4,35,37,0,0,0
2020-04-21,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,7,12,0,0,0
2020-04-22,"01 Araba",95,"Araba/Álava",19,2,205,11,1285,1604,11,2,2
2020-04-22,"02 Cruces",75,"Bizkaia",46,0,64,13,813,998,4,0,0.9
2020-04-22,"03 Donosti",68,"Gipuzkoa",23,0,48,10,524,663,4,0,0.4
2020-04-22,"04 Basurto",73,"Bizkaia",15,1,75,8,891,1054,8,1,1.4
2020-04-22,"05 Galdakao",43,"Bizkaia",6,1,94,11,608,751,5,1,1.1
2020-04-22,"06 Zumarraga",11,"Gipuzkoa",0,0,1,1,56,68,0,0,0
2020-04-22,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,61,76,0,0,0.1
2020-04-22,"08 Mendaro",13,"Gipuzkoa",0,1,10,2,91,114,2,1,0.6
2020-04-22,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-22,"10 San Eloy",11,"Bizkaia",0,0,5,1,154,170,2,0,0.3
2020-04-22,"11 Urduliz",20,"Bizkaia",6,0,7,5,243,276,1,0,0.1
2020-04-22,"12 Eibar",51,"Gipuzkoa",0,1,30,4,76,157,2,1,1.3
2020-04-22,"13 Leza",3,"Araba/Álava",0,0,1,0,13,17,0,0,0.1
2020-04-22,"14 Sta Marina",119,"Bizkaia",0,3,125,11,321,565,5,3,3.4
2020-04-22,"15 Gorliz",43,"Bizkaia",0,1,47,2,142,232,4,1,0.7
2020-04-22,"ÁLAVA PSIQUIÁTRICO H.",35,"Araba/Álava",0,0,1,0,2,38,0,0,0
2020-04-22,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-22,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-22,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,7,13,1,0,0
2020-04-23,"01 Araba",93,"Araba/Álava",18,0,205,7,1292,1608,4,0,1.6
2020-04-23,"02 Cruces",70,"Bizkaia",46,1,65,11,824,1005,7,1,0.7
2020-04-23,"03 Donosti",64,"Gipuzkoa",22,0,48,12,536,670,7,0,0.3
2020-04-23,"04 Basurto",67,"Bizkaia",14,0,75,12,903,1059,5,0,1.3
2020-04-23,"05 Galdakao",39,"Bizkaia",5,0,94,5,613,751,0,0,1
2020-04-23,"06 Zumarraga",11,"Gipuzkoa",0,0,1,1,57,69,1,0,0
2020-04-23,"07 Bidasoa",6,"Gipuzkoa",0,0,8,2,63,77,1,0,0.1
2020-04-23,"08 Mendaro",11,"Gipuzkoa",1,0,10,1,92,114,0,0,0.6
2020-04-23,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-23,"10 San Eloy",11,"Bizkaia",0,0,5,1,155,171,1,0,0.3
2020-04-23,"11 Urduliz",18,"Bizkaia",6,0,7,1,244,275,-1,0,0.1
2020-04-23,"12 Eibar",48,"Gipuzkoa",0,0,30,3,79,157,0,0,1.1
2020-04-23,"13 Leza",5,"Araba/Álava",0,0,1,0,13,19,2,0,0.1
2020-04-23,"14 Sta Marina",111,"Bizkaia",0,2,127,18,339,577,12,2,3.3
2020-04-23,"15 Gorliz",41,"Bizkaia",0,2,49,4,146,236,4,2,1
2020-04-23,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,1,3,38,0,0,0
2020-04-23,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-23,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-23,"ZAMUDIO H.",6,"Bizkaia",0,0,0,1,8,14,1,0,0
2020-04-24,"01 Araba",84,"Araba/Álava",19,3,208,16,1308,1619,11,3,1.3
2020-04-24,"02 Cruces",60,"Bizkaia",47,0,65,16,840,1012,7,0,0.7
2020-04-24,"03 Donosti",60,"Gipuzkoa",22,1,49,15,551,682,12,1,0.1
2020-04-24,"04 Basurto",53,"Bizkaia",14,0,75,17,920,1062,3,0,1.1
2020-04-24,"05 Galdakao",36,"Bizkaia",7,0,94,3,616,753,2,0,0.7
2020-04-24,"06 Zumarraga",9,"Gipuzkoa",0,0,1,2,59,69,0,0,0
2020-04-24,"07 Bidasoa",6,"Gipuzkoa",0,0,8,0,63,77,0,0,0.1
2020-04-24,"08 Mendaro",12,"Gipuzkoa",0,0,10,1,93,115,1,0,0.4
2020-04-24,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-24,"10 San Eloy",11,"Bizkaia",0,0,5,3,158,174,3,0,0.3
2020-04-24,"11 Urduliz",15,"Bizkaia",6,0,7,5,249,277,2,0,0.1
2020-04-24,"12 Eibar",41,"Gipuzkoa",0,0,30,8,87,158,1,0,0.4
2020-04-24,"13 Leza",5,"Araba/Álava",0,0,1,2,15,21,2,0,0.1
2020-04-24,"14 Sta Marina",100,"Bizkaia",0,2,129,13,352,581,4,2,2.9
2020-04-24,"15 Gorliz",39,"Bizkaia",0,1,50,4,150,239,3,1,1
2020-04-24,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-24,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-24,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-24,"ZAMUDIO H.",7,"Bizkaia",0,0,0,0,8,15,1,0,0
2020-04-25,"01 Araba",85,"Araba/Álava",19,1,209,2,1310,1623,4,1,1.1
2020-04-25,"02 Cruces",66,"Bizkaia",45,0,65,1,841,1017,5,0,0.6
2020-04-25,"03 Donosti",64,"Gipuzkoa",20,0,49,1,552,685,3,0,0.1
2020-04-25,"04 Basurto",52,"Bizkaia",14,0,75,2,922,1063,1,0,0.9
2020-04-25,"05 Galdakao",37,"Bizkaia",8,0,94,0,616,755,2,0,0.7
2020-04-25,"06 Zumarraga",10,"Gipuzkoa",0,0,1,0,59,70,1,0,0
2020-04-25,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,63,78,1,0,0.1
2020-04-25,"08 Mendaro",12,"Gipuzkoa",0,0,10,0,93,115,0,0,0.4
2020-04-25,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-25,"10 San Eloy",9,"Bizkaia",0,1,6,2,160,175,1,1,0.3
2020-04-25,"11 Urduliz",15,"Bizkaia",6,0,7,1,250,278,1,0,0
2020-04-25,"12 Eibar",40,"Gipuzkoa",0,0,30,1,88,158,0,0,0.3
2020-04-25,"13 Leza",5,"Araba/Álava",0,0,1,0,15,21,0,0,0
2020-04-25,"14 Sta Marina",104,"Bizkaia",0,1,130,1,353,587,6,1,2.9
2020-04-25,"15 Gorliz",42,"Bizkaia",0,0,50,0,150,242,3,0,1
2020-04-25,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-25,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-25,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-25,"ZAMUDIO H.",7,"Bizkaia",0,0,0,0,8,15,0,0,0
2020-04-26,"01 Araba",86,"Araba/Álava",20,0,209,2,1312,1627,4,0,0.9
2020-04-26,"02 Cruces",71,"Bizkaia",45,0,65,0,841,1022,5,0,0.6
2020-04-26,"03 Donosti",65,"Gipuzkoa",19,1,50,1,553,687,2,1,0.3
2020-04-26,"04 Basurto",50,"Bizkaia",14,2,77,3,925,1066,3,2,0.9
2020-04-26,"05 Galdakao",39,"Bizkaia",8,0,94,0,616,757,2,0,0.7
2020-04-26,"06 Zumarraga",11,"Gipuzkoa",0,0,1,0,59,71,1,0,0
2020-04-26,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,63,78,0,0,0
2020-04-26,"08 Mendaro",14,"Gipuzkoa",0,0,10,0,93,117,2,0,0.4
2020-04-26,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-26,"10 San Eloy",9,"Bizkaia",0,0,6,0,160,175,0,0,0.1
2020-04-26,"11 Urduliz",15,"Bizkaia",6,0,7,0,250,278,0,0,0
2020-04-26,"12 Eibar",39,"Gipuzkoa",0,1,31,1,89,159,1,1,0.3
2020-04-26,"13 Leza",5,"Araba/Álava",0,0,1,0,15,21,0,0,0
2020-04-26,"14 Sta Marina",104,"Bizkaia",0,2,132,3,356,592,5,2,2.4
2020-04-26,"15 Gorliz",44,"Bizkaia",0,1,51,1,151,246,4,1,1.1
2020-04-26,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-26,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-26,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-26,"ZAMUDIO H.",7,"Bizkaia",0,0,0,0,8,15,0,0,0
2020-04-27,"01 Araba",86,"Araba/Álava",16,0,209,11,1323,1634,7,0,0.9
2020-04-27,"02 Cruces",64,"Bizkaia",46,1,66,11,852,1028,6,1,0.4
2020-04-27,"03 Donosti",67,"Gipuzkoa",17,0,50,6,559,693,6,0,0.3
2020-04-27,"04 Basurto",45,"Bizkaia",13,1,78,11,936,1072,6,1,1
2020-04-27,"05 Galdakao",37,"Bizkaia",8,1,95,4,620,760,3,1,0.7
2020-04-27,"06 Zumarraga",7,"Gipuzkoa",0,1,2,4,63,72,1,1,0.1
2020-04-27,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,63,78,0,0,0
2020-04-27,"08 Mendaro",12,"Gipuzkoa",0,0,10,3,96,118,1,0,0.4
2020-04-27,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-27,"10 San Eloy",8,"Bizkaia",0,0,6,1,161,175,0,0,0.1
2020-04-27,"11 Urduliz",13,"Bizkaia",5,0,7,4,254,279,1,0,0
2020-04-27,"12 Eibar",37,"Gipuzkoa",0,0,31,3,92,160,1,0,0.3
2020-04-27,"13 Leza",4,"Araba/Álava",0,0,1,1,16,21,0,0,0
2020-04-27,"14 Sta Marina",95,"Bizkaia",0,3,135,11,367,597,5,3,2.7
2020-04-27,"15 Gorliz",43,"Bizkaia",0,0,51,1,152,246,0,0,0.9
2020-04-27,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-27,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-27,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-27,"ZAMUDIO H.",7,"Bizkaia",0,0,0,0,8,15,0,0,0
2020-04-28,"01 Araba",94,"Araba/Álava",14,0,209,0,1323,1640,6,0,0.9
2020-04-28,"02 Cruces",64,"Bizkaia",44,2,68,7,859,1035,7,2,0.6
2020-04-28,"03 Donosti",63,"Gipuzkoa",16,0,50,8,567,696,3,0,0.3
2020-04-28,"04 Basurto",40,"Bizkaia",12,1,79,8,944,1075,3,1,0.7
2020-04-28,"05 Galdakao",33,"Bizkaia",7,1,96,6,626,762,2,1,0.4
2020-04-28,"06 Zumarraga",9,"Gipuzkoa",0,0,2,0,63,74,2,0,0.1
2020-04-28,"07 Bidasoa",6,"Gipuzkoa",0,0,8,1,64,78,0,0,0
2020-04-28,"08 Mendaro",11,"Gipuzkoa",0,0,10,2,98,119,1,0,0.1
2020-04-28,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-28,"10 San Eloy",8,"Bizkaia",0,0,6,2,163,177,2,0,0.1
2020-04-28,"11 Urduliz",12,"Bizkaia",5,0,7,2,256,280,1,0,0
2020-04-28,"12 Eibar",35,"Gipuzkoa",0,1,32,3,95,162,2,1,0.4
2020-04-28,"13 Leza",4,"Araba/Álava",0,0,1,0,16,21,0,0,0
2020-04-28,"14 Sta Marina",92,"Bizkaia",0,4,139,9,376,607,10,4,2.4
2020-04-28,"15 Gorliz",40,"Bizkaia",0,0,51,6,158,249,3,0,0.7
2020-04-28,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-28,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-28,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-28,"ZAMUDIO H.",6,"Bizkaia",0,0,0,1,9,15,0,0,0
2020-04-29,"01 Araba",92,"Araba/Álava",15,0,209,11,1334,1650,10,0,0.6
2020-04-29,"02 Cruces",71,"Bizkaia",44,0,68,5,864,1047,12,0,0.6
2020-04-29,"03 Donosti",60,"Gipuzkoa",15,0,50,11,578,703,7,0,0.3
2020-04-29,"04 Basurto",34,"Bizkaia",12,1,80,9,953,1079,4,1,0.7
2020-04-29,"05 Galdakao",32,"Bizkaia",7,0,96,3,629,764,2,0,0.3
2020-04-29,"06 Zumarraga",8,"Gipuzkoa",0,0,2,2,65,75,1,0,0.1
2020-04-29,"07 Bidasoa",7,"Gipuzkoa",0,0,8,0,64,79,1,0,0
2020-04-29,"08 Mendaro",12,"Gipuzkoa",0,0,10,0,98,120,1,0,0
2020-04-29,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-29,"10 San Eloy",10,"Bizkaia",0,0,6,1,164,180,3,0,0.1
2020-04-29,"11 Urduliz",10,"Bizkaia",2,1,8,3,259,279,-1,1,0.1
2020-04-29,"12 Eibar",30,"Gipuzkoa",0,2,34,5,100,164,2,2,0.6
2020-04-29,"13 Leza",5,"Araba/Álava",0,0,1,0,16,22,1,0,0
2020-04-29,"14 Sta Marina",87,"Bizkaia",0,1,140,9,385,612,5,1,2.1
2020-04-29,"15 Gorliz",36,"Bizkaia",0,1,52,4,162,250,1,1,0.7
2020-04-29,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-29,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-29,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-29,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-04-30,"01 Araba",76,"Araba/Álava",16,0,209,19,1353,1654,4,0,0.6
2020-04-30,"02 Cruces",68,"Bizkaia",41,2,70,16,880,1059,12,2,0.7
2020-04-30,"03 Donosti",52,"Gipuzkoa",14,1,51,13,591,708,5,1,0.4
2020-04-30,"04 Basurto",44,"Bizkaia",10,0,80,3,956,1090,11,0,0.7
2020-04-30,"05 Galdakao",30,"Bizkaia",7,0,96,5,634,767,3,0,0.3
2020-04-30,"06 Zumarraga",7,"Gipuzkoa",0,0,2,2,67,76,1,0,0.1
2020-04-30,"07 Bidasoa",6,"Gipuzkoa",0,0,8,1,65,79,0,0,0
2020-04-30,"08 Mendaro",11,"Gipuzkoa",0,1,11,3,101,123,3,1,0.1
2020-04-30,"09 Alto Deba",0,"Gipuzkoa",0,NA,14,NA,93,107,0,0,0
2020-04-30,"10 San Eloy",10,"Bizkaia",0,0,6,0,164,180,0,0,0.1
2020-04-30,"11 Urduliz",7,"Bizkaia",0,0,8,4,263,278,-1,0,0.1
2020-04-30,"12 Eibar",28,"Gipuzkoa",0,0,34,3,103,165,1,0,0.6
2020-04-30,"13 Leza",7,"Araba/Álava",0,0,1,0,16,24,2,0,0
2020-04-30,"14 Sta Marina",75,"Bizkaia",0,3,143,13,398,616,4,3,2.3
2020-04-30,"15 Gorliz",35,"Bizkaia",0,1,53,4,166,254,4,1,0.6
2020-04-30,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-04-30,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-04-30,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-04-30,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-05-01,"01 Araba",79,"Araba/Álava",18,0,209,2,1355,1661,7,0,0.1
2020-05-01,"02 Cruces",69,"Bizkaia",40,2,72,2,882,1063,4,2,1
2020-05-01,"03 Donosti",53,"Gipuzkoa",14,0,51,1,592,710,2,0,0.3
2020-05-01,"04 Basurto",48,"Bizkaia",10,0,80,3,959,1097,7,0,0.7
2020-05-01,"05 Galdakao",33,"Bizkaia",5,0,96,0,634,768,1,0,0.3
2020-05-01,"06 Zumarraga",7,"Gipuzkoa",0,0,2,0,67,76,0,0,0.1
2020-05-01,"07 Bidasoa",6,"Gipuzkoa",0,0,8,0,65,79,0,0,0
2020-05-01,"08 Mendaro",13,"Gipuzkoa",0,0,11,0,101,125,2,0,0.1
2020-05-01,"09 Alto Deba",1,"Gipuzkoa",0,0,14,0,93,108,1,0,0
2020-05-01,"10 San Eloy",10,"Bizkaia",0,1,7,1,165,182,2,1,0.3
2020-05-01,"11 Urduliz",7,"Bizkaia",0,0,8,0,263,278,0,0,0.1
2020-05-01,"12 Eibar",28,"Gipuzkoa",0,0,34,0,103,165,0,0,0.6
2020-05-01,"13 Leza",7,"Araba/Álava",0,0,1,0,16,24,0,0,0
2020-05-01,"14 Sta Marina",75,"Bizkaia",0,2,145,2,400,620,4,2,2.3
2020-05-01,"15 Gorliz",35,"Bizkaia",0,1,54,1,167,256,2,1,0.6
2020-05-01,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-01,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-01,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-01,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-05-02,"01 Araba",84,"Araba/Álava",16,1,210,1,1356,1666,5,1,0.1
2020-05-02,"02 Cruces",65,"Bizkaia",41,2,74,6,888,1068,5,2,1.3
2020-05-02,"03 Donosti",52,"Gipuzkoa",14,1,52,1,593,711,1,1,0.4
2020-05-02,"04 Basurto",51,"Bizkaia",10,0,80,2,961,1102,5,0,0.7
2020-05-02,"05 Galdakao",34,"Bizkaia",3,1,97,1,635,769,1,1,0.4
2020-05-02,"06 Zumarraga",7,"Gipuzkoa",0,0,2,0,67,76,0,0,0.1
2020-05-02,"07 Bidasoa",6,"Gipuzkoa",0,0,8,0,65,79,0,0,0
2020-05-02,"08 Mendaro",13,"Gipuzkoa",0,0,11,0,101,125,0,0,0.1
2020-05-02,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,93,109,1,0,0
2020-05-02,"10 San Eloy",8,"Bizkaia",0,1,8,2,167,183,1,1,0.3
2020-05-02,"11 Urduliz",7,"Bizkaia",0,0,8,0,263,278,0,0,0.1
2020-05-02,"12 Eibar",28,"Gipuzkoa",0,0,34,0,103,165,0,0,0.6
2020-05-02,"13 Leza",7,"Araba/Álava",0,0,1,0,16,24,0,0,0
2020-05-02,"14 Sta Marina",77,"Bizkaia",0,2,147,3,403,627,7,2,2.4
2020-05-02,"15 Gorliz",36,"Bizkaia",0,0,54,0,167,257,1,0,0.6
2020-05-02,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-02,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-02,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-02,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,9,15,0,0,0
2020-05-03,"01 Araba",90,"Araba/Álava",16,0,210,1,1357,1673,7,0,0.1
2020-05-03,"02 Cruces",69,"Bizkaia",41,0,74,1,889,1073,5,0,1.3
2020-05-03,"03 Donosti",51,"Gipuzkoa",14,0,52,1,594,711,0,0,0.3
2020-05-03,"04 Basurto",51,"Bizkaia",10,2,82,2,963,1106,4,2,0.7
2020-05-03,"05 Galdakao",36,"Bizkaia",3,0,97,0,635,771,2,0,0.4
