"date","region_code","region","country","population","cases_registered","cases_per_100000","intensive_care","intensive_care_per_1000000","deceassed","deceassed_per_100000","recovered","recovered_per_100000"
2020-03-21,NA,"Centre.Val.de.Loire","France",NA,254,9.93,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Centre.Val.de.Loire","France",NA,16,0.63,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Centre.Val.de.Loire","France",NA,19,0.74,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Centre.Val.de.Loire","France",NA,20,0.78,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Centre.Val.de.Loire","France",NA,30,1.17,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Centre.Val.de.Loire","France",NA,33,1.29,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Centre.Val.de.Loire","France",NA,54,2.11,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Centre.Val.de.Loire","France",NA,71,2.77,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Centre.Val.de.Loire","France",NA,90,3.52,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Centre.Val.de.Loire","France",NA,103,4.02,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Centre.Val.de.Loire","France",NA,128,5,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Centre.Val.de.Loire","France",NA,157,6.14,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Centre.Val.de.Loire","France",NA,0,0,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Centre.Val.de.Loire","France",NA,291,11.37,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Centre.Val.de.Loire","France",NA,361,14.11,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Centre.Val.de.Loire","France",NA,450,17.58,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Corse","France",NA,115,33.36,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Corse","France",NA,0,0,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Corse","France",NA,3,0.87,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Corse","France",NA,3,0.87,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Corse","France",NA,5,1.45,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Corse","France",NA,42,12.19,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Corse","France",NA,51,14.8,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Corse","France",NA,64,18.57,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Corse","France",NA,85,24.66,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Corse","France",NA,106,30.75,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Corse","France",NA,152,44.1,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Corse","France",NA,162,47,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Corse","France",NA,126,36.56,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Corse","France",NA,145,42.07,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Corse","France",NA,183,53.09,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Corse","France",NA,194,56.28,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Corse","France",NA,168,48.74,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Corse","France",NA,173,50.19,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Corse","France",NA,217,62.96,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Grand.Est","France",NA,250,4.54,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Grand.Est","France",NA,489,8.87,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Grand.Est","France",NA,3006,54.54,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Grand.Est","France",NA,3089,56.04,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Grand.Est","France",NA,3395,61.6,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Grand.Est","France",NA,4256,77.22,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Grand.Est","France",NA,578,10.49,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Grand.Est","France",NA,699,12.68,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Grand.Est","France",NA,911,16.53,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Grand.Est","France",NA,1085,19.69,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Grand.Est","France",NA,1378,25,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Grand.Est","France",NA,1543,27.99,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Grand.Est","France",NA,1820,33.02,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Grand.Est","France",NA,2163,39.24,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Grand.Est","France",NA,2643,47.95,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Grand.Est","France",NA,38,0.69,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Grand.Est","France",NA,77,1.4,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Grand.Est","France",NA,136,2.47,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Grand.Est","France",NA,4922,89.3,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Hauts.de.France","France",NA,612,10.26,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Hauts.de.France","France",NA,65,1.09,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Hauts.de.France","France",NA,74,1.24,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Hauts.de.France","France",NA,97,1.63,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Hauts.de.France","France",NA,173,2.9,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Hauts.de.France","France",NA,249,4.18,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Hauts.de.France","France",NA,263,4.41,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Hauts.de.France","France",NA,349,5.85,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Hauts.de.France","France",NA,397,6.66,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Hauts.de.France","France",NA,466,7.82,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Hauts.de.France","France",NA,507,8.5,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Hauts.de.France","France",NA,585,9.81,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Hauts.de.France","France",NA,700,11.74,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Hauts.de.France","France",NA,759,12.73,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Hauts.de.France","France",NA,791,13.27,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Hauts.de.France","France",NA,665,11.15,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Hauts.de.France","France",NA,1269,21.28,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Hauts.de.France","France",NA,1532,25.69,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Hauts.de.France","France",NA,936,15.7,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Ile.de.France","France",NA,721,5.87,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Ile.de.France","France",NA,492,4.01,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Ile.de.France","France",NA,577,4.7,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Ile.de.France","France",NA,4695,38.24,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Ile.de.France","France",NA,5283,43.03,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Ile.de.France","France",NA,6211,50.59,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Ile.de.France","France",NA,6798,55.37,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Ile.de.France","France",NA,468,3.81,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Ile.de.France","France",NA,2177,17.73,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Ile.de.France","France",NA,949,7.73,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Ile.de.France","France",NA,1209,9.85,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Ile.de.France","France",NA,1762,14.35,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Ile.de.France","France",NA,55,0.45,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Ile.de.France","France",NA,2693,21.93,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Ile.de.France","France",NA,3384,27.56,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Ile.de.France","France",NA,3818,31.1,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Ile.de.France","France",NA,76,0.62,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Ile.de.France","France",NA,89,0.72,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Ile.de.France","France",NA,104,0.85,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Normandie","France",NA,6,0.18,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Normandie","France",NA,2,0.06,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Normandie","France",NA,287,8.69,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Normandie","France",NA,11,0.33,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Normandie","France",NA,11,0.33,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Normandie","France",NA,40,1.21,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Normandie","France",NA,54,1.63,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Normandie","France",NA,68,2.06,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Normandie","France",NA,97,2.94,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Normandie","France",NA,127,3.84,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Normandie","France",NA,143,4.33,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Normandie","France",NA,156,4.72,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Normandie","France",NA,174,5.27,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Normandie","France",NA,208,6.3,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Normandie","France",NA,241,7.3,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Normandie","France",NA,511,15.47,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Normandie","France",NA,586,17.74,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Normandie","France",NA,345,10.44,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Normandie","France",NA,462,13.99,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Nouvelle.Aquitaine","France",NA,130,2.17,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Nouvelle.Aquitaine","France",NA,144,2.4,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Nouvelle.Aquitaine","France",NA,432,7.2,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Nouvelle.Aquitaine","France",NA,521,8.68,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Nouvelle.Aquitaine","France",NA,612,10.2,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Nouvelle.Aquitaine","France",NA,676,11.27,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Nouvelle.Aquitaine","France",NA,789,13.15,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Nouvelle.Aquitaine","France",NA,66,1.1,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Nouvelle.Aquitaine","France",NA,87,1.45,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Nouvelle.Aquitaine","France",NA,114,1.9,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Nouvelle.Aquitaine","France",NA,280,4.67,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Nouvelle.Aquitaine","France",NA,178,2.97,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Nouvelle.Aquitaine","France",NA,200,3.33,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Nouvelle.Aquitaine","France",NA,237,3.95,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Nouvelle.Aquitaine","France",NA,17,0.28,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Nouvelle.Aquitaine","France",NA,5,0.08,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Nouvelle.Aquitaine","France",NA,8,0.13,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Nouvelle.Aquitaine","France",NA,11,0.18,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Nouvelle.Aquitaine","France",NA,57,0.95,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Occitanie","France",NA,36,0.61,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Occitanie","France",NA,9,0.15,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Occitanie","France",NA,11,0.19,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Occitanie","France",NA,18,0.3,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Occitanie","France",NA,671,11.33,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Occitanie","France",NA,70,1.18,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Occitanie","France",NA,87,1.47,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Occitanie","France",NA,133,2.24,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Occitanie","France",NA,172,2.9,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Occitanie","France",NA,214,3.61,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Occitanie","France",NA,243,4.1,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Occitanie","France",NA,262,4.42,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Occitanie","France",NA,311,5.25,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Occitanie","France",NA,371,6.26,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Occitanie","France",NA,444,7.49,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Occitanie","France",NA,537,9.06,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Occitanie","France",NA,611,10.31,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Occitanie","France",NA,767,12.95,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Occitanie","France",NA,900,15.19,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Pays.de.la.Loire","France",NA,108,2.84,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Pays.de.la.Loire","France",NA,126,3.31,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Pays.de.la.Loire","France",NA,190,5,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Pays.de.la.Loire","France",NA,234,6.15,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Pays.de.la.Loire","France",NA,270,7.1,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Pays.de.la.Loire","France",NA,293,7.71,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Pays.de.la.Loire","France",NA,343,9.02,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Pays.de.la.Loire","France",NA,34,0.89,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Pays.de.la.Loire","France",NA,41,1.08,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Pays.de.la.Loire","France",NA,55,1.45,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Pays.de.la.Loire","France",NA,82,2.16,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Pays.de.la.Loire","France",NA,98,2.58,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Pays.de.la.Loire","France",NA,8,0.21,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Pays.de.la.Loire","France",NA,128,3.37,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Pays.de.la.Loire","France",NA,160,4.21,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Pays.de.la.Loire","France",NA,7,0.18,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Pays.de.la.Loire","France",NA,16,0.42,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Pays.de.la.Loire","France",NA,18,0.47,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Pays.de.la.Loire","France",NA,31,0.82,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Provence.Alpes.Côte.d.Azur","France",NA,111,2.2,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Provence.Alpes.Côte.d.Azur","France",NA,13,0.26,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Provence.Alpes.Côte.d.Azur","France",NA,18,0.36,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Provence.Alpes.Côte.d.Azur","France",NA,26,0.51,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Provence.Alpes.Côte.d.Azur","France",NA,38,0.75,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Provence.Alpes.Côte.d.Azur","France",NA,110,2.18,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Provence.Alpes.Côte.d.Azur","France",NA,1595,31.55,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Provence.Alpes.Côte.d.Azur","France",NA,147,2.91,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Provence.Alpes.Côte.d.Azur","France",NA,212,4.19,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Provence.Alpes.Côte.d.Azur","France",NA,281,5.56,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Provence.Alpes.Côte.d.Azur","France",NA,330,6.53,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Provence.Alpes.Côte.d.Azur","France",NA,405,8.01,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Provence.Alpes.Côte.d.Azur","France",NA,478,9.45,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Provence.Alpes.Côte.d.Azur","France",NA,574,11.35,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Provence.Alpes.Côte.d.Azur","France",NA,693,13.71,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Provence.Alpes.Côte.d.Azur","France",NA,826,16.34,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Provence.Alpes.Côte.d.Azur","France",NA,1041,20.59,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Provence.Alpes.Côte.d.Azur","France",NA,1372,27.14,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Provence.Alpes.Côte.d.Azur","France",NA,1510,29.87,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Guadeloupe","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Guadeloupe","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Guadeloupe","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Guadeloupe","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Guadeloupe","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Guadeloupe","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Guadeloupe","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Guadeloupe","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Guadeloupe","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Guadeloupe","France",NA,6,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Guadeloupe","France",NA,18,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Guadeloupe","France",NA,27,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Guadeloupe","France",NA,33,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Guadeloupe","France",NA,45,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Guadeloupe","France",NA,51,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Guadeloupe","France",NA,56,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Guadeloupe","France",NA,58,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Guadeloupe","France",NA,62,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Guadeloupe","France",NA,73,NA,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Saint.Barthélémy","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Saint.Barthélémy","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Saint.Barthélémy","France",NA,1,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Saint.Barthélémy","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Saint.Martin","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Saint.Martin","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Saint.Martin","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Saint.Martin","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Saint.Martin","France",NA,4,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Saint.Martin","France",NA,4,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Saint.Martin","France",NA,4,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Saint.Martin","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Saint.Martin","France",NA,6,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Saint.Martin","France",NA,8,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Saint.Martin","France",NA,8,NA,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Guyane","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Guyane","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Guyane","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Guyane","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Guyane","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Guyane","France",NA,5,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Guyane","France",NA,6,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Guyane","France",NA,6,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Guyane","France",NA,7,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Guyane","France",NA,7,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Guyane","France",NA,11,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Guyane","France",NA,11,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Guyane","France",NA,11,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Guyane","France",NA,15,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Guyane","France",NA,15,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Guyane","France",NA,18,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Guyane","France",NA,19,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Guyane","France",NA,20,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Guyane","France",NA,23,NA,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Martinique","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Martinique","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Martinique","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Martinique","France",NA,2,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Martinique","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Martinique","France",NA,3,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Martinique","France",NA,4,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Martinique","France",NA,6,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Martinique","France",NA,10,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Martinique","France",NA,15,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Martinique","France",NA,16,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Martinique","France",NA,19,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Martinique","France",NA,23,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Martinique","France",NA,32,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Martinique","France",NA,32,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Martinique","France",NA,37,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Martinique","France",NA,44,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Martinique","France",NA,53,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Martinique","France",NA,57,NA,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Mayotte","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Mayotte","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Mayotte","France",NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Mayotte","France",NA,0,NA,NA,NA,NA,NA,NA,NA
