"date","region_code","region","country","population","cases_registered","PCR","TestAc","cases_per_100000","intensive_care","intensive_care_per_100000","deceassed","deceassed_per_100000","recovered","recovered_per_100000","hospitalized","hospitalized_per_100000"
2020-04-14,14,"Murcia","Spain",1493898,1528,1400,128,102.28,97,6.49,109,7.3,513,34.34,574,38.42
2020-04-15,14,"Murcia","Spain",1493898,1590,1416,174,106.43,97,6.49,111,7.43,516,34.54,575,38.49
2020-04-16,14,"Murcia","Spain",1493898,1626,1424,202,108.84,99,6.63,112,7.5,545,36.48,585,39.16
2020-04-17,14,"Murcia","Spain",1493898,1647,1430,217,110.25,102,6.83,115,7.7,638,42.71,611,40.9
2020-04-18,14,"Murcia","Spain",1493898,1653,1438,215,110.65,102,6.83,116,7.76,652,43.64,612,40.97
2020-04-19,14,"Murcia","Spain",1493898,1659,1440,219,111.05,103,6.89,117,7.83,662,44.31,612,40.97
2020-04-20,14,"Murcia","Spain",1493898,1696,1445,251,113.53,104,6.96,120,8.03,702,46.99,614,41.1
2020-04-21,14,"Murcia","Spain",1493898,1717,1455,262,114.93,104,6.96,123,8.23,761,50.94,622,41.64
2020-04-22,14,"Murcia","Spain",1493898,1721,1460,261,115.2,104,6.96,124,8.3,766,51.28,624,41.77
2020-04-23,14,"Murcia","Spain",1493898,1741,1468,273,116.54,105,7.03,125,8.37,791,52.95,625,41.84
2020-04-24,14,"Murcia","Spain",1493898,1756,1468,288,117.54,105,7.03,126,8.43,842,56.36,625,41.84
2020-04-25,14,"Murcia","Spain",1493898,1771,1474,297,118.55,106,7.1,127,8.5,920,61.58,627,41.97
2020-04-26,14,"Murcia","Spain",1493898,1771,1474,297,118.55,106,7.1,128,8.57,990,66.27,627,41.97
2020-04-27,14,"Murcia","Spain",1493898,1793,1475,318,120.02,106,7.1,130,8.7,1113,74.5,629,42.1
2020-04-28,14,"Murcia","Spain",1493898,1840,1480,360,123.17,106,7.1,130,8.7,1153,77.18,635,42.51
2020-04-29,14,"Murcia","Spain",1493898,1894,1486,408,126.78,108,7.23,130,8.7,1202,80.46,637,42.64
2020-04-30,14,"Murcia","Spain",1493898,1960,1488,472,131.2,109,7.3,132,8.84,1229,82.27,638,42.71
2020-05-01,14,"Murcia","Spain",1493898,1966,1491,475,131.6,110,7.36,132,8.84,1251,83.74,639,42.77
2020-05-02,14,"Murcia","Spain",1493898,1974,1492,482,132.14,110,7.36,134,8.97,1260,84.34,641,42.91
2020-05-03,14,"Murcia","Spain",1493898,1974,1492,482,132.14,110,7.36,134,8.97,1277,85.48,645,43.18
2020-05-04,14,"Murcia","Spain",1493898,2051,1496,555,137.29,111,7.43,136,9.1,1381,92.44,650,43.51
2020-05-05,14,"Murcia","Spain",1493898,2133,1498,635,142.78,111,7.43,136,9.1,1465,98.07,650,43.51
2020-05-06,14,"Murcia","Spain",1493898,2192,1501,691,146.73,111,7.43,137,9.17,1527,102.22,652,43.64
2020-05-07,14,"Murcia","Spain",1493898,2252,1504,748,150.75,113,7.56,137,9.17,1662,111.25,659,44.11
2020-05-08,14,"Murcia","Spain",1493898,2263,1506,757,151.48,113,7.56,138,9.24,1767,118.28,662,44.31
2020-05-09,14,"Murcia","Spain",1493898,2329,1508,821,155.9,113,7.56,139,9.3,1782,119.29,662,44.31
2020-05-10,14,"Murcia","Spain",1493898,2332,1517,815,156.1,113,7.56,139,9.3,1786,119.55,665,44.51
2020-05-11,14,"Murcia","Spain",1493898,2333,1517,816,156.17,112,7.5,139,9.3,1819,121.76,665,44.51
2020-05-12,14,"Murcia","Spain",1493898,2398,1525,873,160.52,112,7.5,142,9.51,1861,124.57,666,44.58
2020-05-13,14,"Murcia","Spain",1493898,2437,1532,905,163.13,112,7.5,142,9.51,1998,133.74,672,44.98
2020-02-20,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,15,"Navarra","Spain",654214,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,15,"Navarra","Spain",654214,1,1,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,15,"Navarra","Spain",654214,1,1,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,15,"Navarra","Spain",654214,1,1,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,15,"Navarra","Spain",654214,3,3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,15,"Navarra","Spain",654214,3,3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,15,"Navarra","Spain",654214,3,3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,15,"Navarra","Spain",654214,3,3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,15,"Navarra","Spain",654214,3,3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,15,"Navarra","Spain",654214,3,3,NA,0.46,1,0.15,0,0,NA,NA,NA,NA
2020-03-09,15,"Navarra","Spain",654214,12,12,NA,1.83,2,0.31,0,0,NA,NA,NA,NA
2020-03-10,15,"Navarra","Spain",654214,46,46,NA,7.03,3,0.46,0,0,0,0,10,1.53
2020-03-11,15,"Navarra","Spain",654214,73,73,NA,11.16,3,0.46,0,0,0,0,17,2.6
2020-03-12,15,"Navarra","Spain",654214,130,130,NA,19.87,4,0.61,0,0,0,0,28,4.28
2020-03-13,15,"Navarra","Spain",654214,146,146,NA,22.32,4,0.61,0,0,0,0,28,4.28
2020-03-14,15,"Navarra","Spain",654214,183,183,NA,27.97,4,0.61,0,0,0,0,34,5.2
2020-03-15,15,"Navarra","Spain",654214,274,274,NA,41.88,5,0.76,1,0.15,0,0,58,8.87
2020-03-16,15,"Navarra","Spain",654214,313,313,NA,47.84,10,1.53,2,0.31,0,0,72,11.01
2020-03-17,15,"Navarra","Spain",654214,386,386,NA,59,10,1.53,3,0.46,0,0,93,14.22
2020-03-18,15,"Navarra","Spain",654214,482,482,NA,73.68,11,1.68,4,0.61,0,0,132,20.18
2020-03-19,15,"Navarra","Spain",654214,554,554,NA,84.68,19,2.9,5,0.76,1,0.15,172,26.29
2020-03-20,15,"Navarra","Spain",654214,664,664,NA,101.5,25,3.82,9,1.38,1,0.15,222,33.93
2020-03-21,15,"Navarra","Spain",654214,794,794,NA,121.37,30,4.59,14,2.14,4,0.61,288,44.02
2020-03-22,15,"Navarra","Spain",654214,886,886,NA,135.43,40,6.11,24,3.67,7,1.07,339,51.82
2020-03-23,15,"Navarra","Spain",654214,1014,1014,NA,155,45,6.88,31,4.74,11,1.68,405,61.91
2020-03-24,15,"Navarra","Spain",654214,1197,1197,NA,182.97,51,7.8,33,5.04,23,3.52,506,77.34
2020-03-25,15,"Navarra","Spain",654214,1411,1411,NA,215.68,54,8.25,49,7.49,35,5.35,649,99.2
2020-03-26,15,"Navarra","Spain",654214,1641,1641,NA,250.84,75,11.46,58,8.87,70,10.7,732,111.89
2020-03-27,15,"Navarra","Spain",654214,1829,1829,NA,279.57,84,12.84,70,10.7,98,14.98,827,126.41
2020-03-28,15,"Navarra","Spain",654214,2011,2011,NA,307.39,90,13.76,84,12.84,125,19.11,896,136.96
2020-03-29,15,"Navarra","Spain",654214,2146,2146,NA,328.03,96,14.67,102,15.59,161,24.61,955,145.98
2020-03-30,15,"Navarra","Spain",654214,2305,2305,NA,352.33,99,15.13,113,17.27,192,29.35,1035,158.21
2020-03-31,15,"Navarra","Spain",654214,2497,2497,NA,381.68,104,15.9,130,19.87,236,36.07,1120,171.2
2020-04-01,15,"Navarra","Spain",654214,2682,2682,NA,409.96,108,16.51,141,21.55,278,42.49,1181,180.52
2020-04-02,15,"Navarra","Spain",654214,2836,2836,NA,433.5,119,18.19,151,23.08,294,44.94,1284,196.27
2020-04-03,15,"Navarra","Spain",654214,2972,2972,NA,454.29,120,18.34,171,26.14,311,47.54,1341,204.98
2020-04-04,15,"Navarra","Spain",654214,3073,3073,NA,469.72,123,18.8,178,27.21,334,51.05,1399,213.84
2020-04-05,15,"Navarra","Spain",654214,3231,3231,NA,493.88,124,18.95,187,28.58,380,58.08,1432,218.89
2020-04-06,15,"Navarra","Spain",654214,3355,3355,NA,512.83,124,18.95,202,30.88,421,64.35,1488,227.45
2020-04-07,15,"Navarra","Spain",654214,3467,3467,NA,529.95,124,18.95,206,31.49,450,68.78,1526,233.26
2020-04-08,15,"Navarra","Spain",654214,3575,3575,NA,546.46,124,18.95,214,32.71,462,70.62,1526,233.26
2020-04-09,15,"Navarra","Spain",654214,3748,3748,NA,572.9,124,18.95,218,33.32,560,85.6,1620,247.63
2020-04-10,15,"Navarra","Spain",654214,3817,3817,NA,583.45,124,18.95,227,34.7,603,92.17,1641,250.84
2020-04-11,15,"Navarra","Spain",654214,3969,3969,NA,606.68,124,18.95,232,35.46,650,99.36,1663,254.2
2020-04-12,15,"Navarra","Spain",654214,4092,4092,NA,625.48,124,18.95,239,36.53,695,106.23,1693,258.78
2020-04-13,15,"Navarra","Spain",654214,4150,4150,NA,634.35,124,18.95,249,38.06,730,111.58,1705,260.62
2020-04-14,15,"Navarra","Spain",654214,4246,4246,NA,649.02,124,18.95,252,38.52,808,123.51,1731,264.59
2020-04-15,15,"Navarra","Spain",654214,4348,4348,NA,664.61,124,18.95,261,39.9,845,129.16,1752,267.8
2020-04-16,15,"Navarra","Spain",654214,4433,4433,NA,677.61,124,18.95,338,51.67,892,136.35,1781,272.24
2020-04-17,15,"Navarra","Spain",654214,4579,4349,230,699.92,127,19.41,354,54.11,954,145.82,1829,279.57
2020-04-18,15,"Navarra","Spain",654214,4656,4413,243,711.69,127,19.41,369,56.4,992,151.63,1843,281.71
2020-04-19,15,"Navarra","Spain",654214,4735,4449,286,723.77,128,19.57,385,58.85,1123,171.66,1856,283.7
2020-04-20,15,"Navarra","Spain",654214,4831,4475,356,738.44,128,19.57,397,60.68,1190,181.9,1877,286.91
2020-04-21,15,"Navarra","Spain",654214,4958,4531,427,757.86,128,19.57,401,61.29,1316,201.16,1894,289.51
2020-04-22,15,"Navarra","Spain",654214,5063,4577,486,773.91,129,19.72,409,62.52,1445,220.88,1907,291.49
2020-04-23,15,"Navarra","Spain",654214,5180,4581,599,791.79,129,19.72,417,63.74,1552,237.23,1915,292.72
2020-04-24,15,"Navarra","Spain",654214,5274,4627,647,806.16,129,19.72,429,65.57,1737,265.51,1937,296.08
2020-04-25,15,"Navarra","Spain",654214,5452,4712,740,833.37,129,19.72,431,65.88,1835,280.49,1942,296.84
2020-04-26,15,"Navarra","Spain",654214,5486,4733,753,838.56,130,19.87,432,66.03,1918,293.18,1942,296.84
2020-04-27,15,"Navarra","Spain",654214,5630,4759,871,860.57,130,19.87,432,66.03,1978,302.35,1945,297.3
2020-04-28,15,"Navarra","Spain",654214,5884,4794,1090,899.4,130,19.87,448,68.48,2082,318.24,1951,298.22
2020-04-29,15,"Navarra","Spain",654214,6140,4815,1325,938.53,132,20.18,451,68.94,2113,322.98,1965,300.36
2020-04-30,15,"Navarra","Spain",654214,6337,4848,1489,968.64,132,20.18,458,70.01,2185,333.99,1977,302.19
2020-05-01,15,"Navarra","Spain",654214,6411,4888,1523,979.95,132,20.18,460,70.31,2281,348.66,1979,302.5
2020-05-02,15,"Navarra","Spain",654214,6427,4902,1525,982.4,133,20.33,462,70.62,2411,368.53,1986,303.57
2020-05-03,15,"Navarra","Spain",654214,6447,4918,1529,985.46,133,20.33,466,71.23,2494,381.22,1990,304.18
2020-05-04,15,"Navarra","Spain",654214,6561,4936,1625,1002.88,134,20.48,471,71.99,2562,391.61,1995,304.95
2020-05-05,15,"Navarra","Spain",654214,6770,4966,1804,1034.83,135,20.64,476,72.76,2628,401.7,2005,306.47
2020-05-06,15,"Navarra","Spain",654214,7010,4983,2027,1071.51,135,20.64,480,73.37,2732,417.6,2015,308
2020-05-07,15,"Navarra","Spain",654214,7227,5006,2221,1104.68,135,20.64,484,73.98,2827,432.12,2015,308
2020-05-08,15,"Navarra","Spain",654214,7442,5039,2403,1137.55,135,20.64,487,74.44,2917,445.88,2021,308.92
2020-05-09,15,"Navarra","Spain",654214,7455,5052,2403,1139.54,135,20.64,488,74.59,3014,460.71,2023,309.23
2020-05-10,15,"Navarra","Spain",654214,7486,5065,2421,1144.27,135,20.64,490,74.9,3070,469.27,2029,310.14
2020-05-11,15,"Navarra","Spain",654214,7637,5081,2556,1167.36,135,20.64,493,75.36,3155,482.26,2039,311.67
2020-05-12,15,"Navarra","Spain",654214,7752,5094,2658,1184.93,135,20.64,494,75.51,3297,503.96,2042,312.13
2020-05-13,15,"Navarra","Spain",654214,7891,5105,2786,1206.18,135,20.64,498,76.12,3400,519.71,2045,312.59
2020-02-20,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,16,"País Vasco","Spain",2207776,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,16,"País Vasco","Spain",2207776,2,2,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,16,"País Vasco","Spain",2207776,3,3,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,16,"País Vasco","Spain",2207776,9,9,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,16,"País Vasco","Spain",2207776,13,13,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,16,"País Vasco","Spain",2207776,17,17,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,16,"País Vasco","Spain",2207776,17,17,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,16,"País Vasco","Spain",2207776,45,45,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,16,"País Vasco","Spain",2207776,45,45,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,16,"País Vasco","Spain",2207776,70,70,NA,3.17,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,16,"País Vasco","Spain",2207776,149,149,NA,6.75,5,0.23,6,0.27,2,0.09,NA,NA
2020-03-09,16,"País Vasco","Spain",2207776,195,195,NA,8.83,5,0.23,6,0.27,2,0.09,NA,NA
2020-03-10,16,"País Vasco","Spain",2207776,225,225,NA,10.19,15,0.68,6,0.27,2,0.09,102,4.62
2020-03-11,16,"País Vasco","Spain",2207776,346,346,NA,15.67,18,0.82,11,0.5,1,0.05,146,6.61
2020-03-12,16,"País Vasco","Spain",2207776,417,417,NA,18.89,20,0.91,14,0.63,2,0.09,179,8.11
2020-03-13,16,"País Vasco","Spain",2207776,521,521,NA,23.6,22,1,14,0.63,5,0.23,179,8.11
2020-03-14,16,"País Vasco","Spain",2207776,630,630,NA,28.54,29,1.31,23,1.04,5,0.23,262,11.87
2020-03-15,16,"País Vasco","Spain",2207776,630,630,NA,28.54,29,1.31,23,1.04,5,0.23,262,11.87
2020-03-16,16,"País Vasco","Spain",2207776,765,765,NA,34.65,33,1.49,36,1.63,11,0.5,309,14
2020-03-17,16,"País Vasco","Spain",2207776,973,973,NA,44.07,37,1.68,40,1.81,14,0.63,353,15.99
2020-03-18,16,"País Vasco","Spain",2207776,1190,1190,NA,53.9,44,1.99,53,2.4,18,0.82,455,20.61
2020-03-19,16,"País Vasco","Spain",2207776,1465,1465,NA,66.36,53,2.4,71,3.22,21,0.95,550,24.91
2020-03-20,16,"País Vasco","Spain",2207776,1725,1725,NA,78.13,71,3.22,85,3.85,165,7.47,654,29.62
2020-03-21,16,"País Vasco","Spain",2207776,2097,2097,NA,94.98,81,3.67,97,4.39,216,9.78,988,44.75
2020-03-22,16,"País Vasco","Spain",2207776,2421,2421,NA,109.66,92,4.17,120,5.44,283,12.82,1252,56.71
2020-03-23,16,"País Vasco","Spain",2207776,2728,2728,NA,123.56,106,4.8,133,6.02,344,15.58,1425,64.54
2020-03-24,16,"País Vasco","Spain",2207776,3271,3271,NA,148.16,119,5.39,155,7.02,466,21.11,1577,71.43
2020-03-25,16,"País Vasco","Spain",2207776,3946,3946,NA,178.73,137,6.21,180,8.15,621,28.13,1907,86.38
2020-03-26,16,"País Vasco","Spain",2207776,4601,4601,NA,208.4,154,6.98,207,9.38,814,36.87,2270,102.82
2020-03-27,16,"País Vasco","Spain",2207776,5136,5136,NA,232.63,176,7.97,241,10.92,1023,46.34,2612,118.31
2020-03-28,16,"País Vasco","Spain",2207776,5740,5740,NA,259.99,271,12.27,265,12,1503,68.08,3106,140.68
2020-03-29,16,"País Vasco","Spain",2207776,6057,6057,NA,274.35,293,13.27,297,13.45,1646,74.55,3427,155.22
2020-03-30,16,"País Vasco","Spain",2207776,6320,6320,NA,286.26,307,13.91,325,14.72,1796,81.35,3594,162.79
2020-03-31,16,"País Vasco","Spain",2207776,6838,6838,NA,309.72,324,14.68,369,16.71,2165,98.06,3806,172.39
2020-04-01,16,"País Vasco","Spain",2207776,7317,7317,NA,331.42,344,15.58,412,18.66,2490,112.78,4087,185.12
2020-04-02,16,"País Vasco","Spain",2207776,7827,7827,NA,354.52,363,16.44,444,20.11,2809,127.23,4283,194
2020-04-03,16,"País Vasco","Spain",2207776,8187,8187,NA,370.83,377,17.08,477,21.61,3098,140.32,4522,204.82
2020-04-04,16,"País Vasco","Spain",2207776,8628,8628,NA,390.8,404,18.3,515,23.33,3405,154.23,4666,211.34
2020-04-05,16,"País Vasco","Spain",2207776,8810,8810,NA,399.04,410,18.57,548,24.82,3568,161.61,4794,217.14
2020-04-06,16,"País Vasco","Spain",2207776,9021,8974,47,408.6,417,18.89,586,26.54,3728,168.86,4856,219.95
2020-04-07,16,"País Vasco","Spain",2207776,9452,9392,60,428.12,430,19.48,635,28.76,4151,188.02,4982,225.66
2020-04-08,16,"País Vasco","Spain",2207776,9806,9740,66,444.16,433,19.61,689,31.21,4514,204.46,5130,232.36
2020-04-09,16,"País Vasco","Spain",2207776,10103,9992,111,457.61,442,20.02,729,33.02,4680,211.98,5290,239.61
2020-04-10,16,"País Vasco","Spain",2207776,10515,10313,202,476.27,453,20.52,765,34.65,4741,214.74,5402,244.68
2020-04-11,16,"País Vasco","Spain",2207776,10772,10514,258,487.91,459,20.79,804,36.42,4867,220.45,5547,251.25
2020-04-12,16,"País Vasco","Spain",2207776,11018,10674,344,499.05,464,21.02,831,37.64,5026,227.65,5622,254.65
2020-04-13,16,"País Vasco","Spain",2207776,11226,10845,381,508.48,470,21.29,859,38.91,5193,235.21,5679,257.23
2020-04-14,16,"País Vasco","Spain",2207776,11475,11014,461,519.75,471,21.33,902,40.86,5428,245.86,5750,260.44
2020-04-15,16,"País Vasco","Spain",2207776,11790,11203,587,534.02,478,21.65,956,43.3,5813,263.3,5863,265.56
2020-04-16,16,"País Vasco","Spain",2207776,12089,11403,686,547.56,484,21.92,992,44.93,6144,278.29,5939,269
2020-04-17,16,"País Vasco","Spain",2207776,12355,11553,802,559.61,490,22.19,1020,46.2,6556,296.95,6030,273.13
2020-04-18,16,"País Vasco","Spain",2207776,12569,11731,838,569.31,499,22.6,1062,48.1,6972,315.79,6086,275.66
2020-04-19,16,"País Vasco","Spain",2207776,12628,11789,839,571.98,501,22.69,1081,48.96,7124,322.68,6109,276.7
2020-04-20,16,"País Vasco","Spain",2207776,12810,11843,967,580.22,507,22.96,1103,49.96,7277,329.61,6141,278.15
2020-04-21,16,"País Vasco","Spain",2207776,13044,11974,1070,590.82,513,23.24,1124,50.91,7651,346.55,6201,280.87
2020-04-22,16,"País Vasco","Spain",2207776,13436,12094,1342,608.58,516,23.37,1167,52.86,8136,368.52,6260,283.54
2020-04-23,16,"País Vasco","Spain",2207776,13780,12204,1576,624.16,518,23.46,1193,54.04,8459,383.15,6315,286.03
2020-04-24,16,"País Vasco","Spain",2207776,14132,12366,1766,640.1,525,23.78,1212,54.9,8941,404.98,6375,288.75
2020-04-25,16,"País Vasco","Spain",2207776,14315,12455,1860,648.39,533,24.14,1230,55.71,9602,434.92,6426,291.06
2020-04-26,16,"País Vasco","Spain",2207776,14412,12513,1899,652.78,538,24.37,1241,56.21,9840,445.7,6457,292.47
2020-04-27,16,"País Vasco","Spain",2207776,14804,12564,2240,670.54,539,24.41,1255,56.84,9974,451.77,6482,293.6
2020-04-28,16,"País Vasco","Spain",2207776,15138,12619,2519,685.67,540,24.46,1274,57.71,10474,474.41,6522,295.41
2020-04-29,16,"País Vasco","Spain",2207776,15519,12701,2818,702.92,541,24.5,1296,58.7,10936,495.34,6561,297.18
2020-04-30,16,"País Vasco","Spain",2207776,15969,12824,3145,723.31,544,24.64,1312,59.43,11380,515.45,6607,299.26
2020-05-01,16,"País Vasco","Spain",2207776,16119,12887,3232,730.1,551,24.96,1321,59.83,11805,534.7,6659,301.62
2020-05-02,16,"País Vasco","Spain",2207776,16197,12938,3259,733.63,553,25.05,1329,60.2,12024,544.62,6692,303.11
2020-05-03,16,"País Vasco","Spain",2207776,16246,12952,3294,735.85,554,25.09,1341,60.74,12155,550.55,6719,304.33
2020-05-04,16,"País Vasco","Spain",2207776,16426,12965,3461,744.01,556,25.18,1353,61.28,12251,554.9,6736,305.1
2020-05-05,16,"País Vasco","Spain",2207776,16679,13008,3671,755.47,559,25.32,1364,61.78,12749,577.46,6781,307.14
2020-05-06,16,"País Vasco","Spain",2207776,16959,13041,3918,768.15,561,25.41,1383,62.64,13070,592,6797,307.87
2020-05-07,16,"País Vasco","Spain",2207776,17286,13101,4185,782.96,566,25.64,1390,62.96,13540,613.29,6818,308.82
2020-05-08,16,"País Vasco","Spain",2207776,17553,13111,4442,795.05,568,25.73,1403,63.55,13985,633.44,6865,310.95
2020-05-09,16,"País Vasco","Spain",2207776,17677,13156,4521,800.67,571,25.86,1418,64.23,14646,663.38,6902,312.62
2020-05-10,16,"País Vasco","Spain",2207776,17709,13167,4542,802.12,573,25.95,1423,64.45,14718,666.64,6922,313.53
2020-05-11,16,"País Vasco","Spain",2207776,17840,13176,4664,808.05,574,26,1429,64.73,14913,675.48,6929,313.85
2020-05-12,16,"País Vasco","Spain",2207776,18095,13214,4881,819.6,575,26.04,1442,65.31,14986,678.78,6955,315.02
2020-05-13,16,"País Vasco","Spain",2207776,18100,13219,4881,819.83,577,26.13,1454,65.86,15256,691.01,6994,316.79
2020-02-20,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,17,"La Rioja","Spain",316798,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,17,"La Rioja","Spain",316798,1,1,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,17,"La Rioja","Spain",316798,2,2,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,17,"La Rioja","Spain",316798,7,7,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,17,"La Rioja","Spain",316798,17,17,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,17,"La Rioja","Spain",316798,29,29,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,17,"La Rioja","Spain",316798,47,47,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,17,"La Rioja","Spain",316798,70,70,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,17,"La Rioja","Spain",316798,102,102,NA,32.2,1,0.32,0,0,NA,NA,NA,NA
2020-03-09,17,"La Rioja","Spain",316798,155,155,NA,48.93,1,0.32,1,0.32,NA,NA,NA,NA
2020-03-10,17,"La Rioja","Spain",316798,185,185,NA,58.4,1,0.32,2,0.63,1,0.32,13,4.1
2020-03-11,17,"La Rioja","Spain",316798,220,220,NA,69.44,1,0.32,2,0.63,1,0.32,21,6.63
2020-03-12,17,"La Rioja","Spain",316798,259,259,NA,81.76,2,0.63,3,0.95,1,0.32,27,8.52
2020-03-13,17,"La Rioja","Spain",316798,292,292,NA,92.17,2,0.63,3,0.95,1,0.32,38,12
2020-03-14,17,"La Rioja","Spain",316798,300,300,NA,94.7,7,2.21,3,0.95,1,0.32,58,18.31
2020-03-15,17,"La Rioja","Spain",316798,312,312,NA,98.49,13,4.1,4,1.26,2,0.63,64,20.2
2020-03-16,17,"La Rioja","Spain",316798,355,355,NA,112.06,13,4.1,5,1.58,2,0.63,82,25.88
2020-03-17,17,"La Rioja","Spain",316798,419,419,NA,132.26,13,4.1,5,1.58,2,0.63,99,31.25
2020-03-18,17,"La Rioja","Spain",316798,468,468,NA,147.73,15,4.73,5,1.58,2,0.63,121,38.19
2020-03-19,17,"La Rioja","Spain",316798,497,497,NA,156.88,15,4.73,7,2.21,13,4.1,122,38.51
2020-03-20,17,"La Rioja","Spain",316798,564,564,NA,178.03,17,5.37,15,4.73,18,5.68,128,40.4
2020-03-21,17,"La Rioja","Spain",316798,654,654,NA,206.44,17,5.37,18,5.68,18,5.68,134,42.3
2020-03-22,17,"La Rioja","Spain",316798,747,747,NA,235.8,22,6.94,22,6.94,18,5.68,166,52.4
2020-03-23,17,"La Rioja","Spain",316798,802,802,NA,253.16,24,7.58,30,9.47,24,7.58,206,65.03
2020-03-24,17,"La Rioja","Spain",316798,928,928,NA,292.93,33,10.42,37,11.68,43,13.57,254,80.18
2020-03-25,17,"La Rioja","Spain",316798,995,995,NA,314.08,36,11.36,43,13.57,48,15.15,316,99.75
