"date","region_code","region","country","population","cases_registered","PCR","TestAc","cases_per_100000","intensive_care","intensive_care_per_100000","deceassed","deceassed_per_100000","recovered","recovered_per_100000","hospitalized","hospitalized_per_100000"
2020-05-05,11,"Extremadura","Spain",1067710,3746,2865,881,350.84,108,10.12,463,43.36,2189,205.02,1650,154.54
2020-05-06,11,"Extremadura","Spain",1067710,3808,2877,931,356.65,108,10.12,467,43.74,2265,212.14,1664,155.85
2020-05-07,11,"Extremadura","Spain",1067710,3853,2900,953,360.87,109,10.21,472,44.21,2312,216.54,1678,157.16
2020-05-08,11,"Extremadura","Spain",1067710,3886,2907,979,363.96,109,10.21,477,44.68,2354,220.47,1695,158.75
2020-05-09,11,"Extremadura","Spain",1067710,3903,2912,991,365.55,109,10.21,480,44.96,2369,221.88,1711,160.25
2020-05-10,11,"Extremadura","Spain",1067710,3919,2918,1001,367.05,109,10.21,483,45.24,2409,225.62,1725,161.56
2020-05-11,11,"Extremadura","Spain",1067710,3920,2919,1001,367.14,109,10.21,487,45.61,2422,226.84,1737,162.68
2020-05-12,11,"Extremadura","Spain",1067710,3920,2919,1001,367.14,109,10.21,489,45.8,2456,230.03,1754,164.28
2020-05-13,11,"Extremadura","Spain",1067710,3924,2923,1001,367.52,109,10.21,492,46.08,2482,232.46,1761,164.93
2020-02-20,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,12,"Galicia","Spain",2699499,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,12,"Galicia","Spain",2699499,1,1,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,12,"Galicia","Spain",2699499,1,1,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,12,"Galicia","Spain",2699499,3,3,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,12,"Galicia","Spain",2699499,3,3,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,12,"Galicia","Spain",2699499,5,5,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,12,"Galicia","Spain",2699499,6,6,NA,0.22,2,0.07,0,0,NA,NA,NA,NA
2020-03-09,12,"Galicia","Spain",2699499,22,22,NA,0.81,2,0.07,0,0,NA,NA,NA,NA
2020-03-10,12,"Galicia","Spain",2699499,35,35,NA,1.3,2,0.07,0,0,0,0,7,0.26
2020-03-11,12,"Galicia","Spain",2699499,35,35,NA,1.3,2,0.07,0,0,0,0,7,0.26
2020-03-12,12,"Galicia","Spain",2699499,85,85,NA,3.15,2,0.07,0,0,0,0,15,0.56
2020-03-13,12,"Galicia","Spain",2699499,115,115,NA,4.26,7,0.26,0,0,3,0.11,32,1.19
2020-03-14,12,"Galicia","Spain",2699499,195,195,NA,7.22,8,0.3,2,0.07,4,0.15,32,1.19
2020-03-15,12,"Galicia","Spain",2699499,245,245,NA,9.08,9,0.33,2,0.07,4,0.15,49,1.82
2020-03-16,12,"Galicia","Spain",2699499,292,292,NA,10.82,9,0.33,3,0.11,7,0.26,49,1.82
2020-03-17,12,"Galicia","Spain",2699499,341,341,NA,12.63,12,0.44,3,0.11,7,0.26,63,2.33
2020-03-18,12,"Galicia","Spain",2699499,453,453,NA,16.78,15,0.56,4,0.15,4,0.15,100,3.7
2020-03-19,12,"Galicia","Spain",2699499,578,578,NA,21.41,19,0.7,5,0.19,5,0.19,138,5.11
2020-03-20,12,"Galicia","Spain",2699499,739,739,NA,27.38,29,1.07,9,0.33,6,0.22,168,6.22
2020-03-21,12,"Galicia","Spain",2699499,915,915,NA,33.9,35,1.3,12,0.44,16,0.59,227,8.41
2020-03-22,12,"Galicia","Spain",2699499,1208,1208,NA,44.75,47,1.74,18,0.67,19,0.7,270,10
2020-03-23,12,"Galicia","Spain",2699499,1415,1415,NA,52.42,55,2.04,20,0.74,19,0.7,338,12.52
2020-03-24,12,"Galicia","Spain",2699499,1653,1653,NA,61.23,69,2.56,27,1,25,0.93,412,15.26
2020-03-25,12,"Galicia","Spain",2699499,1915,1915,NA,70.94,86,3.19,32,1.19,47,1.74,503,18.63
2020-03-26,12,"Galicia","Spain",2699499,2322,2322,NA,86.02,98,3.63,43,1.59,67,2.48,557,20.63
2020-03-27,12,"Galicia","Spain",2699499,2772,2772,NA,102.69,112,4.15,47,1.74,95,3.52,906,33.56
2020-03-28,12,"Galicia","Spain",2699499,3139,3139,NA,116.28,123,4.56,60,2.22,153,5.67,1043,38.64
2020-03-29,12,"Galicia","Spain",2699499,3723,3723,NA,137.91,134,4.96,66,2.44,168,6.22,1147,42.49
2020-03-30,12,"Galicia","Spain",2699499,4039,4039,NA,149.62,149,5.52,84,3.11,187,6.93,1250,46.3
2020-03-31,12,"Galicia","Spain",2699499,4432,4432,NA,164.18,158,5.85,103,3.82,259,9.59,1338,49.56
2020-04-01,12,"Galicia","Spain",2699499,4842,4842,NA,179.37,165,6.11,120,4.45,333,12.34,1447,53.6
2020-04-02,12,"Galicia","Spain",2699499,5219,5219,NA,193.33,178,6.59,138,5.11,435,16.11,1630,60.38
2020-04-03,12,"Galicia","Spain",2699499,5625,5625,NA,208.37,178,6.59,159,5.89,531,19.67,1767,65.46
2020-04-04,12,"Galicia","Spain",2699499,5944,5944,NA,220.19,170,6.3,174,6.45,587,21.74,1831,67.83
2020-04-05,12,"Galicia","Spain",2699499,6151,6151,NA,227.86,170,6.3,190,7.04,610,22.6,1916,70.98
2020-04-06,12,"Galicia","Spain",2699499,6331,6331,NA,234.52,162,6,204,7.56,688,25.49,1968,72.9
2020-04-07,12,"Galicia","Spain",2699499,6538,6538,NA,242.19,158,5.85,213,7.89,800,29.64,2014,74.61
2020-04-08,12,"Galicia","Spain",2699499,6758,6758,NA,250.34,155,5.74,231,8.56,910,33.71,2094,77.57
2020-04-09,12,"Galicia","Spain",2699499,6946,6946,NA,257.31,151,5.59,243,9,997,36.93,2165,80.2
2020-04-10,12,"Galicia","Spain",2699499,7176,7176,NA,265.83,144,5.33,261,9.67,1082,40.08,2215,82.05
2020-04-11,12,"Galicia","Spain",2699499,7336,7336,NA,271.75,140,5.19,274,10.15,1143,42.34,2306,85.42
2020-04-12,12,"Galicia","Spain",2699499,7494,7494,NA,277.61,136,5.04,284,10.52,1186,43.93,2344,86.83
2020-04-13,12,"Galicia","Spain",2699499,7597,7597,NA,281.42,133,4.93,290,10.74,1240,45.93,2403,89.02
2020-04-14,12,"Galicia","Spain",2699499,7708,7708,NA,285.53,128,4.74,299,11.08,1298,48.08,2471,91.54
2020-04-15,12,"Galicia","Spain",2699499,7873,7873,NA,291.65,123,4.56,310,11.48,1383,51.23,2494,92.39
2020-04-16,12,"Galicia","Spain",2699499,8013,8013,NA,296.83,117,4.33,320,11.85,1456,53.94,2535,93.91
2020-04-17,12,"Galicia","Spain",2699499,8084,8084,NA,299.46,115,4.26,334,12.37,1507,55.83,2554,94.61
2020-04-18,12,"Galicia","Spain",2699499,8185,8185,NA,303.2,112,4.15,346,12.82,1536,56.9,2590,95.94
2020-04-19,12,"Galicia","Spain",2699499,8299,8299,NA,307.43,108,4,352,13.04,1548,57.34,2609,96.65
2020-04-20,12,"Galicia","Spain",2699499,8468,8468,NA,313.69,101,3.74,360,13.34,1588,58.83,2652,98.24
2020-04-21,12,"Galicia","Spain",2699499,8634,8634,NA,319.84,96,3.56,368,13.63,1625,60.2,2674,99.06
2020-04-22,12,"Galicia","Spain",2699499,8805,8805,NA,326.17,92,3.41,375,13.89,1676,62.09,2694,99.8
2020-04-23,12,"Galicia","Spain",2699499,8932,8932,NA,330.88,87,3.22,382,14.15,1730,64.09,2707,100.28
2020-04-24,12,"Galicia","Spain",2699499,9116,9116,NA,337.69,90,3.33,388,14.37,1783,66.05,2722,100.83
2020-04-25,12,"Galicia","Spain",2699499,9176,9176,NA,339.91,85,3.15,394,14.6,1803,66.79,2735,101.32
2020-04-26,12,"Galicia","Spain",2699499,9238,9238,NA,342.21,83,3.07,405,15,1816,67.27,2746,101.72
2020-04-27,12,"Galicia","Spain",2699499,9328,9328,NA,345.55,73,2.7,412,15.26,1841,68.2,2758,102.17
2020-04-28,12,"Galicia","Spain",2699499,9466,8675,791,350.66,308,11.41,547,20.26,5393,199.78,2736,101.35
2020-04-29,12,"Galicia","Spain",2699499,9545,8697,848,353.58,310,11.48,547,20.26,5573,206.45,2747,101.76
2020-04-30,12,"Galicia","Spain",2699499,9696,8848,848,359.18,313,11.59,555,20.56,5816,215.45,2759,102.2
2020-05-01,12,"Galicia","Spain",2699499,9750,8902,848,361.18,313,11.59,557,20.63,5981,221.56,2769,102.57
2020-05-02,12,"Galicia","Spain",2699499,9815,8967,848,363.59,315,11.67,563,20.86,6075,225.04,2774,102.76
2020-05-03,12,"Galicia","Spain",2699499,9859,9011,848,365.22,315,11.67,569,21.08,6234,230.93,2782,103.06
2020-05-04,12,"Galicia","Spain",2699499,9953,9051,902,368.7,317,11.74,573,21.23,6561,243.05,2792,103.43
2020-05-05,12,"Galicia","Spain",2699499,10192,9097,1095,377.55,319,11.82,582,21.56,6802,251.97,2811,104.13
2020-05-06,12,"Galicia","Spain",2699499,10292,9134,1158,381.26,320,11.85,586,21.71,6959,257.79,2833,104.95
2020-05-07,12,"Galicia","Spain",2699499,10453,9184,1269,387.22,321,11.89,588,21.78,7138,264.42,2857,105.83
2020-05-08,12,"Galicia","Spain",2699499,10574,9216,1358,391.7,323,11.97,591,21.89,7225,267.64,2876,106.54
2020-05-09,12,"Galicia","Spain",2699499,10642,9253,1389,394.22,325,12.04,592,21.93,7347,272.16,2886,106.91
2020-05-10,12,"Galicia","Spain",2699499,10669,9280,1389,395.22,326,12.08,593,21.97,7445,275.79,2902,107.5
2020-05-11,12,"Galicia","Spain",2699499,10737,9291,1446,397.74,326,12.08,595,22.04,7820,289.68,2905,107.61
2020-05-12,12,"Galicia","Spain",2699499,10782,9301,1481,399.41,327,12.11,597,22.12,7996,296.2,2905,107.61
2020-05-13,12,"Galicia","Spain",2699499,10832,9317,1515,401.26,327,12.11,601,22.26,8157,302.17,2915,107.98
2020-02-20,13,"Madrid","Spain",6663394,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,13,"Madrid","Spain",6663394,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,13,"Madrid","Spain",6663394,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,13,"Madrid","Spain",6663394,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,13,"Madrid","Spain",6663394,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,13,"Madrid","Spain",6663394,1,1,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,13,"Madrid","Spain",6663394,5,5,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,13,"Madrid","Spain",6663394,9,9,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,13,"Madrid","Spain",6663394,19,19,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,13,"Madrid","Spain",6663394,26,26,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,13,"Madrid","Spain",6663394,51,51,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,13,"Madrid","Spain",6663394,93,93,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,13,"Madrid","Spain",6663394,139,139,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,13,"Madrid","Spain",6663394,197,197,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,13,"Madrid","Spain",6663394,309,309,NA,4.64,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,13,"Madrid","Spain",6663394,512,512,NA,7.68,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,13,"Madrid","Spain",6663394,733,733,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,13,"Madrid","Spain",6663394,996,996,NA,14.95,53,0.8,16,0.24,NA,NA,NA,NA
2020-03-09,13,"Madrid","Spain",6663394,1500,1500,NA,22.51,77,1.16,21,0.32,109,1.64,NA,NA
2020-03-10,13,"Madrid","Spain",6663394,2204,2204,NA,33.08,102,1.53,31,0.47,157,2.36,0,0
2020-03-11,13,"Madrid","Spain",6663394,2930,2930,NA,43.97,135,2.03,56,0.84,157,2.36,0,0
2020-03-12,13,"Madrid","Spain",6663394,3714,3714,NA,55.74,180,2.7,81,1.22,157,2.36,1304,19.57
2020-03-13,13,"Madrid","Spain",6663394,4654,4654,NA,69.84,180,2.7,86,1.29,474,7.11,1518,22.78
2020-03-14,13,"Madrid","Spain",6663394,5554,5554,NA,83.35,253,3.8,213,3.2,474,7.11,2337,35.07
2020-03-15,13,"Madrid","Spain",6663394,6367,6367,NA,95.55,253,3.8,213,3.2,474,7.11,2337,35.07
2020-03-16,13,"Madrid","Spain",6663394,7626,7626,NA,114.45,340,5.1,355,5.33,951,14.27,3710,55.68
2020-03-17,13,"Madrid","Spain",6663394,9574,9574,NA,143.68,491,7.37,390,5.85,951,14.27,3778,56.7
2020-03-18,13,"Madrid","Spain",6663394,11324,11324,NA,169.94,590,8.85,498,7.47,941,14.12,5168,77.56
2020-03-19,13,"Madrid","Spain",6663394,13367,13367,NA,200.6,678,10.17,628,9.42,1186,17.8,6338,95.12
2020-03-20,13,"Madrid","Spain",6663394,15689,15689,NA,235.45,767,11.51,804,12.07,1542,23.14,7388,110.87
2020-03-21,13,"Madrid","Spain",6663394,17363,17363,NA,260.57,834,12.52,1021,15.32,1899,28.5,8441,126.68
2020-03-22,13,"Madrid","Spain",6663394,18866,18866,NA,283.13,942,14.14,1263,18.95,2063,30.96,9561,143.49
2020-03-23,13,"Madrid","Spain",6663394,21535,21535,NA,323.18,1050,15.76,1535,23.04,2291,34.38,10443,156.72
2020-03-24,13,"Madrid","Spain",6663394,24437,24437,NA,366.74,1150,17.26,1825,27.39,3031,45.49,11153,167.38
2020-03-25,13,"Madrid","Spain",6663394,27379,27379,NA,410.89,1221,18.32,2090,31.37,3882,58.26,12440,186.69
2020-03-26,13,"Madrid","Spain",6663394,30745,30745,NA,461.4,1312,19.69,2412,36.2,5044,75.7,13580,203.8
2020-03-27,13,"Madrid","Spain",6663394,33103,33103,NA,496.79,1404,21.07,2757,41.38,6326,94.94,14211,213.27
2020-03-28,13,"Madrid","Spain",6663394,34125,34125,NA,512.13,1429,21.45,3082,46.25,7491,112.42,14454,216.92
2020-03-29,13,"Madrid","Spain",6663394,34997,34997,NA,525.21,1460,21.91,3392,50.9,8301,124.58,14917,223.86
2020-03-30,13,"Madrid","Spain",6663394,37540,37540,NA,563.38,1514,22.72,3603,54.07,9330,140.02,15140,227.21
2020-03-31,13,"Madrid","Spain",6663394,39340,39340,NA,590.39,1514,22.72,3865,58,10827,162.48,15227,228.52
2020-04-01,13,"Madrid","Spain",6663394,41122,41122,NA,617.13,1528,22.93,4175,62.66,12400,186.09,15227,228.52
2020-04-02,13,"Madrid","Spain",6663394,42953,42953,NA,644.61,1506,22.6,4483,67.28,13850,207.85,15050,225.86
2020-04-03,13,"Madrid","Spain",6663394,44685,44685,NA,670.6,1498,22.48,4723,70.88,15362,230.54,14741,221.22
2020-04-04,13,"Madrid","Spain",6663394,45573,45573,NA,683.93,1499,22.5,4941,74.15,16543,248.27,14551,218.37
2020-04-05,13,"Madrid","Spain",6663394,46097,46097,NA,691.79,1510,22.66,5136,77.08,17322,259.96,14501,217.62
2020-04-06,13,"Madrid","Spain",6663394,47657,47657,NA,715.21,1494,22.42,5371,80.6,18410,276.29,13950,209.35
2020-04-07,13,"Madrid","Spain",6663394,49046,49046,NA,736.05,1450,21.76,5586,83.83,19836,297.69,13289,199.43
2020-04-08,13,"Madrid","Spain",6663394,50459,50459,NA,757.26,1433,21.51,5800,87.04,21121,316.97,12853,192.89
2020-04-09,13,"Madrid","Spain",6663394,51406,51406,NA,771.47,1399,21,5972,89.62,22414,336.38,12432,186.57
2020-04-10,13,"Madrid","Spain",6663394,52266,52266,NA,784.38,1376,20.65,6084,91.3,23663,355.12,11894,178.5
2020-04-11,13,"Madrid","Spain",6663394,52804,52804,NA,792.45,1332,19.99,6278,94.22,24683,370.43,11424,171.44
2020-04-12,13,"Madrid","Spain",6663394,53143,53143,NA,797.54,1327,19.91,6423,96.39,25385,380.96,11233,168.58
2020-04-13,13,"Madrid","Spain",6663394,54133,54133,NA,812.39,1299,19.49,6568,98.57,26247,393.9,10753,161.37
2020-04-14,13,"Madrid","Spain",6663394,55224,55224,NA,828.77,1244,18.67,6724,100.91,27433,411.7,10116,151.81
2020-04-15,13,"Madrid","Spain",6663394,56127,56127,NA,842.32,1206,18.1,6877,103.21,28491,427.57,9653,144.87
2020-04-16,13,"Madrid","Spain",6663394,56964,56964,NA,854.88,1154,17.32,7007,105.16,29436,441.76,9141,137.18
2020-04-17,13,"Madrid","Spain",6663394,57778,57778,0,867.1,1094,16.42,7132,107.03,30475,457.35,8597,129.02
2020-04-18,13,"Madrid","Spain",6663394,60738,58263,2475,911.52,1123,16.85,7239,108.64,31313,469.93,8291,124.43
2020-04-19,13,"Madrid","Spain",6663394,61131,58468,2663,917.42,1111,16.67,7351,110.32,31762,476.66,8191,122.93
2020-04-20,13,"Madrid","Spain",6663394,61757,59085,2672,926.81,1076,16.15,7460,111.95,32277,484.39,7930,119.01
2020-04-21,13,"Madrid","Spain",6663394,62665,59711,2954,940.44,1024,15.37,7577,113.71,33032,495.72,7464,112.01
2020-04-22,13,"Madrid","Spain",6663394,63783,60390,3393,957.21,981,14.72,7684,115.32,33645,504.92,7077,106.21
2020-04-23,13,"Madrid","Spain",6663394,64354,60819,3535,965.78,949,14.24,7765,116.53,34212,513.43,6601,99.06
2020-04-24,13,"Madrid","Spain",6663394,65019,61328,3691,975.76,892,13.39,7848,117.78,34902,523.79,6183,92.79
2020-04-25,13,"Madrid","Spain",6663394,65251,61560,3691,979.25,873,13.1,7922,118.89,35367,530.77,5892,88.42
2020-04-26,13,"Madrid","Spain",6663394,65711,61689,4022,986.15,3309,49.66,7986,119.85,35565,533.74,39472,592.37
2020-04-27,13,"Madrid","Spain",6663394,66481,62276,4205,997.7,3338,50.09,8048,120.78,35841,537.88,39634,594.8
2020-04-28,13,"Madrid","Spain",6663394,67141,62760,4381,1007.61,3355,50.35,8105,121.63,36314,544.98,39850,598.04
2020-04-29,13,"Madrid","Spain",6663394,67593,63105,4488,1014.39,3377,50.68,8176,122.7,36707,550.88,40076,601.44
2020-04-30,13,"Madrid","Spain",6663394,67998,63389,4609,1020.47,3392,50.9,8222,123.39,37154,557.58,40293,604.69
2020-05-01,13,"Madrid","Spain",6663394,68119,63510,4609,1022.29,3404,51.09,8292,124.44,37530,563.23,40457,607.15
2020-05-02,13,"Madrid","Spain",6663394,68236,63627,4609,1024.04,3421,51.34,8332,125.04,37704,565.84,40597,609.25
2020-05-03,13,"Madrid","Spain",6663394,68348,63739,4609,1025.72,3431,51.49,8376,125.7,37808,567.4,40741,611.42
2020-05-04,13,"Madrid","Spain",6663394,68753,64064,4689,1031.8,3442,51.66,8420,126.36,38002,570.31,40851,613.07
2020-05-05,13,"Madrid","Spain",6663394,69064,64375,4689,1036.47,3465,52,8466,127.05,38331,575.25,41031,615.77
2020-05-06,13,"Madrid","Spain",6663394,69437,64645,4792,1042.07,3485,52.3,8504,127.62,38670,580.33,41159,617.69
2020-05-07,13,"Madrid","Spain",6663394,69668,64876,4792,1045.53,3493,52.42,8552,128.34,38975,584.91,41304,619.86
2020-05-08,13,"Madrid","Spain",6663394,69942,65090,4852,1049.65,3508,52.65,8598,129.03,39227,588.69,41436,621.85
2020-05-09,13,"Madrid","Spain",6663394,70044,65169,4875,1051.18,3520,52.83,8644,129.72,39529,593.23,41559,623.69
2020-05-10,13,"Madrid","Spain",6663394,70097,65220,4877,1051.97,3529,52.96,8683,130.31,39604,594.35,41650,625.06
2020-05-11,13,"Madrid","Spain",6663394,70276,65399,4877,1054.66,3543,53.17,8720,130.86,39751,596.56,41735,626.33
2020-05-12,13,"Madrid","Spain",6663394,70563,65605,4958,1058.96,3555,53.35,8760,131.46,39984,600.05,41856,628.15
2020-05-13,13,"Madrid","Spain",6663394,70651,65693,4958,1060.29,3564,53.49,8779,131.75,40199,603.28,41962,629.74
2020-02-20,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,14,"Murcia","Spain",1493898,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,14,"Murcia","Spain",1493898,1,1,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,14,"Murcia","Spain",1493898,4,4,NA,0.27,0,0,0,0,NA,NA,NA,NA
2020-03-09,14,"Murcia","Spain",1493898,9,9,NA,0.6,0,0,0,0,NA,NA,NA,NA
2020-03-10,14,"Murcia","Spain",1493898,11,11,NA,0.74,0,0,0,0,0,0,4,0.27
2020-03-11,14,"Murcia","Spain",1493898,26,26,NA,1.74,1,0.07,0,0,0,0,5,0.33
2020-03-12,14,"Murcia","Spain",1493898,35,35,NA,2.34,2,0.13,0,0,0,0,8,0.54
2020-03-13,14,"Murcia","Spain",1493898,47,47,NA,3.15,2,0.13,0,0,0,0,8,0.54
2020-03-14,14,"Murcia","Spain",1493898,71,71,NA,4.75,2,0.13,0,0,0,0,13,0.87
2020-03-15,14,"Murcia","Spain",1493898,77,77,NA,5.15,2,0.13,0,0,1,0.07,13,0.87
2020-03-16,14,"Murcia","Spain",1493898,97,97,NA,6.49,3,0.2,0,0,1,0.07,18,1.2
2020-03-17,14,"Murcia","Spain",1493898,122,122,NA,8.17,4,0.27,0,0,1,0.07,22,1.47
2020-03-18,14,"Murcia","Spain",1493898,167,167,NA,11.18,6,0.4,0,0,1,0.07,36,2.41
2020-03-19,14,"Murcia","Spain",1493898,204,204,NA,13.66,11,0.74,0,0,1,0.07,47,3.15
2020-03-20,14,"Murcia","Spain",1493898,240,240,NA,16.07,14,0.94,1,0.07,1,0.07,61,4.08
2020-03-21,14,"Murcia","Spain",1493898,296,296,NA,19.81,16,1.07,1,0.07,1,0.07,78,5.22
2020-03-22,14,"Murcia","Spain",1493898,345,345,NA,23.09,23,1.54,2,0.13,1,0.07,80,5.36
2020-03-23,14,"Murcia","Spain",1493898,385,385,NA,25.77,26,1.74,3,0.2,1,0.07,99,6.63
2020-03-24,14,"Murcia","Spain",1493898,477,477,NA,31.93,33,2.21,5,0.33,4,0.27,127,8.5
2020-03-25,14,"Murcia","Spain",1493898,596,596,NA,39.9,36,2.41,8,0.54,9,0.6,172,11.51
2020-03-26,14,"Murcia","Spain",1493898,714,714,NA,47.79,53,3.55,15,1,12,0.8,209,13.99
2020-03-27,14,"Murcia","Spain",1493898,802,802,NA,53.69,58,3.88,17,1.14,12,0.8,231,15.46
2020-03-28,14,"Murcia","Spain",1493898,872,872,NA,58.37,58,3.88,20,1.34,16,1.07,260,17.4
2020-03-29,14,"Murcia","Spain",1493898,939,939,NA,62.86,58,3.88,25,1.67,17,1.14,265,17.74
2020-03-30,14,"Murcia","Spain",1493898,974,974,NA,65.2,59,3.95,34,2.28,20,1.34,283,18.94
2020-03-31,14,"Murcia","Spain",1493898,1041,1041,NA,69.68,59,3.95,37,2.48,43,2.88,304,20.35
2020-04-01,14,"Murcia","Spain",1493898,1084,1084,NA,72.56,68,4.55,42,2.81,45,3.01,389,26.04
2020-04-02,14,"Murcia","Spain",1493898,1145,1145,NA,76.65,72,4.82,46,3.08,90,6.02,405,27.11
2020-04-03,14,"Murcia","Spain",1493898,1188,1188,NA,79.52,79,5.29,51,3.41,113,7.56,434,29.05
2020-04-04,14,"Murcia","Spain",1493898,1235,1235,NA,82.67,80,5.36,59,3.95,130,8.7,447,29.92
2020-04-05,14,"Murcia","Spain",1493898,1259,1259,NA,84.28,81,5.42,68,4.55,156,10.44,468,31.33
2020-04-06,14,"Murcia","Spain",1493898,1263,1259,4,84.54,84,5.62,78,5.22,193,12.92,500,33.47
2020-04-07,14,"Murcia","Spain",1493898,1305,1297,8,87.36,86,5.76,85,5.69,203,13.59,515,34.47
2020-04-08,14,"Murcia","Spain",1493898,1340,1322,18,89.7,87,5.82,88,5.89,219,14.66,533,35.68
2020-04-09,14,"Murcia","Spain",1493898,1367,1338,29,91.51,88,5.89,90,6.02,255,17.07,533,35.68
2020-04-10,14,"Murcia","Spain",1493898,1404,1371,33,93.98,88,5.89,94,6.29,275,18.41,533,35.68
2020-04-11,14,"Murcia","Spain",1493898,1436,1380,56,96.12,91,6.09,97,6.49,344,23.03,537,35.95
2020-04-12,14,"Murcia","Spain",1493898,1452,1387,65,97.2,94,6.29,101,6.76,353,23.63,543,36.35
2020-04-13,14,"Murcia","Spain",1493898,1479,1393,86,99,96,6.43,106,7.1,476,31.86,566,37.89
