"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
2020-08-11,"Coruña, A","Galicia",NA,NA,NA,NA,27,2,309,6017,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-12,"Coruña, A","Galicia",NA,NA,NA,NA,31,0,309,6123,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-13,"Coruña, A","Galicia",NA,NA,NA,NA,34,0,309,6219,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-14,"Coruña, A","Galicia",NA,NA,NA,NA,33,0,309,6330,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-15,"Coruña, A","Galicia",NA,NA,NA,NA,42,2,309,6445,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-16,"Coruña, A","Galicia",NA,NA,NA,NA,53,4,309,6541,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-17,"Coruña, A","Galicia",NA,NA,NA,NA,50,4,310,6627,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-18,"Coruña, A","Galicia",NA,NA,NA,NA,49,4,310,6717,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-19,"Coruña, A","Galicia",NA,NA,NA,NA,55,4,310,6860,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-20,"Coruña, A","Galicia",NA,NA,NA,NA,58,4,311,6972,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-21,"Coruña, A","Galicia",NA,NA,NA,NA,57,4,311,7132,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-22,"Coruña, A","Galicia",NA,NA,NA,NA,55,4,314,7275,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-23,"Coruña, A","Galicia",NA,NA,NA,NA,59,6,315,7418,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-24,"Coruña, A","Galicia",NA,NA,NA,NA,63,6,315,7534,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-25,"Coruña, A","Galicia",NA,NA,NA,NA,66,6,315,7661,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-26,"Coruña, A","Galicia",NA,NA,NA,NA,76,5,315,7780,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-27,"Coruña, A","Galicia",NA,NA,NA,NA,77,5,316,7945,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-28,"Coruña, A","Galicia",NA,NA,NA,NA,81,6,316,8106,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-29,"Coruña, A","Galicia",NA,NA,NA,NA,83,7,317,8279,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-30,"Coruña, A","Galicia",NA,NA,NA,NA,78,7,318,8424,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-08-31,"Coruña, A","Galicia",NA,NA,NA,NA,86,6,319,8539,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-01,"Coruña, A","Galicia",NA,NA,NA,NA,92,5,319,8638,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-02,"Coruña, A","Galicia",NA,NA,NA,NA,88,6,321,8797,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-03,"Coruña, A","Galicia",NA,NA,NA,NA,93,7,322,8935,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-04,"Coruña, A","Galicia",NA,NA,NA,NA,87,6,323,9077,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-05,"Coruña, A","Galicia",NA,NA,NA,NA,91,6,323,9220,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-06,"Coruña, A","Galicia",NA,NA,NA,NA,95,7,323,9325,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-07,"Coruña, A","Galicia",NA,NA,NA,NA,94,8,324,9407,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-08,"Coruña, A","Galicia",NA,NA,NA,NA,87,10,325,9528,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-09,"Coruña, A","Galicia",NA,NA,NA,NA,85,11,328,9669,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-10,"Coruña, A","Galicia",NA,NA,NA,NA,92,11,329,9834,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-11,"Coruña, A","Galicia",NA,NA,NA,NA,97,10,329,9917,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-12,"Coruña, A","Galicia",NA,NA,NA,NA,108,10,329,10021,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
2020-09-13,"Coruña, A","Galicia",NA,NA,NA,NA,112,12,329,10125,NA,NA,"Áreas sanitarias Santiago, El Ferrol y A Coruña via @lipido","https://github.com/lipido/galicia-covid19/blob/master/santiago.csv;https://github.com/lipido/galicia-covid19/blob/master/santiago.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.csv;https://github.com/lipido/galicia-covid19/blob/master/ferrol.ext.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.csv;https://github.com/lipido/galicia-covid19/blob/master/coruna.ext.csv",NA
