"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments","","casos_acumul_old","recovered_old","deceased_old"
"2020-05-05","Coruña, A","Galicia","","","","1414","142","21","288","","","1962","galiciancovid19.info; laopinioncoruna.es; lavozdegalicia.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/05/ultima-hora-coronavirus-coruna-galicia/1499695.html; ; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/05/positivos-covid-19siguen-bajando-area-ferrol-situan-128-casos-12-ayer/00031588688571326470890.htm","","","","",""
"2020-05-06","Coruña, A","Galicia","","","","1393","133","15","289","","","2066","galiciancovid19.info; lavozdegalicia.es; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/coruna/2020/05/06/solo-cuatro-enfermos-covid-19-uci-chuac/00031588757525729712474.htm; ; https://www.lavozdegalicia.es/noticia/ferrol/ferrol/2020/05/06/activos-covid-19-area-ferrol-siguen-bajando-aumentan-hospitalizados/00031588763372017997551.htm","","","","",""
"2020-05-07","Coruña, A","Galicia","","","","1348","79","8","290","","","1704","galiciancovid19.info; laopinioncoruna.es; diariodeferrol.com","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/07/ultima-hora-coronavirus-coruna-galicia/1500230.html; ; https://www.diariodeferrol.com/articulo/ferrol/crece-numero-hospitalizados-covid-cifras-hace-semana/20200507010929280499.html","","","","",""
"2020-05-08","Coruña, A","Galicia","","","","1248","117","12","292","","","2165","galiciancovid19.info; elespanol.com; diariodeferrol.com","https://galiciancovid19.info/; https://www.elespanol.com/quincemil/articulos/actualidad/coronavirus-los-pacientes-ingresados-en-uci-de-hospitales-gallegos-desciende-a-26; ; https://www.diariodeferrol.com/articulo/ferrol/numero-casos-activos-eleva-410-area-ferrol/20200507234227280542.html","","","","",""
"2020-05-09","Coruña, A","Galicia","","","","1239","97","10","294","","","2226","galiciancovid19.info; laopinioncoruna.es; cope.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/09/coronavirus-galicia--casos-activos/1500777.html; ; https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/noticias/descenso-leve-pero-continuo-los-casos-activos-por-covid-19-area-sanitaria-ferrolana-20200509_712408","","","","",""
"2020-05-10","Coruña, A","Galicia","","","","1215","94","10","295","","","2252","galiciancovid19.info; laopinioncoruna.es; cope.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/10/ligero-aumento-contagios-galicia-registra/1500881.html; ; https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/noticias/numero-casos-activos-por-covid-19-area-sanitaria-ferrol-108-20200510_713000","","","","",""
"2020-05-11","Coruña, A","Galicia","","","","1243","101","11","296","","","2265","galiciancovid19.info; lavozdegalicia.es; cope.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/11/suben-segundo-dia-consecutivo-ingresos-covid-19/00031589189899551543120.htm; ; https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/noticias/sin-apenas-variacion-numero-afectados-por-coronavirus-area-sanitaria-ferrol-20200511_713951","","","","",""
"2020-05-12","Coruña, A","Galicia","","","","1265","88","10","297","","","2386","galiciancovid19.info; laopinioncoruna.es; europapress.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/12/ultima-hora-coronavirus-coruna-galicia/1501476.html; ; https://www.europapress.es/galicia/noticia-bajan-25-pacientes-coronavirus-ingresados-uci-hospitales-gallegos-20200512140515.html","","","","",""
"2020-05-13","Coruña, A","Galicia","","","","1268","80","7","299","","","2486","galiciancovid19.info; laopinioncoruna.es; europapress.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/13/ultima-hora-coronavirus-coruna-galicia/1501729.html; ; https://www.europapress.es/galicia/noticia-pacientes-ingresados-uci-covid-bajan-22-galicia-tres-menos-hace-dia-20200513135921.html","","","","",""
"2020-05-14","Coruña, A","Galicia","","","","1230","71","7","299","","","2544","galiciancovid19.info; laopinioncoruna.es; 20minutos.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/14/ultima-hora-coronavirus-coruna-galicia/1502013.html; ; https://www.20minutos.es/noticia/4257988/0/los-pacientes-con-covid-ingresados-en-uci-de-hospitales-gallegos-bajan-hasta-21/","","","","",""
"2020-05-15","Coruña, A","Galicia","","","","1078","64","8","300","","","2601","galiciancovid19.info; europapress.es; europapress.es","https://galiciancovid19.info/; https://www.europapress.es/galicia/noticia-numero-hospitalizados-covid-galicia-baja-133-aumentan-casos-uci-mas-20200515132308.html; ; https://www.europapress.es/galicia/noticia-numero-hospitalizados-covid-galicia-baja-133-aumentan-casos-uci-mas-20200515132308.html","","","","",""
"2020-05-16","Coruña, A","Galicia","","","","1047","63","7","304","","","2787","galiciancovid19.info; elidealgallego.com; lavozdegalicia.es","https://galiciancovid19.info/; https://www.elidealgallego.com/articulo/coruna/casos-activos-coronavirus-bajan-mitad-semana-son-331/20200516235824436575.html; ; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/16/numero-enfermos-covid-19-baja-65-ferrol/00031589628769865915190.htm","","","","",""
"2020-05-17","Coruña, A","Galicia","","","","1016","76","7","305","","","2890","galiciancovid19.info; laopinioncoruna.es; lavozdegalicia.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/18/registro-diario-victimas-covid-sigue/1502827.html; https://www.lavozdegalicia.es/noticia/santiago/2020/05/17/area-sanitaria-suma-58-nuevos-pacientes-curados-siguen-bajando-hospitalizados/00031589715493472975178.htm; https://www.lavozdegalicia.es/noticia/ferrol/ferrol/2020/05/17/ferrol-reduce-35-casos-activos-coronavirus/00031589714964676108953.htm","","","","",""
"2020-05-18","Coruña, A","Galicia","","","","981","58","6","305","","","2880","galiciancovid19.info; laopinioncoruna.es; moncloa.com","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/18/ultima-hora-coronavirus-coruna-galicia/1502926.html; ; https://www.moncloa.com/galicia-ingreados-uci/","","","","",""
"2020-05-19","Coruña, A","Galicia","","","","640","56","6","305","","","2914","galiciancovid19.info; laopinioncoruna.es; lavozdegalicia.es; lavanguardia.com","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/19/ultima-hora-coronavirus-coruna-galicia/1503212.html; https://www.lavozdegalicia.es/noticia/santiago/2020/05/19/pacientes-superado-covid-19-area-sanitaria-suman-1487/00031589902077901171119.htm; https://www.lavanguardia.com/local/galicia/20200519/481282340940/el-numero-de-pacientes-ingresados-con-covid-en-uci-de-hospitales-gallegos-baja-a-15.html","","","","",""
"2020-05-20","Coruña, A","Galicia","","","","482","55","7","305","","","2946","galiciancovid19.info; laopinioncoruna.es; laregion.es; cope.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/05/20/ultima-hora-coronavirus-coruna-galicia/1503479.html; https://www.laregion.es/articulo/galicia/pacientes-coronavirus-uci-galicia-suben-16-bajan-ingresos-planta/20200520150256947215.html; https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/noticias/area-sanitaria-ferrol-registra-nuevo-ingresado-casos-activos-por-coronavirus-20200520_726311","","","","",""
"2020-05-21","Coruña, A","Galicia","","","","444","49","6","306","","","2981","SERGAS; lavanguardia.com; lavozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10431; https://www.lavanguardia.com/local/galicia/20200521/481313215826/los-pacientes-con-covid-ingresados-en-uci-de-hospitales-gallegos-bajan-a-13.html; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/21/6-pacientes-covid-19-area-sanitaria-santiago-hospitalizado/00031590061512409930400.htm; https://www.lavanguardia.com/local/galicia/20200521/481313215826/los-pacientes-con-covid-ingresados-en-uci-de-hospitales-gallegos-bajan-a-13.html","","","","",""
"2020-05-22","Coruña, A","Galicia","","","","414","49","6","307","","","2060","SERGAS; laopinioncoruna.es; diariodeferrol.com; cope.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10432; https://www.laopinioncoruna.es/sociedad/2020/05/22/ultima-hora-coronavirus-galicia-/1504000.html; https://www.diariodeferrol.com/extarticulo/galicia/galicia-coronavirus-pacientes-covid-ingresados-uci-hospitales-gallegos-bajan-13/20200521162840436937.html; https://www.cope.es/emisoras/galicia/a-coruna-provincia/ferrol/noticias/ligero-descenso-del-numero-casos-activos-por-coronavirus-area-sanitaria-ferrol-20200501_730776","","","","",""
"2020-05-23","Coruña, A","Galicia","","","","400","47","4","308","","","4380","SERGAS; cadenaser.com; lavozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10433; https://cadenaser.com/emisora/2020/03/08/radio_coruna/1583678391_577808.html; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/23/mujer-65-anos-undecima-victima-mortal-covid-19-mes-area-sanitaria/0003_202005S23C4997.htm; https://www.lavozdegalicia.es/noticia/ferrol/ferrol/2020/05/23/casos-activos-covid-19-mantienen-ayer-cuatro-hospitalizados-24-domicilios/00031590228727360136434.htm","","","","",""
"2020-05-24","Coruña, A","Galicia","","","","389","47","5","","","","2091","SERGAS; elespanol.com; lavozdegalicia.es; lavozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10434; https://www.elespanol.com/quincemil/articulos/actualidad/coronavirus-18-nuevos-positivos-en-galicia-en-todos-los-tests-y-869-casos-activos; https://www.lavozdegalicia.es/noticia/barbanza/ribeira/2020/05/24/baja-numero-contagios-area-sanitaria-hospital-barbanzano-suma-ingreso/00031590323565705220413.htm; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/24/casos-activos-area-ferrol-siguendescendiendo-residencias-liberan-covid-19/00031590316509866482764.htm
","","","","",""
"2020-05-25","Coruña, A","Galicia","","","","378","39","4","","","","2097","SERGAS; laopinioncoruna.es; lavozdegalicia.es; lavozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10435; https://www.laopinioncoruna.es/sociedad/2020/05/25/ultima-hora-coronavirus-coruna-/1504720.html; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/24/covid-19-afecto-1800-personas-area-sanitaria-ayer-causo-muerte/0003_202005S24C7992.htm; https://www.lavozdegalicia.es/noticia/ferrol/ferrol/2020/05/25/activos-covid-19-area-ferrol-bajan-26-hospitalizados-cuatro/00031590402049689553930.htm
","","","","",""
"2020-05-26","Coruña, A","Galicia","","","","369","30","2","","","","4461","SERGAS; galiciapress.es, vozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10445; https://www.lavozdegalicia.es/noticia/coruna/2020/05/26/curva-descenso-stand-by/00031590485829943441323.htm; https://www.galiciapress.es/texto-diario/mostrar/1969156/galicia-registra-7-pacientes-covid-uci-cifra-baja-desde-inicio-estado-alarma;","","","","",""
"2020-05-27","Coruña, A","Galicia","","","","","29","2","","","","2112","SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10439; https://www.galiciapress.es/texto-diario/mostrar/1970534/pacientes-hospitalizados-galicia-covid-bajan-54-solo-5-permanecen-uci; https://www.galiciapress.es/texto-diario/mostrar/1970534/pacientes-hospitalizados-galicia-covid-bajan-54-solo-5-permanecen-uci; https://www.galiciapress.es/texto-diario/mostrar/1970534/pacientes-hospitalizados-galicia-covid-bajan-54-solo-5-permanecen-uci","","","","",""
"2020-05-28","Coruña, A","Galicia","","","","","23","2","","","","2122","SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10440; 0","","","","",""
"2020-03-01","Lugo","Galicia","","","","0","","","","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-02","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-03","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-04","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-05","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-06","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-07","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-08","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-09","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-10","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-11","Lugo","Galicia","","","","0","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-12","Lugo","Galicia","","","","1","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-13","Lugo","Galicia","","","","2","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-14","Lugo","Galicia","","","","2","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-15","Lugo","Galicia","","","","6","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-16","Lugo","Galicia","","","","7","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-26-medico-monforte-16-casos-covid-19-coronavirus/202003170805031428668.html","","","","",""
"2020-03-17","Lugo","Galicia","","","","9","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/;","","","","",""
"2020-03-18","Lugo","Galicia","","","","16","","","0","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/numero-contagiados-coronavirus-lugo-crece-39/202003191302321429066.html","","","","",""
"2020-03-19","Lugo","Galicia","","","","26","2","2","0","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1853215/19-pacientes-ingresados-uci-estan-coruna-santiago-pontevedra-vigo-lugo-ourense-ferrol","","","","",""
"2020-03-20","Lugo","Galicia","","","","31","7","3","1","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1936216/pacientes-infectados-uci-descienden-hasta-101-galicia-siete-menos-hace-24-horas","","","","",""
"2020-03-21","Lugo","Galicia","","","","36","35","8","1","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1937261/infectados-galicia-suben-6534-personas-uci-bajan-96","","","","",""
"2020-03-22","Lugo","Galicia","","","","46","28","7","1","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1938186/vuelven-descender-pacientes-ingresados-uci-galicia-situan-92","","","","",""
"2020-03-23","Lugo","Galicia","","","","54","26","7","2","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1856720/aumentan-54-pacientes-ingresados-uci-hospitales-galicia","","","","",""
"2020-03-24","Lugo","Galicia","","","","58","20","5","3","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1857981/aumentan-69-pacientes-uci-galicia-409-hospitalizados-unidades-convencionales","","","","",""
"2020-03-25","Lugo","Galicia","","","","62","21","6","4","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1858946/ponton-bng-pide-anticipacion-xunta-propone-mesa-economica-social-encarar-futuro","","","","",""
"2020-03-26","Lugo","Galicia","","","","97","38","6","4","","","6","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1860191/xunta-hace-4500-titulos-libros-revistas-peliculas-plataforma-galiciale-accesibles","","","","",""
"2020-03-27","Lugo","Galicia","","","","99","38","11","4","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/contagios-repuntan-provincia-lugo-79-nuevos-casos-total-219/202003281210341430609.html","","","","",""
"2020-03-28","Lugo","Galicia","","","","128","53","10","4","","","","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/03/28/cuatro-219-casos-positivos-covid-19-provincia-ayer-uci-burela/00031585410626621827663.htm","","","","",""
"2020-03-29","Lugo","Galicia","","","","140","43","10","4","","","","galiciancovid19.info; abc.es","https://galiciancovid19.info/; https://www.abc.es/espana/galicia/abci-primeros-pacientes-ingresados-unidades-criticos-santiago-pasan-planta-202003301807_noticia.html","","","","",""
"2020-03-30","Lugo","Galicia","","","","219","68","11","4","","","12","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo-coronavirus-hula-100-galicia/202003311046311431019.html","","","","",""
"2020-03-31","Lugo","Galicia","","","","244","68","12","7","","","16","galiciancovid19.info; atlantico.net","https://galiciancovid19.info/; https://www.atlantico.net/articulo/galicia/pacientes-infectados-ingresados-uci-aumentan-10-situan-157-galicia/20200401170041766854.html","","","","",""
"2020-04-01","Lugo","Galicia","","","","289","78","13","9","","","17","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1857187/grafica-coronavirus-cada-area-galicia-revela-donde-esta-acelerando-epidemia","","","","",""
"2020-04-02","Lugo","Galicia","","","","371","91","12","11","","","10","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1885314/aumentan-176-pacientes-uci-hospitales-galicia-11-jueves","","","","",""
"2020-04-03","Lugo","Galicia","","","","456","93","12","12","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1885314/aumentan-176-pacientes-uci-hospitales-galicia-11-jueves","","","","",""
"2020-04-04","Lugo","Galicia","","","","520","87","13","12","","","","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/04/05/ultimo-balance-hospitalizados-coronavirus-23-hospital-burela-cuatro-uci/00031586083485764395137.htm","","","","",""
"2020-04-05","Lugo","Galicia","","","","533","96","12","14","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1887585/sergas-recibe-nuevo-envio-millon-mascaras-proteccion","","","","",""
"2020-04-06","Lugo","Galicia","","","","558","96","14","15","","","","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1888800/descienden-nuevo-pacientes-uci-hospitales-galicia-situan-162","","","","",""
"2020-04-07","Lugo","Galicia","","","","555","80","15","16","","","57","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/tendencia-mantiene-lugo-15-altas-solo-casos-fallecido-mas-ultimo-dia/202004081538481432513.html","","","","",""
"2020-04-08","Lugo","Galicia","","","","563","70","15","17","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/lugo-registra-casos-activos-menos-baja-presion-hospitalaria/202004091307451432639.html","","","","",""
"2020-04-09","Lugo","Galicia","","","","563","65","13","17","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo-viernes-santo-nonagenario-suma-casos/202004101212531432777.html","","","","",""
"2020-04-10","Lugo","Galicia","","","","566","62","13","18","","","86","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/lugo-registra-21-casos-mas-mientras-bajando-presion-hospitalaria/202004111343221432915.html","","","","",""
"2020-04-11","Lugo","Galicia","","","","563","58","14","18","","","90","galiciancovid19.info; cope.es","https://galiciancovid19.info/; https://www.cope.es/emisoras/galicia/lugo-provincia/ribadeo/noticias/muerte-hombre-anos-eleva-tres-las-perdidas-por-coronavirus-hospital-marina-20200412_678406","","","","",""
"2020-04-12","Lugo","Galicia","","","","571","52","13","20","","","97","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo-galicia-coronavirus-lunes/202004131207021433106.html","","","","",""
"2020-04-13","Lugo","Galicia","","","","592","51","12","20","","","100","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo-coronavirus-martes/202004141159331433291.html","","","","",""
"2020-04-14","Lugo","Galicia","","","","591","52","9","20","","","103","galiciancovid19.info; 20minutos.es","https://galiciancovid19.info/; https://www.20minutos.es/noticia/4227830/0/siguen-en-descenso-los-pacientes-en-uci-en-hospitales-de-galicia-y-se-situan-en-128/","","","","",""
"2020-04-15","Lugo","Galicia","","","","591","51","9","22","","","107","galiciancovid19.info; elidealgallego.com","https://galiciancovid19.info/; https://www.elidealgallego.com/articulo/galicia/bajan-123-pacientes-uci-hospitales-galicia/20200416135328434039.html","","","","",""
"2020-04-16","Lugo","Galicia","","","","590","48","9","22","","","","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/04/17/balance-area-sanitaria/00031587117506934200200.htm","","","","",""
"2020-04-17","Lugo","Galicia","","","","589","44","8","23","","","115","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo/202004181349301434064.html","","","","",""
"2020-04-18","Lugo","Galicia","","","","592","40","8","23","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo/202004181349301434064.html","","","","",""
"2020-04-19","Lugo","Galicia","","","","591","40","8","23","","","117","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/leve-repunte-coronavirus-lugo-diez-casos-activos-mas/202004201255501434353.html","","","","",""
"2020-04-20","Lugo","Galicia","","","","594","41","9","24","","","117","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/area-sanitaria-lucense/202004211039081434470.html","","","","",""
"2020-04-21","Lugo","Galicia","","","","595","35","8","26","","","117","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1937261/infectados-galicia-suben-6534-personas-uci-bajan-96","","","","",""
"2020-04-22","Lugo","Galicia","","","","605","35","7","26","","","117","galiciancovid19.info; 20minutos.es","https://galiciancovid19.info/; https://www.20minutos.es/noticia/4235990/0/vuelven-a-descender-los-pacientes-ingresados-en-uci-en-galicia-y-se-situan-en-91/","","","","",""
"2020-04-23","Lugo","Galicia","","","","610","33","7","26","","","126","galiciancovid19.info; lavanguardia.com","https://galiciancovid19.info/; https://www.lavanguardia.com/local/galicia/20200424/48694768257/los-infectados-en-uci-en-galicia-descienden-hasta-los-87-cinco-menos-que-el-jueves.html","","","","",""
"2020-04-24","Lugo","Galicia","","","","614","32","8","26","","","128","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/provincia-suma-15-nuevos-casos-mantiene-estable-presion-hospitalaria/202004251402261435232.html","","","","",""
"2020-04-25","Lugo","Galicia","","","","627","31","9","26","","","129","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/balance-lugo-coronavirus-domingo/202004261136181435327.html","","","","",""
"2020-04-26","Lugo","Galicia","","","","647","31","7","26","","","129","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1941050/fallecido-residencia-hospitales-elevan-533-victimas-covid-galicia","","","","",""
"2020-04-27","Lugo","Galicia","","","","662","31","7","26","","","129","galiciancovid19.info; laopinioncoruna.es","https://galiciancovid19.info/; https://www.laopinioncoruna.es/sociedad/2020/04/28/coronavirus-coruna--galicia-alcanza/1497949.html","","","","",""
"2020-04-28","Lugo","Galicia","","","","662","32","7","26","","","133","galiciancovid19.info; galiciapress.es","https://galiciancovid19.info/; https://www.galiciapress.es/texto-diario/mostrar/1943021/pacientes-uci-mantienen-73-galicia-descienden-13-hospitalizados-hasta-482","","","","",""
"2020-04-29","Lugo","Galicia","","","","662","29","7","26","","","572","galiciancovid19.info; 20minutos.es","https://galiciancovid19.info/; https://www.20minutos.es/noticia/4243381/0/los-pacientes-con-covid-ingresados-en-uci-descienden-un-35-en-galicia-y-se-situan-en-47/","","","","",""
"2020-04-30","Lugo","Galicia","","","","675","12","4","26","","","583","galiciancovid19.info; elcorreogallego.es","https://galiciancovid19.info/; https://www.elcorreogallego.es/primer-plano/significativo-retroceso-en-galicia-al-bajar-el-35-de-ingresados-en-uci-GE2767778","","","","",""
"2020-05-01","Lugo","Galicia","","","","244","12","4","26","","","597","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/once-casos-activos-menos-paciente-mas-ucis-lugo/202005021312241436374.html","","","","",""
"2020-05-02","Lugo","Galicia","","","","241","11","6","26","","","","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/02/siguen-bajando-casos-covid-19-lugo/00031588417680758832470.htm","","","","",""
"2020-05-03","Lugo","Galicia","","","","238","11","5","26","","","607","galiciancovid19.info; 20minutos.es","https://galiciancovid19.info/; https://www.20minutos.es/noticia/4246065/0/bajan-hasta-los-34-los-pacientes-con-covid-19-en-uci-en-galicia-y-pontevedra-es-la-primera-area-sin-ninguno/","","","","",""
"2020-05-04","Lugo","Galicia","","","","227","11","5","26","","","","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/casos-activos-lugo-reducen-1/202005051351011436852.html","","","","",""
