"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments","","casos_acumul_old","recovered_old","deceased_old"
"2020-05-05","Lugo","Galicia","","","","222","10","5","26","","","666","galiciancovid19.info; cope.es","https://galiciancovid19.info/; https://www.cope.es/emisoras/galicia/lugo-provincia/lugo/lugo-provincia/noticias/continua-bajando-numero-casos-activos-solo-hay-pacientes-hospitalizados-por-covid19-lugo-20200506_708402","","","","",""
"2020-05-06","Lugo","Galicia","","","","223","7","5","27","","","","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/amarina/2020/05/08/area-sanitaria-contabiliza-170-casos-activos-covid-19-provincia-lugo/0003_202005X8C4995.htm","","","","",""
"2020-05-07","Lugo","Galicia","","","","179","8","6","27","","","689","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/08/702-altas-pacientes-covid-19-provincia/00031588944988540283954.htm","","","","",""
"2020-05-08","Lugo","Galicia","","","","166","8","6","27","","","896","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/pacientes-uci-provincia-lugo-baja/202005091308011437571.html","","","","",""
"2020-05-09","Lugo","Galicia","","","","170","6","4","27","","","710","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/covid-19-repliega-area-sanitaria-bajan-161-casos-activos/202005101325031437697.html","","","","",""
"2020-05-10","Lugo","Galicia","","","","167","5","4","27","","","715","galiciancovid19.info; elprogreso.es","https://galiciancovid19.info/; https://www.elprogreso.es/articulo/lugo/fotografia-covid-19-mueve-mismos-casos-activos-hospitalizados-domingo/202005111215551437840.html","","","","",""
"2020-05-11","Lugo","Galicia","","","","166","5","4","27","","","715","galiciancovid19.info; europapress.es","https://galiciancovid19.info/; https://www.europapress.es/galicia/noticia-bajan-25-pacientes-coronavirus-ingresados-uci-hospitales-gallegos-20200512140515.html","","","","",""
"2020-05-12","Lugo","Galicia","","","","161","5","4","27","","","745","galiciancovid19.info; europapress.es","https://galiciancovid19.info/; https://www.europapress.es/galicia/noticia-pacientes-ingresados-uci-covid-bajan-22-galicia-tres-menos-hace-dia-20200513135921.html","","","","",""
"2020-05-13","Lugo","Galicia","","","","161","5","4","27","","","757","galiciancovid19.info; 20minutos.es","https://galiciancovid19.info/; https://www.20minutos.es/noticia/4257988/0/los-pacientes-con-covid-ingresados-en-uci-de-hospitales-gallegos-bajan-hasta-21/","","","","",""
"2020-05-14","Lugo","Galicia","","","","133","5","4","27","","","770","galiciancovid19.info; europapress.es","https://galiciancovid19.info/; https://www.europapress.es/galicia/noticia-numero-hospitalizados-covid-galicia-baja-133-aumentan-casos-uci-mas-20200515132308.html","","","","",""
"2020-05-15","Lugo","Galicia","","","","124","5","4","27","","","770","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/16/lugo-hospitalizados-coronavirus/00031589623388390667701.htm","","","","",""
"2020-05-16","Lugo","Galicia","","","","117","4","4","28","","","795","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/17/siguen-bajando-casos-covid-19-lugo-77/00031589710760681717194.htm","","","","",""
"2020-05-17","Lugo","Galicia","","","","122","4","4","28","","","823","galiciancovid19.info; lavozdegalicia.es","https://galiciancovid19.info/; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/18/lugo-cuatro-personas-ingresadas-uci-coronavirus/00031589794205122427712.htm","","","","",""
"2020-05-18","Lugo","Galicia","","","","99","4","1","28","","","837","galiciancovid19.info; lavanguardia.com","https://galiciancovid19.info/; https://www.lavanguardia.com/local/galicia/20200519/481282340940/el-numero-de-pacientes-ingresados-con-covid-en-uci-de-hospitales-gallegos-baja-a-15.html","","","","",""
"2020-05-19","Lugo","Galicia","","","","69","5","3","28","","","831","galiciancovid19.info; laregion.es","https://galiciancovid19.info/; https://www.laregion.es/articulo/galicia/pacientes-coronavirus-uci-galicia-suben-16-bajan-ingresos-planta/20200520150256947215.html","","","","",""
"2020-05-20","Lugo","Galicia","","","","63","4","3","28","","","837","lavanguardia.com","https://www.lavanguardia.com/local/galicia/20200521/481313215826/los-pacientes-con-covid-ingresados-en-uci-de-hospitales-gallegos-bajan-a-13.html","","","","",""
"2020-05-21","Lugo","Galicia","","","","60","4","3","28","","","844","SERGAS; diariodeferrol.com","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10431; https://www.diariodeferrol.com/extarticulo/galicia/galicia-coronavirus-pacientes-covid-ingresados-uci-hospitales-gallegos-bajan-13/20200521162840436937.html","","","","",""
"2020-05-22","Lugo","Galicia","","","","56","3","3","28","","","844","SERGAS; lavozdegalicia.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10432; https://www.lavozdegalicia.es/noticia/amarina/2020/05/23/siguen-bajando-casos-covid-19-provincia/00031590227747368218749.htm","","","","",""
"2020-05-23","Lugo","Galicia","","","","","1","2","28","","","860","SERGAS; ","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10433","","","","",""
"2020-05-24","Lugo","Galicia","","","","58","4","2","27","","","859","SERGAS; elprogreso.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10434; https://www.elprogreso.es/articulo/lugo/lugo-unica-area-sanitaria-repuntan-casos-coronavirus/202005241352041440085.html","","","","",""
"2020-05-25","Lugo","Galicia","","","","58","4","2","27","","","859","SERGAS; elprogreso.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10435; https://www.elprogreso.es/articulo/lugo/pacientes-uci-planta-54-casa/202005251357321440249.html","","","","",""
"2020-05-26","Lugo","Galicia","","","","58","4","2","27","","","859","SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10446; https://www.galiciapress.es/texto-diario/mostrar/1969156/galicia-registra-7-pacientes-covid-uci-cifra-baja-desde-inicio-estado-alarma","","","","",""
"2020-05-27","Lugo","Galicia","","","","","2","2","27","","","866","SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10439; https://www.galiciapress.es/texto-diario/mostrar/1970501/corporacion-municipal-vigo-aprueba-modificacion-presupuestaria-invertir-parte-superavit","","","","",""
"2020-05-28","Lugo","Galicia","","","","","4","2","27","","","869","SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10440; https://www.galiciapress.es/texto-diario/mostrar/1972345/hospitalizados-covid-galicia-bajan-hasta-42-5-siguen-uci","","","","",""
"2020-03-02","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-03","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-04","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-05","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-06","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-07","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-08","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-09","Ourense","Galicia","","","","0","1","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-10","Ourense","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-11","Ourense","Galicia","","","","0","","","0","","","","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","","0"
"2020-03-12","Ourense","Galicia","","","","1","","","0","","","","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","","0"
"2020-03-13","Ourense","Galicia","","","","1","","","0","","","","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","","0"
"2020-03-14","Ourense","Galicia","","","","2","","","0","","","","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","","0"
"2020-03-15","Ourense","Galicia","","","","10","","","0","28","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; cadenaser.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-16","Ourense","Galicia","","","","14","3","","0","","","","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","","0"
"2020-03-17","Ourense","Galicia","","","","15","3","","0","32","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-18","Ourense","Galicia","","","","22","4","1","0","34","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; ourensedixital.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-19","Ourense","Galicia","","","","28","","","0","46","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-20","Ourense","Galicia","","","","32","9","1","0","63","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-21","Ourense","Galicia","","","","34","9","1","0","75","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-22","Ourense","Galicia","","","","46","175","16","0","96","","0","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","0","","0"
"2020-03-23","Ourense","Galicia","","","","63","169","16","2","146","","2","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","2","","2"
"2020-03-24","Ourense","Galicia","","","","74","28","3","2","156","","2","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","2","","2"
"2020-03-25","Ourense","Galicia","","","","95","47","6","3","190","","2","Área sanitaria Ourense (@lipido); galiciancovid19.info; cope.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","2","","3"
"2020-03-26","Ourense","Galicia","","","","142","64","10","5","237","","2","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","2","","5"
"2020-03-27","Ourense","Galicia","","","","152","73","10","6","310","","3","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","3","","6"
"2020-03-28","Ourense","Galicia","","","","186","80","9","7","386","","8","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","8","","7"
"2020-03-29","Ourense","Galicia","","","","231","97","11","10","432","","9","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","9","","10"
"2020-03-30","Ourense","Galicia","","","","302","","","10","499","","11","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","11","","10"
"2020-03-31","Ourense","Galicia","","","","371","131","16","16","545","","11","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","11","11","16"
"2020-04-01","Ourense","Galicia","","","","415","131","16","23","590","","13","Área sanitaria Ourense (@lipido); galiciancovid19.info; farodevigo.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","13","","23"
"2020-04-02","Ourense","Galicia","","","","479","133","16","27","708","","26","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","26","13","27"
"2020-04-03","Ourense","Galicia","","","","520","","","31","746","","26","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","26","","31"
"2020-04-04","Ourense","Galicia","","","","559","170","18","36","965","","62","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","62","","36"
"2020-04-05","Ourense","Galicia","","","","660","","","40","1033","","79","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","79","","40"
"2020-04-06","Ourense","Galicia","","","","694","","","44","1111","","83","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","83","","44"
"2020-04-07","Ourense","Galicia","","","","875","195","22","45","1125","","88","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","88","","45"
"2020-04-08","Ourense","Galicia","","","","921","216","22","51","1160","","105","Área sanitaria Ourense (@lipido); galiciancovid19.info; farodevigo.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","105","88","51"
"2020-04-09","Ourense","Galicia","","","","992","206","22","56","1225","","125","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","125","105","56"
"2020-04-10","Ourense","Galicia","","","","999","210","22","61","1289","","141","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","141","125","61"
"2020-04-11","Ourense","Galicia","","","","1001","183","23","66","1354","","153","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","153","","66"
"2020-04-12","Ourense","Galicia","","","","1041","197","23","70","1396","","166","Área sanitaria Ourense (@lipido); galiciancovid19.info; elprogreso.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","166","153","70"
"2020-04-13","Ourense","Galicia","","","","1082","39","12","72","1430","","187","Área sanitaria Ourense (@lipido); galiciancovid19.info; diariodeferrol.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","187","","72"
"2020-04-14","Ourense","Galicia","","","","1129","180","23","75","1458","","191","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","191","","75"
"2020-04-15","Ourense","Galicia","","","","1154","193","20","77","1474","","200","Área sanitaria Ourense (@lipido); galiciancovid19.info; elidealgallego.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","200","191","77"
"2020-04-16","Ourense","Galicia","","","","1166","189","22","78","1495","","209","Área sanitaria Ourense (@lipido); galiciancovid19.info; cope.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","209","200","78"
"2020-04-17","Ourense","Galicia","","","","1187","205","19","80","1519","","228","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","228","228","80"
"2020-04-18","Ourense","Galicia","","","","1193","183","19","85","1531","","245","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","245","245","85"
"2020-04-19","Ourense","Galicia","","","","1203","183","19","85","1571","","247","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","247","247","85"
"2020-04-20","Ourense","Galicia","","","","1207","186","19","89","1583","","248","Área sanitaria Ourense (@lipido); galiciancovid19.info; cope.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","248","247","89"
"2020-04-21","Ourense","Galicia","","","","1200","162","17","89","1642","","254","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","254","","89"
"2020-04-22","Ourense","Galicia","","","","1233","191","16","91","1665","","269","Área sanitaria Ourense (@lipido); galiciancovid19.info; 20minutos.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","269","269","91"
"2020-04-23","Ourense","Galicia","","","","1243","169","16","96","1685","","275","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","275","275","96"
"2020-04-24","Ourense","Galicia","","","","1293","","","98","1698","","294","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","294","","98"
"2020-04-25","Ourense","Galicia","","","","1301","150","16","100","1717","","314","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","314","314","100"
"2020-04-26","Ourense","Galicia","","","","1301","148","16","101","1730","","317","Área sanitaria Ourense (@lipido); galiciancovid19.info","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","317","314","101"
"2020-04-27","Ourense","Galicia","","","","1302","","","104","1754","","328","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","328","","104"
"2020-04-28","Ourense","Galicia","","","","1299","162","15","106","1764","","328","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","328","","106"
"2020-04-29","Ourense","Galicia","","","","1307","152","13","106","1791","","964","Área sanitaria Ourense (@lipido); galiciancovid19.info; 20minutos.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","964","964","106"
"2020-04-30","Ourense","Galicia","","","","1315","111","3","107","1800","","981","Área sanitaria Ourense (@lipido); galiciancovid19.info; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","981","981","107"
"2020-05-01","Ourense","Galicia","","","","1325","96","3","108","1812","","1024","Área sanitaria Ourense (@lipido); galiciancovid19.info; valdeorrasdecerca.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1024","1024","108"
"2020-05-02","Ourense","Galicia","","","","715","79","3","110","1821","","1075","Área sanitaria Ourense (@lipido); galiciancovid19.info; valdeorrasdecerca.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1075","1075","110"
"2020-05-03","Ourense","Galicia","","","","707","73","1","113","1833","","1103","Área sanitaria Ourense (@lipido); galiciancovid19.info; 20minutos.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1103","1103","113"
"2020-05-04","Ourense","Galicia","","","","673","74","1","114","1842","","1136","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1136","1136","114"
"2020-05-05","Ourense","Galicia","","","","632","72","1","115","1851","","1192","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1192","","115"
"2020-05-06","Ourense","Galicia","","","","613","62","3","117","1869","","1287","Área sanitaria Ourense (@lipido); galiciancovid19.info; 20minutos.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1287","1287","117"
"2020-05-07","Ourense","Galicia","","","","588","64","3","118","1886","","1315","Área sanitaria Ourense (@lipido); galiciancovid19.info; elespanol.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1315","1315","118"
"2020-05-08","Ourense","Galicia","","","","541","69","2","119","1897","","1343","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1343","","119"
"2020-05-09","Ourense","Galicia","","","","462","71","3","120","1902","","1353","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1353","1353","120"
"2020-05-10","Ourense","Galicia","","","","450","66","3","120","1909","","1379","Área sanitaria Ourense (@lipido); galiciancovid19.info; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1379","1379","120"
"2020-05-11","Ourense","Galicia","","","","432","66","3","121","1919","","1390","Área sanitaria Ourense (@lipido); galiciancovid19.info; europapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1390","1390","121"
"2020-05-12","Ourense","Galicia","","","","426","56","3","122","1923","","1436","Área sanitaria Ourense (@lipido); galiciancovid19.info; galiciapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1436","1436","122"
"2020-05-13","Ourense","Galicia","","","","407","50","3","124","1925","","1467","Área sanitaria Ourense (@lipido); galiciancovid19.info; 20minutos.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1467","1467","124"
"2020-05-14","Ourense","Galicia","","","","405","46","3","124","1936","","1487","Área sanitaria Ourense (@lipido); galiciancovid19.info; europapress.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1487","1487","124"
"2020-05-15","Ourense","Galicia","","","","362","39","3","124","1952","","1504","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1504","1504","124"
"2020-05-16","Ourense","Galicia","","","","333","35","3","124","1961","","1556","Área sanitaria Ourense (@lipido); galiciancovid19.info; somoscomarca.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1556","1556","124"
"2020-05-17","Ourense","Galicia","","","","321","34","3","125","1965","","1627","Área sanitaria Ourense (@lipido); galiciancovid19.info; elcorreogallego.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1627","1627","125"
"2020-05-18","Ourense","Galicia","","","","320","34","3","125","1965","","1629","Área sanitaria Ourense (@lipido); galiciancovid19.info; lavanguardia.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1629","1629","125"
"2020-05-19","Ourense","Galicia","","","","277","29","2","125","1969","","1650","Área sanitaria Ourense (@lipido); galiciancovid19.info; laregion.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1650","1650","125"
"2020-05-20","Ourense","Galicia","","","","171","24","2","125","1976","","1676","Área sanitaria Ourense (@lipido); lavanguardia.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1676","1676","125"
"2020-05-21","Ourense","Galicia","","","","160","21","1","125","1979","","1690","Área sanitaria Ourense (@lipido); diariodeferrol.com","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1690","1690","125"
"2020-05-22","Ourense","Galicia","","","","141","21","1","125","1982","","1712","Área sanitaria Ourense (@lipido); SERGAS; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1712","1690","125"
"2020-05-23","Ourense","Galicia","","","","127","16","1","126","1984","","1727","Área sanitaria Ourense (@lipido); SERGAS; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1727","1705","126"
"2020-05-24","Ourense","Galicia","","","","124","16","1","131","1988","","1734","Área sanitaria Ourense (@lipido); SERGAS; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1734","1734","131"
"2020-05-25","Ourense","Galicia","","","","127","16","1","131","1994","","1736","Área sanitaria Ourense (@lipido); SERGAS; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","1736","1736","131"
"2020-05-26","Ourense","Galicia","","","","121","16","1","131","1994","","1994","Área sanitaria Ourense (@lipido); SERGAS; lavozdegalicia.es","https://github.com/lipido/galicia-covid19/blob/master/ourense.csv","","","","",""
"2020-05-27","Ourense","Galicia","","","","","13","0","131","","","1757","Área Sanitaria Ourense (@lipido); SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10439; https://github.com/lipido/galicia-covid19/blob/master/ourense.csv; https://www.galiciapress.es/texto-diario/mostrar/1970534/pacientes-hospitalizados-galicia-covid-bajan-54-solo-5-permanecen-uci","","","","",""
"2020-05-28","Ourense","Galicia","","","","","8","0","131","","","1770","Área Sanitaria Ourense (@lipido); SERGAS; galiciapress.es","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10440; https://github.com/lipido/galicia-covid19/blob/master/ourense.csv; https://www.galiciapress.es/texto-diario/mostrar/1972336/illa-niega-gobierno-oculte-cifras-fallecidos-covid-19","","","","",""
"2020-03-02","Pontevedra","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-03","Pontevedra","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-04","Pontevedra","Galicia","","","","0","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-05","Pontevedra","Galicia","","","","1","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-06","Pontevedra","Galicia","","","","3","","","0","","","","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-07","Pontevedra","Galicia","","","","4","","","0","","","","galiciancovid19.info; diariodeferrol.com","https://galiciancovid19.info/","","","","",""
"2020-03-08","Pontevedra","Galicia","","","","4","1","1","0","","","0","galiciancovid19.info","https://galiciancovid19.info/; https://www.diariodeferrol.com/articulo/galicia/son-afectados-coronavirus-galicia-ellos-uci/20200308172530276460.html","","","","",""
"2020-03-09","Pontevedra","Galicia","","","","4","2","1","0","","","0","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-10","Pontevedra","Galicia","","","","5","2","1","0","","","0","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-11","Pontevedra","Galicia","","","","10","2","1","0","","","0","galiciancovid19.info","https://galiciancovid19.info/","","","","",""
"2020-03-12","Pontevedra","Galicia","","","","13","2","1","0","","","0","galiciancovid19.info; diariodepontevedra.es; vigoe.es","https://galiciancovid19.info/","","","","",""
"2020-03-13","Pontevedra","Galicia","","","","31","14","4","0","","","0","galiciancovid19.info; farodevigo.es","https://galiciancovid19.info/; https://www.diariodepontevedra.es/articulo/pontevedra/pontevedra-eleva-once-casos-coronavirus/202003130844561077337.html; https://www.vigoe.es/salud/nueva-actualizacion-de-datos-el-area-de-vigo-suma-20-casos-de-coronavirus/ ; https://www.vigoe.es/salud/nueva-actualizacion-de-datos-el-area-de-vigo-suma-20-casos-de-coronavirus/","","","","",""
"2020-03-14","Pontevedra","Galicia","","","","36","14","2","0","","","0","galiciancovid19.info; farodevigo.es","https://galiciancovid19.info/; https://www.farodevigo.es/portada-pontevedra/2020/03/17/area-sanitaria-pontevedra-diagnostica-11/2264071.html;","","","","",""
"2020-03-15","Pontevedra","Galicia","","","","54","16","2","0","","","0","galiciancovid19.info; laopinioncoruna.es; laopinioncoruna.es","https://galiciancovid19.info/; https://www.farodevigo.es/sociedad/2020/03/15/galicia-registra-primeras-muertes/2263125.html","","","","",""
