"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-03-17","Guadalajara","Castilla - La Mancha","","","","","","2","","145","","","Sanidad de Castilla-La Mancha","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/castilla-la-mancha-confirma-662-casos-confirmados-por-coronavirus",""
"2020-03-17","Toledo","Castilla - La Mancha","","","","","","12","7","179","","","Sanidad de Castilla-La Mancha","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/castilla-la-mancha-confirma-662-casos-confirmados-por-coronavirus",""
"2020-03-19","Albacete","Castilla - La Mancha","","","","231","","","20","259","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-19","Ciudad Real","Castilla - La Mancha","","","","189","","","21","216","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-19","Cuenca","Castilla - La Mancha","","","","64","","","4","72","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-19","Guadalajara","Castilla - La Mancha","","","","200","","","3","205","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-19","Toledo","Castilla - La Mancha","","","","265","","","14","293","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Albacete","Castilla - La Mancha","","","","291","","","28","327","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Ciudad Real","Castilla - La Mancha","","","","364","","","28","400","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Cuenca","Castilla - La Mancha","","","","84","","","5","94","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Guadalajara","Castilla - La Mancha","","","","231","","","4","237","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-20","Toledo","Castilla - La Mancha","","","","336","","","19","370","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Albacete","Castilla - La Mancha","","","","390","","","32","430","","","Gobierno de Castilla-La Mancha (especificar)","https://www.castillalamancha.es/actualidad/notasdeprensa",""
"2020-03-21","Ciudad Real","Castilla - La Mancha","","","","457","","","40","505","","","Gobierno de Castilla-La Mancha","https://www.castillalamancha.es/actualidad/notasdeprensa",""
"2020-03-21","Cuenca","Castilla - La Mancha","","","","104","","","8","120","","","Gobierno de Castilla-La Mancha","https://www.castillalamancha.es/actualidad/notasdeprensa",""
"2020-03-21","Guadalajara","Castilla - La Mancha","","","","257","","","4","263","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-21","Toledo","Castilla - La Mancha","","","","451","","","28","501","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-22","Albacete","Castilla - La Mancha","","","","390","","","32","430","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-22","Ciudad Real","Castilla - La Mancha","","","","457","","","40","505","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-22","Cuenca","Castilla - La Mancha","","","","104","","","8","120","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-22","Guadalajara","Castilla - La Mancha","","","","257","","","4","263","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-22","Toledo","Castilla - La Mancha","","","","451","","","28","501","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-23","Albacete","Castilla - La Mancha","","","","390","","","32","430","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-23","Ciudad Real","Castilla - La Mancha","","","","457","","","40","505","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-23","Cuenca","Castilla - La Mancha","","","","104","","","8","120","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-23","Guadalajara","Castilla - La Mancha","","","","257","","","4","263","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
